deal_ref,client_ref,event_time,item_code,item_label,grouping,qty,price,amount,value,territory,source,owner,status
D-301458,CL-5655,2023-07-12,SKU-102,Analytics Suite,Software,9,1559,14031,14053,EU,ColdCall,Agent_8,Closed
D-301459,CL-5756,2023-01-23,SKU-102,Analytics Suite,Software,18,448,8064,8033,EU,Web,Agent_6,Won
D-301460,CL-5964,2024-01-12,SKU-101,CRM Pro,Software,11,780,8580,8564,APAC,Web,Agent_1,Closed
D-301461,CL-3220,2023-02-19,SKU-101,CRM Pro,Software,17,1525,25925,25924,NA,ColdCall,Agent_3,Closed
D-301462,CL-2252,2023-06-02,SKU-102,Analytics Suite,Software,17,709,12053,12022,APAC,Partner,Agent_10,Closed
D-301463,CL-6713,2023-08-30,SKU-102,Analytics Suite,Software,7,1779,12453,12454,NA,ColdCall,Agent_5,Closed
D-301464,CL-3059,2023-06-12,SKU-102,Analytics Suite,Software,7,460,3220,3195,APAC,Web,Agent_3,Lost
D-301465,CL-6715,2024-08-02,SKU-101,CRM Pro,Software,15,969,14535,14493,APAC,Partner,Agent_5,Closed
D-301466,CL-5901,2023-01-20,SKU-102,Analytics Suite,Software,10,1586,15860,15894,NA,Partner,Agent_8,Lost
D-301467,CL-7473,2024-09-21,SKU-101,CRM Pro,Software,2,271,542,563,NA,Web,Agent_2,Lost
D-301468,CL-6898,2023-07-08,SKU-102,Analytics Suite,Software,5,1048,5240,5216,EU,ColdCall,Agent_3,Lost
D-301469,CL-6264,2024-09-21,SKU-102,Analytics Suite,Software,21,1444,30324,30286,APAC,Partner,Agent_7,Won
D-301470,CL-4019,2023-02-22,SKU-201,POS Terminal,Hardware,19,717,13623,13626,EU,Web,Agent_11,Lost
D-301471,CL-3588,2023-12-25,SKU-102,Analytics Suite,Software,24,107,2568,2575,APAC,Partner,Agent_2,Lost
D-301472,CL-2667,2023-06-25,SKU-101,CRM Pro,Software,14,1430,20020,20067,APAC,Partner,Agent_5,Closed
D-301473,CL-7765,2024-06-13,SKU-201,POS Terminal,Hardware,17,1485,25245,25219,NA,Partner,Agent_7,Closed
D-301474,CL-6780,2023-01-14,SKU-101,CRM Pro,Software,9,396,3564,3568,APAC,Partner,Agent_2,Lost
D-301475,CL-5429,2024-01-21,SKU-201,POS Terminal,Hardware,23,1486,34178,34146,EU,Web,Agent_6,Lost
D-301476,CL-7845,2023-09-29,SKU-101,CRM Pro,Software,7,229,1603,1553,EU,Web,Agent_6,Won
D-301477,CL-4918,2023-05-25,SKU-201,POS Terminal,Hardware,24,888,21312,21275,EU,Web,Agent_8,Won
D-301478,CL-5855,2023-07-21,SKU-201,POS Terminal,Hardware,20,722,14440,14440,NA,Partner,Agent_11,Closed
D-301479,CL-4884,2023-11-13,SKU-101,CRM Pro,Software,7,793,5551,5557,APAC,Partner,Agent_4,Lost
D-301480,CL-2604,2023-11-12,SKU-201,POS Terminal,Hardware,21,280,5880,5896,EU,Partner,Agent_4,Closed
D-301481,CL-6187,2023-02-07,SKU-101,CRM Pro,Software,11,1694,18634,18639,APAC,Partner,Agent_11,Won
D-301482,CL-3665,2023-01-20,SKU-102,Analytics Suite,Software,16,1400,22400,22443,APAC,Partner,Agent_4,Lost
D-301483,CL-4798,2024-06-20,SKU-101,CRM Pro,Software,8,305,2440,2423,APAC,Web,Agent_8,Won
D-301484,CL-7824,2024-04-19,SKU-201,POS Terminal,Hardware,18,668,12024,12005,EU,Partner,Agent_11,Lost
D-301485,CL-3992,2024-08-24,SKU-101,CRM Pro,Software,14,204,2856,2888,APAC,Partner,Agent_10,Closed
D-301486,CL-7078,2024-05-29,SKU-101,CRM Pro,Software,19,1565,29735,29687,EU,Web,Agent_8,Lost
D-301487,CL-6837,2024-06-20,SKU-201,POS Terminal,Hardware,18,1779,32022,31975,EU,ColdCall,Agent_9,Lost
D-301488,CL-7330,2023-04-21,SKU-101,CRM Pro,Software,6,458,2748,2733,EU,Partner,Agent_9,Closed
D-301489,CL-3036,2023-03-15,SKU-102,Analytics Suite,Software,1,715,715,726,NA,ColdCall,Agent_7,Won
D-301490,CL-6399,2023-05-18,SKU-102,Analytics Suite,Software,4,329,1316,1278,APAC,ColdCall,Agent_1,Lost
D-301491,CL-2814,2023-09-08,SKU-101,CRM Pro,Software,9,597,5373,5339,APAC,ColdCall,Agent_4,Lost
D-301492,CL-7068,2023-05-29,SKU-201,POS Terminal,Hardware,8,663,5304,5262,EU,Web,Agent_4,Won
D-301493,CL-5303,2024-01-18,SKU-201,POS Terminal,Hardware,4,1604,6416,6405,NA,ColdCall,Agent_6,Won
D-301494,CL-5741,2024-01-10,SKU-201,POS Terminal,Hardware,13,735,9555,9567,EU,ColdCall,Agent_7,Closed
D-301495,CL-3960,2024-12-06,SKU-201,POS Terminal,Hardware,16,317,5072,5116,APAC,Partner,Agent_4,Closed
D-301496,CL-7767,2023-06-19,SKU-101,CRM Pro,Software,25,869,21725,21763,EU,Web,Agent_10,Lost
D-301497,CL-4937,2023-09-05,SKU-201,POS Terminal,Hardware,20,1717,34340,34360,APAC,Partner,Agent_5,Lost
D-301498,CL-6812,2024-09-03,SKU-101,CRM Pro,Software,11,1709,18799,18800,EU,Partner,Agent_11,Closed
D-301499,CL-2661,2023-09-26,SKU-102,Analytics Suite,Software,21,1793,37653,37622,EU,Partner,Agent_10,Lost
D-301500,CL-7505,2024-05-14,SKU-201,POS Terminal,Hardware,4,1604,6416,6411,NA,ColdCall,Agent_8,Won
D-301501,CL-5895,2023-02-11,SKU-102,Analytics Suite,Software,6,1656,9936,9970,APAC,Web,Agent_11,Lost
D-301502,CL-5909,2023-07-29,SKU-102,Analytics Suite,Software,19,996,18924,18885,EU,ColdCall,Agent_3,Closed
D-301503,CL-3574,2024-11-19,SKU-201,POS Terminal,Hardware,9,741,6669,6709,NA,ColdCall,Agent_8,Won
D-301504,CL-6128,2023-09-03,SKU-101,CRM Pro,Software,10,273,2730,2702,APAC,Web,Agent_4,Closed
D-301505,CL-7817,2023-05-04,SKU-101,CRM Pro,Software,16,178,2848,2848,APAC,Web,Agent_11,Lost
D-301506,CL-5483,2024-09-17,SKU-102,Analytics Suite,Software,23,698,16054,16088,NA,ColdCall,Agent_6,Lost
D-301507,CL-6091,2023-09-28,SKU-102,Analytics Suite,Software,10,531,5310,5278,NA,Web,Agent_10,Won
D-301508,CL-2907,2023-12-13,SKU-102,Analytics Suite,Software,14,754,10556,10576,APAC,Partner,Agent_1,Won
D-301509,CL-6242,2024-12-18,SKU-201,POS Terminal,Hardware,7,889,6223,6187,APAC,Partner,Agent_4,Lost
D-301510,CL-5939,2023-09-16,SKU-201,POS Terminal,Hardware,1,988,988,963,EU,Web,Agent_5,Lost
D-301511,CL-7857,2023-05-14,SKU-102,Analytics Suite,Software,9,1618,14562,14534,EU,Partner,Agent_1,Closed
D-301512,CL-5041,2023-02-25,SKU-101,CRM Pro,Software,11,405,4455,4458,NA,Web,Agent_7,Lost
D-301513,CL-2745,2024-11-09,SKU-101,CRM Pro,Software,16,541,8656,8661,APAC,ColdCall,Agent_11,Won
D-301514,CL-3268,2024-09-30,SKU-102,Analytics Suite,Software,20,221,4420,4428,EU,Web,Agent_8,Lost
D-301515,CL-7611,2024-03-17,SKU-201,POS Terminal,Hardware,13,250,3250,3239,NA,Partner,Agent_4,Closed
D-301516,CL-2020,2024-12-31,SKU-102,Analytics Suite,Software,21,1113,23373,23387,NA,ColdCall,Agent_9,Lost
D-301517,CL-3840,2024-11-17,SKU-101,CRM Pro,Software,17,1463,24871,24856,APAC,Web,Agent_1,Closed
D-301518,CL-7583,2024-06-11,SKU-102,Analytics Suite,Software,11,739,8129,8120,EU,Partner,Agent_5,Lost
D-301519,CL-6595,2024-11-15,SKU-102,Analytics Suite,Software,12,929,11148,11145,NA,Web,Agent_7,Won
D-301520,CL-7791,2024-09-17,SKU-102,Analytics Suite,Software,16,1535,24560,24572,EU,ColdCall,Agent_2,Closed
D-301521,CL-5157,2023-05-07,SKU-101,CRM Pro,Software,7,1789,12523,12512,NA,ColdCall,Agent_8,Closed
D-301522,CL-4594,2023-10-31,SKU-101,CRM Pro,Software,4,1524,6096,6049,APAC,Partner,Agent_11,Closed
D-301523,CL-3575,2023-02-20,SKU-102,Analytics Suite,Software,8,477,3816,3807,EU,ColdCall,Agent_4,Lost
D-301524,CL-7239,2023-02-05,SKU-101,CRM Pro,Software,20,982,19640,19690,APAC,Web,Agent_2,Closed
D-301525,CL-6088,2023-04-07,SKU-101,CRM Pro,Software,2,1508,3016,3034,EU,Partner,Agent_11,Closed
D-301526,CL-2901,2024-09-15,SKU-201,POS Terminal,Hardware,7,878,6146,6127,EU,ColdCall,Agent_8,Lost
D-301527,CL-6733,2023-01-30,SKU-201,POS Terminal,Hardware,1,671,671,718,EU,Partner,Agent_11,Closed
D-301528,CL-4850,2023-08-01,SKU-101,CRM Pro,Software,11,1700,18700,18729,APAC,Partner,Agent_9,Closed
D-301529,CL-2331,2024-02-09,SKU-101,CRM Pro,Software,12,112,1344,1321,APAC,Web,Agent_3,Closed
D-301530,CL-3460,2023-08-24,SKU-201,POS Terminal,Hardware,6,836,5016,4994,APAC,Web,Agent_7,Closed
D-301531,CL-3392,2023-05-03,SKU-201,POS Terminal,Hardware,1,272,272,284,NA,ColdCall,Agent_9,Lost
D-301532,CL-7203,2023-12-30,SKU-201,POS Terminal,Hardware,25,332,8300,8337,APAC,ColdCall,Agent_11,Closed
D-301533,CL-6284,2024-06-22,SKU-201,POS Terminal,Hardware,9,196,1764,1723,APAC,Partner,Agent_1,Won
D-301534,CL-2212,2024-12-28,SKU-101,CRM Pro,Software,8,1514,12112,12128,NA,ColdCall,Agent_8,Won
D-301535,CL-2484,2024-06-12,SKU-102,Analytics Suite,Software,6,1549,9294,9300,NA,Partner,Agent_10,Closed
D-301536,CL-3487,2024-11-28,SKU-101,CRM Pro,Software,21,783,16443,16414,EU,Web,Agent_5,Closed
D-301537,CL-3093,2024-10-01,SKU-201,POS Terminal,Hardware,17,1588,26996,27020,APAC,Web,Agent_10,Closed
D-301538,CL-5026,2023-02-23,SKU-201,POS Terminal,Hardware,8,387,3096,3078,APAC,ColdCall,Agent_1,Won
D-301539,CL-2643,2023-03-07,SKU-102,Analytics Suite,Software,24,1497,35928,35976,NA,ColdCall,Agent_6,Lost
D-301540,CL-3481,2024-02-09,SKU-201,POS Terminal,Hardware,17,1279,21743,21790,APAC,ColdCall,Agent_10,Closed
D-301541,CL-2842,2024-05-06,SKU-101,CRM Pro,Software,8,1692,13536,13518,APAC,Partner,Agent_8,Closed
D-301542,CL-5032,2023-03-20,SKU-102,Analytics Suite,Software,20,1028,20560,20599,NA,Partner,Agent_3,Lost
D-301543,CL-2221,2024-08-05,SKU-201,POS Terminal,Hardware,24,1447,34728,34700,NA,Web,Agent_7,Won
D-301544,CL-5604,2024-09-27,SKU-102,Analytics Suite,Software,2,569,1138,1114,NA,ColdCall,Agent_1,Won
D-301545,CL-7666,2024-01-30,SKU-102,Analytics Suite,Software,18,344,6192,6176,NA,Partner,Agent_11,Closed
D-301546,CL-7737,2024-02-02,SKU-101,CRM Pro,Software,16,1206,19296,19329,EU,Web,Agent_3,Lost
D-301547,CL-3705,2024-01-23,SKU-101,CRM Pro,Software,11,1294,14234,14219,APAC,Partner,Agent_8,Lost
D-301548,CL-5031,2023-08-09,SKU-102,Analytics Suite,Software,10,167,1670,1662,EU,Web,Agent_7,Closed
D-301549,CL-4058,2024-11-11,SKU-101,CRM Pro,Software,17,1381,23477,23525,APAC,Web,Agent_2,Won
D-301550,CL-2276,2023-01-29,SKU-101,CRM Pro,Software,9,101,909,956,EU,Web,Agent_1,Lost
D-301551,CL-2722,2023-12-03,SKU-101,CRM Pro,Software,24,886,21264,21248,NA,ColdCall,Agent_5,Lost
D-301552,CL-3305,2023-12-14,SKU-101,CRM Pro,Software,20,1749,34980,34948,NA,Web,Agent_7,Closed
D-301553,CL-6690,2024-12-31,SKU-101,CRM Pro,Software,2,628,1256,1227,APAC,Web,Agent_5,Lost
D-301554,CL-2447,2023-10-10,SKU-102,Analytics Suite,Software,16,1356,21696,21666,NA,Web,Agent_3,Closed
D-301555,CL-4470,2024-05-03,SKU-102,Analytics Suite,Software,18,1451,26118,26101,EU,Partner,Agent_9,Won
D-301556,CL-2950,2024-02-08,SKU-102,Analytics Suite,Software,4,863,3452,3410,NA,Web,Agent_1,Won
D-301557,CL-3498,2023-05-17,SKU-102,Analytics Suite,Software,19,836,15884,15888,APAC,Partner,Agent_8,Lost
D-301558,CL-4836,2023-03-23,SKU-102,Analytics Suite,Software,4,738,2952,2909,NA,Partner,Agent_8,Won
D-301559,CL-4530,2024-05-31,SKU-201,POS Terminal,Hardware,9,1491,13419,13393,EU,Web,Agent_4,Closed
D-301560,CL-5290,2024-06-20,SKU-102,Analytics Suite,Software,13,822,10686,10708,EU,Partner,Agent_1,Lost
D-301561,CL-2251,2024-04-20,SKU-201,POS Terminal,Hardware,6,884,5304,5336,EU,Partner,Agent_1,Lost
D-301562,CL-2472,2023-10-11,SKU-201,POS Terminal,Hardware,9,1569,14121,14081,APAC,ColdCall,Agent_6,Closed
D-301563,CL-6792,2024-05-02,SKU-101,CRM Pro,Software,17,346,5882,5885,APAC,Partner,Agent_3,Won
D-301564,CL-7251,2023-05-09,SKU-201,POS Terminal,Hardware,13,1037,13481,13451,APAC,ColdCall,Agent_8,Lost
D-301565,CL-2428,2023-08-02,SKU-201,POS Terminal,Hardware,25,1178,29450,29424,NA,Web,Agent_2,Lost
D-301566,CL-4931,2024-05-18,SKU-102,Analytics Suite,Software,7,404,2828,2827,NA,ColdCall,Agent_8,Closed
D-301567,CL-6668,2024-08-02,SKU-102,Analytics Suite,Software,1,1474,1474,1523,APAC,Web,Agent_3,Closed
D-301568,CL-4738,2024-05-15,SKU-102,Analytics Suite,Software,8,1191,9528,9491,EU,Web,Agent_10,Won
D-301569,CL-5532,2024-09-16,SKU-201,POS Terminal,Hardware,21,229,4809,4813,EU,Web,Agent_7,Lost
D-301570,CL-5061,2023-08-08,SKU-102,Analytics Suite,Software,18,389,7002,6985,NA,ColdCall,Agent_10,Closed
D-301571,CL-3251,2024-03-29,SKU-101,CRM Pro,Software,18,230,4140,4133,NA,ColdCall,Agent_2,Won
D-301572,CL-6291,2024-04-29,SKU-101,CRM Pro,Software,21,542,11382,11417,APAC,Web,Agent_10,Won
D-301573,CL-2044,2024-06-27,SKU-101,CRM Pro,Software,10,615,6150,6191,NA,Web,Agent_11,Closed
D-301574,CL-6118,2023-08-04,SKU-201,POS Terminal,Hardware,8,1213,9704,9715,APAC,Web,Agent_3,Closed
D-301575,CL-2294,2024-10-19,SKU-101,CRM Pro,Software,22,203,4466,4495,APAC,ColdCall,Agent_6,Lost
D-301576,CL-5365,2023-01-05,SKU-101,CRM Pro,Software,19,1685,32015,31988,EU,Web,Agent_10,Lost
D-301577,CL-3063,2024-04-30,SKU-201,POS Terminal,Hardware,17,1294,21998,22039,NA,ColdCall,Agent_11,Lost
D-301578,CL-3031,2023-04-26,SKU-101,CRM Pro,Software,11,1662,18282,18247,NA,ColdCall,Agent_1,Closed
D-301579,CL-5710,2023-12-31,SKU-102,Analytics Suite,Software,2,911,1822,1829,EU,Web,Agent_6,Closed
D-301580,CL-3325,2024-03-11,SKU-102,Analytics Suite,Software,20,480,9600,9616,EU,Web,Agent_9,Closed
D-301581,CL-3237,2023-05-09,SKU-201,POS Terminal,Hardware,21,1592,33432,33461,EU,Web,Agent_9,Closed
D-301582,CL-6390,2024-07-03,SKU-102,Analytics Suite,Software,17,170,2890,2903,APAC,ColdCall,Agent_7,Lost
D-301583,CL-2103,2024-07-02,SKU-101,CRM Pro,Software,15,754,11310,11293,EU,Web,Agent_3,Closed
D-301584,CL-6260,2023-11-09,SKU-101,CRM Pro,Software,14,1729,24206,24212,APAC,ColdCall,Agent_3,Closed
D-301585,CL-6043,2023-06-28,SKU-101,CRM Pro,Software,15,389,5835,5836,EU,Web,Agent_2,Won
D-301586,CL-2572,2023-01-13,SKU-101,CRM Pro,Software,20,360,7200,7233,EU,ColdCall,Agent_3,Closed
D-301587,CL-6741,2024-12-06,SKU-102,Analytics Suite,Software,10,540,5400,5400,NA,Web,Agent_6,Closed
D-301588,CL-3694,2024-08-18,SKU-201,POS Terminal,Hardware,17,426,7242,7258,EU,ColdCall,Agent_5,Lost
D-301589,CL-4206,2024-09-23,SKU-201,POS Terminal,Hardware,18,1590,28620,28654,NA,Web,Agent_8,Lost
D-301590,CL-5081,2024-11-02,SKU-201,POS Terminal,Hardware,16,1232,19712,19750,NA,Web,Agent_6,Lost
D-301591,CL-5855,2023-12-13,SKU-201,POS Terminal,Hardware,21,1781,37401,37377,APAC,ColdCall,Agent_10,Won
D-301592,CL-4945,2024-04-12,SKU-102,Analytics Suite,Software,8,1614,12912,12913,EU,Partner,Agent_9,Won
D-301593,CL-4001,2023-02-19,SKU-101,CRM Pro,Software,25,1317,32925,32948,EU,Partner,Agent_7,Lost
D-301594,CL-6158,2023-07-30,SKU-101,CRM Pro,Software,10,1750,17500,17519,NA,Partner,Agent_1,Closed
D-301595,CL-6546,2023-04-05,SKU-102,Analytics Suite,Software,17,1781,30277,30302,NA,Partner,Agent_3,Won
D-301596,CL-3755,2023-06-05,SKU-102,Analytics Suite,Software,15,993,14895,14897,EU,Web,Agent_11,Lost
D-301597,CL-5952,2024-11-10,SKU-101,CRM Pro,Software,9,1453,13077,13087,NA,Web,Agent_11,Lost
D-301598,CL-5300,2023-10-18,SKU-101,CRM Pro,Software,24,297,7128,7090,NA,Web,Agent_3,Lost
D-301599,CL-2417,2024-04-21,SKU-201,POS Terminal,Hardware,21,843,17703,17680,EU,ColdCall,Agent_9,Closed
D-301600,CL-4207,2023-01-29,SKU-201,POS Terminal,Hardware,5,1191,5955,5980,NA,Web,Agent_1,Won
D-301601,CL-5431,2023-08-27,SKU-101,CRM Pro,Software,25,1285,32125,32090,APAC,ColdCall,Agent_8,Closed
D-301602,CL-6527,2024-05-11,SKU-101,CRM Pro,Software,6,178,1068,1069,APAC,ColdCall,Agent_4,Closed
D-301603,CL-5100,2024-04-22,SKU-101,CRM Pro,Software,2,1195,2390,2345,APAC,Web,Agent_3,Lost
D-301604,CL-2368,2024-05-14,SKU-102,Analytics Suite,Software,12,768,9216,9232,NA,ColdCall,Agent_11,Won
D-301605,CL-2322,2023-03-05,SKU-101,CRM Pro,Software,7,1698,11886,11917,APAC,ColdCall,Agent_5,Lost
D-301606,CL-2236,2024-07-22,SKU-201,POS Terminal,Hardware,10,657,6570,6599,NA,Partner,Agent_5,Won
D-301607,CL-3013,2024-05-26,SKU-201,POS Terminal,Hardware,5,1389,6945,6995,EU,Partner,Agent_11,Closed
D-301608,CL-5360,2023-02-16,SKU-102,Analytics Suite,Software,4,1590,6360,6316,EU,Partner,Agent_9,Lost
D-301609,CL-4634,2024-09-19,SKU-101,CRM Pro,Software,15,492,7380,7416,EU,ColdCall,Agent_1,Lost
D-301610,CL-2364,2024-09-19,SKU-102,Analytics Suite,Software,5,833,4165,4213,APAC,Partner,Agent_6,Won
D-301611,CL-2747,2023-06-29,SKU-101,CRM Pro,Software,22,505,11110,11135,EU,Web,Agent_6,Won
D-301612,CL-6861,2023-09-19,SKU-101,CRM Pro,Software,1,1245,1245,1226,APAC,Web,Agent_6,Won
D-301613,CL-3931,2024-01-02,SKU-201,POS Terminal,Hardware,15,1002,15030,14988,APAC,ColdCall,Agent_2,Won
D-301614,CL-4009,2024-11-02,SKU-201,POS Terminal,Hardware,5,998,4990,4940,NA,ColdCall,Agent_1,Lost
D-301615,CL-3318,2024-07-11,SKU-101,CRM Pro,Software,15,1257,18855,18874,EU,Web,Agent_2,Won
D-301616,CL-7004,2023-08-23,SKU-102,Analytics Suite,Software,9,198,1782,1814,NA,ColdCall,Agent_10,Closed
D-301617,CL-4299,2023-08-06,SKU-102,Analytics Suite,Software,25,1501,37525,37575,NA,Web,Agent_5,Won
D-301618,CL-3217,2024-04-03,SKU-101,CRM Pro,Software,4,1207,4828,4874,APAC,Partner,Agent_3,Won
D-301619,CL-7653,2024-06-25,SKU-102,Analytics Suite,Software,15,743,11145,11192,EU,ColdCall,Agent_2,Closed
D-301620,CL-2422,2023-02-23,SKU-101,CRM Pro,Software,6,467,2802,2831,EU,Web,Agent_11,Won
D-301621,CL-5187,2024-10-05,SKU-102,Analytics Suite,Software,7,717,5019,5049,EU,ColdCall,Agent_11,Closed
D-301622,CL-5343,2024-12-07,SKU-101,CRM Pro,Software,11,1379,15169,15144,EU,Partner,Agent_6,Closed
D-301623,CL-4756,2024-10-26,SKU-201,POS Terminal,Hardware,11,1424,15664,15703,APAC,ColdCall,Agent_10,Won
D-301624,CL-3466,2024-05-01,SKU-102,Analytics Suite,Software,17,1045,17765,17736,EU,ColdCall,Agent_10,Closed
D-301625,CL-4445,2023-12-12,SKU-101,CRM Pro,Software,18,1647,29646,29681,EU,ColdCall,Agent_3,Lost
D-301626,CL-7265,2023-06-13,SKU-201,POS Terminal,Hardware,11,1416,15576,15602,EU,Partner,Agent_7,Won
D-301627,CL-2992,2023-07-13,SKU-101,CRM Pro,Software,25,1063,26575,26605,NA,ColdCall,Agent_10,Lost
D-301628,CL-2324,2023-10-30,SKU-101,CRM Pro,Software,21,926,19446,19445,EU,Web,Agent_4,Lost
D-301629,CL-4369,2023-08-11,SKU-101,CRM Pro,Software,16,819,13104,13140,NA,ColdCall,Agent_7,Won
D-301630,CL-6023,2023-10-11,SKU-101,CRM Pro,Software,5,1605,8025,8014,EU,ColdCall,Agent_6,Lost
D-301631,CL-2664,2024-03-19,SKU-101,CRM Pro,Software,24,919,22056,22032,NA,ColdCall,Agent_5,Lost
D-301632,CL-4724,2023-07-18,SKU-101,CRM Pro,Software,17,518,8806,8795,APAC,Partner,Agent_4,Lost
D-301633,CL-6710,2023-05-15,SKU-201,POS Terminal,Hardware,21,1427,29967,29991,EU,Web,Agent_4,Won
D-301634,CL-6543,2023-01-17,SKU-102,Analytics Suite,Software,3,329,987,953,EU,ColdCall,Agent_7,Lost
D-301635,CL-2614,2024-11-04,SKU-201,POS Terminal,Hardware,12,1230,14760,14798,APAC,ColdCall,Agent_5,Lost
D-301636,CL-4229,2024-03-10,SKU-102,Analytics Suite,Software,18,959,17262,17229,EU,ColdCall,Agent_3,Closed
D-301637,CL-7778,2024-12-15,SKU-201,POS Terminal,Hardware,16,1196,19136,19143,APAC,Web,Agent_2,Lost
D-301638,CL-4913,2023-03-08,SKU-102,Analytics Suite,Software,17,524,8908,8928,EU,ColdCall,Agent_8,Won
D-301639,CL-5001,2023-01-16,SKU-201,POS Terminal,Hardware,3,771,2313,2278,APAC,ColdCall,Agent_11,Closed
D-301640,CL-5961,2023-05-09,SKU-201,POS Terminal,Hardware,8,902,7216,7185,APAC,ColdCall,Agent_1,Closed
D-301641,CL-7135,2023-03-07,SKU-101,CRM Pro,Software,24,1568,37632,37607,NA,Web,Agent_2,Won
D-301642,CL-3528,2023-07-04,SKU-201,POS Terminal,Hardware,10,1264,12640,12660,NA,Partner,Agent_5,Lost
D-301643,CL-5303,2024-10-20,SKU-101,CRM Pro,Software,6,317,1902,1893,APAC,Web,Agent_1,Closed
D-301644,CL-5219,2024-06-05,SKU-102,Analytics Suite,Software,25,1728,43200,43223,EU,Web,Agent_8,Lost
D-301645,CL-2540,2023-07-26,SKU-101,CRM Pro,Software,9,1075,9675,9636,APAC,Web,Agent_3,Won
D-301646,CL-5255,2024-02-20,SKU-101,CRM Pro,Software,3,1012,3036,3004,EU,Web,Agent_8,Closed
D-301647,CL-5627,2023-08-13,SKU-102,Analytics Suite,Software,5,1485,7425,7428,APAC,Web,Agent_10,Lost
D-301648,CL-4851,2023-07-22,SKU-102,Analytics Suite,Software,18,762,13716,13686,APAC,Web,Agent_6,Lost
D-301649,CL-7334,2023-07-04,SKU-102,Analytics Suite,Software,25,1339,33475,33481,APAC,Partner,Agent_1,Won
D-301650,CL-7647,2023-05-07,SKU-101,CRM Pro,Software,24,924,22176,22126,EU,Web,Agent_5,Won
D-301651,CL-3644,2024-01-20,SKU-102,Analytics Suite,Software,22,256,5632,5612,EU,Web,Agent_9,Won
D-301652,CL-6337,2023-07-24,SKU-102,Analytics Suite,Software,8,749,5992,6042,APAC,Web,Agent_9,Won
D-301653,CL-6331,2023-10-20,SKU-201,POS Terminal,Hardware,19,295,5605,5606,APAC,Partner,Agent_6,Won
D-301654,CL-5510,2024-12-13,SKU-102,Analytics Suite,Software,19,1576,29944,29930,EU,Partner,Agent_3,Won
D-301655,CL-6652,2024-12-07,SKU-201,POS Terminal,Hardware,11,341,3751,3718,EU,Partner,Agent_3,Closed
D-301656,CL-6861,2024-03-07,SKU-101,CRM Pro,Software,23,174,4002,3993,NA,Web,Agent_1,Lost
D-301657,CL-6546,2024-09-20,SKU-201,POS Terminal,Hardware,18,1347,24246,24260,NA,Web,Agent_8,Won
D-301658,CL-7675,2023-06-05,SKU-101,CRM Pro,Software,17,780,13260,13306,APAC,Partner,Agent_9,Won
D-301659,CL-6971,2023-05-24,SKU-201,POS Terminal,Hardware,1,1069,1069,1094,APAC,ColdCall,Agent_7,Closed
D-301660,CL-4049,2023-03-07,SKU-102,Analytics Suite,Software,6,305,1830,1812,APAC,Web,Agent_11,Closed
D-301661,CL-3655,2023-05-24,SKU-201,POS Terminal,Hardware,24,1444,34656,34691,NA,Partner,Agent_2,Closed
D-301662,CL-7017,2023-05-28,SKU-101,CRM Pro,Software,8,1593,12744,12718,APAC,ColdCall,Agent_10,Lost
D-301663,CL-2916,2023-06-22,SKU-101,CRM Pro,Software,5,1285,6425,6388,EU,Partner,Agent_6,Won
D-301664,CL-4976,2024-08-13,SKU-102,Analytics Suite,Software,8,895,7160,7202,NA,ColdCall,Agent_4,Closed
D-301665,CL-6895,2024-07-16,SKU-102,Analytics Suite,Software,13,1737,22581,22536,NA,Web,Agent_10,Won
D-301666,CL-5012,2024-10-28,SKU-101,CRM Pro,Software,15,1100,16500,16480,NA,ColdCall,Agent_3,Won
D-301667,CL-5153,2023-03-07,SKU-101,CRM Pro,Software,25,910,22750,22799,NA,ColdCall,Agent_2,Lost
D-301668,CL-6403,2024-01-11,SKU-101,CRM Pro,Software,21,105,2205,2236,APAC,ColdCall,Agent_7,Closed
D-301669,CL-2538,2023-09-10,SKU-101,CRM Pro,Software,13,1093,14209,14257,APAC,Web,Agent_5,Won
D-301670,CL-4647,2023-01-08,SKU-201,POS Terminal,Hardware,7,1557,10899,10889,NA,ColdCall,Agent_3,Won
D-301671,CL-7758,2024-06-29,SKU-101,CRM Pro,Software,24,1401,33624,33613,NA,Web,Agent_1,Lost
D-301672,CL-5967,2023-03-15,SKU-101,CRM Pro,Software,13,517,6721,6752,NA,ColdCall,Agent_2,Lost
D-301673,CL-7946,2023-07-05,SKU-201,POS Terminal,Hardware,13,1296,16848,16871,APAC,ColdCall,Agent_10,Closed
D-301674,CL-4722,2024-08-04,SKU-102,Analytics Suite,Software,6,506,3036,2999,NA,Web,Agent_2,Won
D-301675,CL-6774,2024-05-16,SKU-201,POS Terminal,Hardware,19,1407,26733,26774,NA,Web,Agent_6,Lost
D-301676,CL-4007,2024-06-16,SKU-201,POS Terminal,Hardware,24,1262,30288,30303,APAC,ColdCall,Agent_11,Lost
D-301677,CL-2092,2024-10-29,SKU-102,Analytics Suite,Software,2,1625,3250,3224,EU,ColdCall,Agent_4,Lost
D-301678,CL-4884,2024-12-16,SKU-102,Analytics Suite,Software,25,120,3000,2975,EU,ColdCall,Agent_11,Closed
D-301679,CL-5746,2023-01-14,SKU-201,POS Terminal,Hardware,25,866,21650,21618,NA,Partner,Agent_2,Closed
