order_id,order_date,customer_id,product_id,product_name,category,units,revenue,region,salesperson,stage
O-701405,2023-07-25,C-4933,102,Analytics Suite,Software,2,1030,Asia,Salesperson_4,Won
O-701406,2024-10-29,C-1226,201,POS Terminal,Hardware,15,-8625,North America,Salesperson_5,Won
O-701407,2024-07-07,C-5772,101,CRM Pro,Software,7,8799,Europe,Salesperson_8,Won
O-701408,2024-05-20,C-3059,102,Analytics Suite,Software,8,0,Asia,Salesperson_9,Won
O-701409,2023-09-21,C-1854,101,CRM Pro,Software,12,8460,North America,Salesperson_11,Won
O-701410,2024-05-02,C-2510,103,Sales Booster,Software,14,8890,Asia,Salesperson_8,Won
O-701411,2024-01-10,C-2549,201,POS Terminal,Hardware,10,13020,North America,Salesperson_9,Won
O-701412,2023-04-09,C-5928,201,POS Terminal,Hardware,2,1994,Asia,Salesperson_11,Won
O-701413,2023-01-03,C-1577,201,POS Terminal,Hardware,2,452,Asia,Salesperson_11,Won
O-701414,2024-12-12,C-4606,103,Sales Booster,Software,4,-976,Europe,Salesperson_9,Won
O-701415,2023-09-08,C-3496,101,CRM Pro,Software,9,4653,Europe,Salesperson_5,Won
O-701416,2023-02-17,C-4037,102,Analytics Suite,Software,13,2808,Europe,Salesperson_7,Won
O-701417,2024-09-22,C-2257,201,POS Terminal,Hardware,5,235550,Asia,Salesperson_8,Won
O-701418,2023-01-20,C-2600,201,POS Terminal,Hardware,6,2928,North America,Salesperson_2,Won
O-701419,2023-08-02,C-2220,201,POS Terminal,Hardware,11,4906,Europe,Salesperson_1,Won
O-701420,2023-12-20,C-4887,102,Analytics Suite,Software,12,9456,Europe,Salesperson_4,Won
O-701421,2024-11-08,C-3127,201,POS Terminal,Hardware,12,17688,Asia,Salesperson_8,Won
O-701422,2024-08-23,C-5447,103,Sales Booster,Software,6,5082,North America,Salesperson_9,Won
O-701423,2023-11-27,C-5456,103,Sales Booster,Software,4,5320,Europe,Salesperson_11,Won
O-701424,2024-09-15,C-5700,101,CRM Pro,Software,11,14234,North America,Salesperson_11,Won
O-701425,2024-01-24,C-5219,103,Sales Booster,Software,9,4527,Europe,Salesperson_4,Won
O-701426,2024-11-22,C-1961,201,POS Terminal,Hardware,3,2916,Asia,Salesperson_10,Won
O-701427,2023-01-05,C-1863,103,Sales Booster,Software,13,6708,North America,Salesperson_11,Won
O-701428,2024-01-30,C-1396,201,POS Terminal,Hardware,1,1285,North America,Salesperson_3,Won
O-701429,2024-05-15,C-5834,103,Sales Booster,Software,5,0,Asia,Salesperson_10,Won
O-701430,2023-08-28,C-4006,101,CRM Pro,Software,9,10593,Asia,Salesperson_5,Won
O-701431,2024-12-19,C-2229,102,Analytics Suite,Software,14,16016,Asia,Salesperson_3,Won
O-701432,2023-04-06,C-3215,101,CRM Pro,Software,2,988,Europe,Salesperson_8,Won
O-701433,2024-06-07,C-1329,101,CRM Pro,Software,7,8008,North America,Salesperson_5,Won
O-701434,2024-12-31,C-2993,201,POS Terminal,Hardware,1,-455,Asia,Salesperson_2,Won
O-701435,2024-01-15,C-3048,102,Analytics Suite,Software,8,10208,North America,Salesperson_6,Won
O-701436,2024-09-22,C-2932,101,CRM Pro,Software,4,3244,North America,Salesperson_9,Won
O-701437,2024-02-22,C-5215,102,Analytics Suite,Software,12,8388,North America,Salesperson_9,Won
O-701438,2024-08-11,C-1162,102,Analytics Suite,Software,5,2180,Asia,Salesperson_10,Won
O-701439,2024-07-05,C-2593,103,Sales Booster,Software,4,5396,Europe,Salesperson_4,Won
O-701440,2024-03-06,C-1033,101,CRM Pro,Software,14,10542,North America,Salesperson_9,Won
O-701441,2023-04-05,C-4134,101,CRM Pro,Software,7,9422,Europe,Salesperson_2,Won
O-701442,2024-09-29,C-2999,103,Sales Booster,Software,3,4482,Europe,Salesperson_6,Won
O-701443,2024-05-04,C-3519,102,Analytics Suite,Software,4,5952,Europe,Salesperson_10,Won
O-701444,2024-11-07,C-2836,102,Analytics Suite,Software,9,7902,North America,Salesperson_2,Won
O-701445,2023-06-28,C-1043,103,Sales Booster,Software,11,16467,North America,Salesperson_1,Won
O-701446,2023-08-31,C-2716,201,POS Terminal,Hardware,5,7255,North America,Salesperson_1,Won
O-701447,2023-09-05,C-4290,101,CRM Pro,Software,8,4432,North America,Salesperson_1,Won
O-701448,2023-01-22,C-4662,201,POS Terminal,Hardware,9,-7389,Asia,Salesperson_11,Won
O-701449,2023-01-31,C-4637,101,CRM Pro,Software,13,6877,North America,Salesperson_3,Won
O-701450,2024-04-03,C-3980,201,POS Terminal,Hardware,6,0,North America,Salesperson_8,Won
O-701451,2024-12-10,C-2477,201,POS Terminal,Hardware,5,3835,North America,Salesperson_11,Won
O-701452,2024-06-26,C-5240,201,POS Terminal,Hardware,11,350636,Asia,Salesperson_8,Won
O-701453,2024-11-07,C-3056,101,CRM Pro,Software,1,280,Asia,Salesperson_3,Won
O-701454,2024-09-14,C-2369,101,CRM Pro,Software,12,4368,North America,Salesperson_5,Won
O-701455,2023-12-25,C-2570,102,Analytics Suite,Software,8,6944,North America,Salesperson_10,Won
O-701456,2024-09-17,C-4766,102,Analytics Suite,Software,12,12984,Europe,Salesperson_9,Won
O-701457,2024-10-29,C-3575,103,Sales Booster,Software,13,17719,Asia,Salesperson_10,Won
O-701458,2023-03-28,C-3698,102,Analytics Suite,Software,14,20426,North America,Salesperson_3,Won
O-701459,2023-11-02,C-4905,103,Sales Booster,Software,13,16601,Asia,Salesperson_4,Won
O-701460,2024-02-12,C-5927,201,POS Terminal,Hardware,14,11018,Europe,Salesperson_4,Won
O-701461,2023-06-09,C-4374,101,CRM Pro,Software,14,16954,Europe,Salesperson_2,Won
O-701462,2023-09-06,C-2494,102,Analytics Suite,Software,9,11781,North America,Salesperson_1,Won
O-701463,2024-01-24,C-2105,201,POS Terminal,Hardware,15,11460,Asia,Salesperson_5,Won
O-701464,2024-06-22,C-2246,103,Sales Booster,Software,1,1009,North America,Salesperson_6,Won
O-701465,2024-01-25,C-3547,102,Analytics Suite,Software,4,4140,North America,Salesperson_2,Won
O-701466,2024-06-27,C-4885,201,POS Terminal,Hardware,7,4648,Europe,Salesperson_11,Won
O-701467,2024-12-15,C-1509,201,POS Terminal,Hardware,4,5668,Asia,Salesperson_2,Won
O-701468,2024-04-05,C-3246,201,POS Terminal,Hardware,9,4140,Asia,Salesperson_8,Won
O-701469,2023-03-11,C-1294,201,POS Terminal,Hardware,12,679140,Asia,Salesperson_11,Won
O-701470,2023-06-25,C-2307,101,CRM Pro,Software,8,-2528,Asia,Salesperson_2,Won
O-701471,2023-09-04,C-3053,103,Sales Booster,Software,3,1923,Europe,Salesperson_2,Won
O-701472,2024-09-29,C-1882,103,Sales Booster,Software,1,320,Europe,Salesperson_10,Won
O-701473,2023-05-06,C-3264,102,Analytics Suite,Software,14,9226,Europe,Salesperson_7,Won
O-701474,2024-11-25,C-3090,102,Analytics Suite,Software,14,3920,North America,Salesperson_8,Won
O-701475,2023-06-18,C-1225,201,POS Terminal,Hardware,15,11715,Asia,Salesperson_3,Won
O-701476,2024-01-30,C-5956,201,POS Terminal,Hardware,4,2300,North America,Salesperson_2,Won
O-701477,2024-01-21,C-2412,201,POS Terminal,Hardware,4,1892,Asia,Salesperson_7,Won
O-701478,2023-05-29,C-3522,103,Sales Booster,Software,1,846,Europe,Salesperson_8,Won
O-701479,2023-06-15,C-4186,103,Sales Booster,Software,12,13872,Asia,Salesperson_5,Won
O-701480,2024-06-06,C-4513,102,Analytics Suite,Software,14,7182,Europe,Salesperson_5,Won
O-701481,2023-03-02,C-5144,201,POS Terminal,Hardware,1,1070,Europe,Salesperson_7,Won
O-701482,2023-10-07,C-5397,102,Analytics Suite,Software,10,12720,North America,Salesperson_6,Won
O-701483,2023-10-15,C-5115,103,Sales Booster,Software,10,14240,Asia,Salesperson_2,Won
O-701484,2024-06-14,C-2778,103,Sales Booster,Software,11,11979,Europe,Salesperson_2,Won
O-701485,2023-01-14,C-3611,102,Analytics Suite,Software,9,3006,Europe,Salesperson_9,Won
O-701486,2024-11-24,C-5999,103,Sales Booster,Software,10,2190,Asia,Salesperson_6,Won
O-701487,2024-03-24,C-5522,101,CRM Pro,Software,9,6633,Europe,Salesperson_9,Won
O-701488,2024-09-11,C-2976,201,POS Terminal,Hardware,14,17766,Asia,Salesperson_5,Won
O-701489,2023-10-15,C-3306,101,CRM Pro,Software,13,13338,North America,Salesperson_9,Won
O-701490,2023-10-05,C-2605,103,Sales Booster,Software,7,6958,Europe,Salesperson_4,Won
O-701491,2024-01-27,C-5819,102,Analytics Suite,Software,14,1170512,North America,Salesperson_2,Won
O-701492,2023-01-31,C-3329,102,Analytics Suite,Software,5,4975,North America,Salesperson_10,Won
O-701493,2023-10-18,C-2091,101,CRM Pro,Software,8,7352,Asia,Salesperson_4,Won
O-701494,2024-01-14,C-1822,201,POS Terminal,Hardware,3,4233,Europe,Salesperson_6,Won
O-701495,2023-05-20,C-4348,103,Sales Booster,Software,14,3724,Europe,Salesperson_2,Won
O-701496,2024-04-26,C-4044,201,POS Terminal,Hardware,4,912,North America,Salesperson_10,Won
O-701497,2023-05-19,C-4426,201,POS Terminal,Hardware,3,4095,North America,Salesperson_10,Won
O-701498,2023-01-18,C-1314,101,CRM Pro,Software,2,2990,Europe,Salesperson_1,Won
O-701499,2024-11-27,C-4443,103,Sales Booster,Software,4,4440,Asia,Salesperson_2,Won
O-701500,2023-03-16,C-3158,201,POS Terminal,Hardware,4,1732,Asia,Salesperson_9,Won
O-701501,2023-04-27,C-4514,102,Analytics Suite,Software,7,6846,Europe,Salesperson_6,Won
O-701502,2024-12-20,C-3746,103,Sales Booster,Software,12,8856,Asia,Salesperson_6,Won
O-701503,2024-04-29,C-3611,102,Analytics Suite,Software,5,6605,North America,Salesperson_3,Won
O-701504,2024-09-07,C-4072,201,POS Terminal,Hardware,6,360264,Europe,Salesperson_9,Won
O-701505,2024-12-25,C-5914,102,Analytics Suite,Software,1,657,North America,Salesperson_9,Won
O-701506,2023-12-18,C-4369,101,CRM Pro,Software,3,35256,North America,Salesperson_3,Won
O-701507,2023-03-03,C-5336,101,CRM Pro,Software,4,2536,North America,Salesperson_1,Won
O-701508,2024-04-24,C-5778,103,Sales Booster,Software,14,13930,Asia,Salesperson_11,Won
O-701509,2023-07-06,C-5748,101,CRM Pro,Software,9,12276,Asia,Salesperson_11,Won
O-701510,2023-11-17,C-2437,201,POS Terminal,Hardware,7,6951,Europe,Salesperson_9,Won
O-701511,2023-12-10,C-1617,103,Sales Booster,Software,8,10128,North America,Salesperson_5,Won
O-701512,2024-04-18,C-4009,101,CRM Pro,Software,6,3072,North America,Salesperson_2,Won
O-701513,2023-12-18,C-4208,101,CRM Pro,Software,10,7750,North America,Salesperson_4,Won
O-701514,2023-11-08,C-4212,201,POS Terminal,Hardware,3,-3174,Asia,Salesperson_2,Won
O-701515,2024-09-19,C-2234,102,Analytics Suite,Software,9,8352,Asia,Salesperson_4,Won
O-701516,2024-06-07,C-5136,101,CRM Pro,Software,4,3628,Europe,Salesperson_8,Won
O-701517,2023-03-19,C-3501,201,POS Terminal,Hardware,1,0,North America,Salesperson_5,Won
O-701518,2023-07-17,C-5042,102,Analytics Suite,Software,7,8568,North America,Salesperson_7,Won
O-701519,2024-06-07,C-5726,102,Analytics Suite,Software,1,1146,Europe,Salesperson_8,Won
O-701520,2024-06-25,C-2149,201,POS Terminal,Hardware,3,0,Asia,Salesperson_11,Won
O-701521,2024-06-04,C-4863,201,POS Terminal,Hardware,9,13185,Asia,Salesperson_4,Won
O-701522,2024-04-05,C-1333,201,POS Terminal,Hardware,9,10521,Asia,Salesperson_8,Won
O-701523,2023-03-14,C-3804,102,Analytics Suite,Software,11,10505,North America,Salesperson_10,Won
O-701524,2024-03-31,C-5716,103,Sales Booster,Software,10,2920,Europe,Salesperson_9,Won
O-701525,2023-03-06,C-2919,201,POS Terminal,Hardware,2,1914,North America,Salesperson_5,Won
O-701526,2023-11-19,C-4714,201,POS Terminal,Hardware,9,-9576,North America,Salesperson_7,Won
O-701527,2023-05-15,C-5025,101,CRM Pro,Software,8,10648,Europe,Salesperson_2,Won
O-701528,2023-12-16,C-5241,102,Analytics Suite,Software,7,8568,North America,Salesperson_8,Won
O-701529,2023-09-17,C-4788,101,CRM Pro,Software,7,1701,Europe,Salesperson_4,Won
O-701530,2024-04-02,C-3168,101,CRM Pro,Software,2,832,Europe,Salesperson_9,Won
O-701531,2023-08-12,C-4296,201,POS Terminal,Hardware,10,9380,Europe,Salesperson_4,Won
O-701532,2024-01-29,C-3288,102,Analytics Suite,Software,14,9464,Europe,Salesperson_3,Won
O-701533,2023-11-26,C-1173,101,CRM Pro,Software,10,13810,Asia,Salesperson_4,Won
O-701534,2023-12-25,C-4055,102,Analytics Suite,Software,3,2970,Europe,Salesperson_3,Won
O-701535,2023-04-04,C-4256,101,CRM Pro,Software,14,5460,Europe,Salesperson_5,Won
O-701536,2024-04-04,C-3518,201,POS Terminal,Hardware,5,2335,Asia,Salesperson_7,Won
O-701537,2023-04-08,C-2458,102,Analytics Suite,Software,6,5592,Europe,Salesperson_4,Won
O-701538,2024-12-29,C-5632,103,Sales Booster,Software,14,13944,Asia,Salesperson_9,Won
O-701539,2024-06-18,C-5711,103,Sales Booster,Software,5,45900,North America,Salesperson_1,Won
O-701540,2023-12-29,C-2551,201,POS Terminal,Hardware,12,7548,Asia,Salesperson_1,Won
O-701541,2024-07-17,C-5648,103,Sales Booster,Software,6,2904,North America,Salesperson_8,Won
O-701542,2023-04-13,C-4331,101,CRM Pro,Software,12,9192,North America,Salesperson_4,Won
O-701543,2024-04-08,C-5584,102,Analytics Suite,Software,3,3519,North America,Salesperson_3,Won
O-701544,2023-01-22,C-1449,103,Sales Booster,Software,1,1343,Europe,Salesperson_8,Won
O-701545,2023-04-23,C-1536,102,Analytics Suite,Software,12,-3144,Europe,Salesperson_4,Won
O-701546,2023-05-20,C-2409,101,CRM Pro,Software,7,4837,Asia,Salesperson_2,Won
O-701547,2023-10-14,C-4831,201,POS Terminal,Hardware,2,1130,Asia,Salesperson_5,Won
O-701548,2024-07-28,C-2584,102,Analytics Suite,Software,13,17355,North America,Salesperson_6,Won
O-701549,2024-05-10,C-1597,101,CRM Pro,Software,15,7110,Europe,Salesperson_3,Won
O-701550,2024-07-27,C-1460,102,Analytics Suite,Software,5,1100,North America,Salesperson_1,Won
O-701551,2024-10-27,C-1381,201,POS Terminal,Hardware,13,-13052,Europe,Salesperson_2,Won
O-701552,2024-05-24,C-4496,103,Sales Booster,Software,3,1566,Asia,Salesperson_6,Won
O-701553,2024-09-07,C-4479,102,Analytics Suite,Software,5,0,North America,Salesperson_5,Won
O-701554,2023-11-08,C-1398,103,Sales Booster,Software,9,5292,Asia,Salesperson_7,Won
O-701555,2024-10-05,C-5559,101,CRM Pro,Software,1,600,North America,Salesperson_7,Won
O-701556,2024-09-26,C-1004,201,POS Terminal,Hardware,4,924,Asia,Salesperson_5,Won
O-701557,2023-07-18,C-1833,201,POS Terminal,Hardware,5,7225,Europe,Salesperson_1,Won
O-701558,2023-10-10,C-5286,103,Sales Booster,Software,9,10458,Europe,Salesperson_6,Won
O-701559,2023-11-18,C-4460,103,Sales Booster,Software,8,6680,Asia,Salesperson_2,Won
O-701560,2024-06-25,C-2853,102,Analytics Suite,Software,11,15279,Europe,Salesperson_4,Won
O-701561,2024-05-18,C-3172,201,POS Terminal,Hardware,1,777,Asia,Salesperson_10,Won
O-701562,2024-04-19,C-2048,103,Sales Booster,Software,13,7189,Europe,Salesperson_5,Won
O-701563,2023-01-27,C-5905,102,Analytics Suite,Software,10,14610,Europe,Salesperson_7,Won
O-701564,2023-02-16,C-3879,102,Analytics Suite,Software,1,1379,Asia,Salesperson_4,Won
O-701565,2023-10-24,C-5767,201,POS Terminal,Hardware,5,1910,Asia,Salesperson_1,Won
O-701566,2024-01-14,C-4196,102,Analytics Suite,Software,2,1756,Asia,Salesperson_1,Won
O-701567,2024-04-27,C-5991,101,CRM Pro,Software,2,-1362,Europe,Salesperson_6,Won
O-701568,2024-10-14,C-1041,201,POS Terminal,Hardware,12,2796,Asia,Salesperson_6,Won
O-701569,2024-04-13,C-1878,103,Sales Booster,Software,1,1226,Europe,Salesperson_9,Won
O-701570,2024-08-29,C-4552,201,POS Terminal,Hardware,5,5320,North America,Salesperson_7,Won
O-701571,2023-11-10,C-3909,102,Analytics Suite,Software,13,6045,Europe,Salesperson_5,Won
O-701572,2023-05-21,C-1928,102,Analytics Suite,Software,1,976,North America,Salesperson_3,Won
O-701573,2024-05-10,C-1394,101,CRM Pro,Software,2,-910,North America,Salesperson_1,Won
O-701574,2023-02-04,C-3423,102,Analytics Suite,Software,5,5890,North America,Salesperson_4,Won
O-701575,2024-04-04,C-3527,201,POS Terminal,Hardware,6,4104,North America,Salesperson_6,Won
O-701576,2024-01-19,C-5881,201,POS Terminal,Hardware,14,13356,Europe,Salesperson_7,Won
O-701577,2024-12-26,C-2849,103,Sales Booster,Software,7,6237,North America,Salesperson_7,Won
O-701578,2023-02-14,C-4302,201,POS Terminal,Hardware,10,7490,Asia,Salesperson_1,Won
O-701579,2024-12-22,C-4179,102,Analytics Suite,Software,12,0,Europe,Salesperson_1,Won
O-701580,2023-01-13,C-4625,103,Sales Booster,Software,3,2958,Asia,Salesperson_9,Won
O-701581,2024-08-08,C-1239,102,Analytics Suite,Software,1,326,North America,Salesperson_4,Won
O-701582,2023-02-09,C-5239,103,Sales Booster,Software,13,4979,Asia,Salesperson_3,Won
O-701583,2023-07-28,C-1854,103,Sales Booster,Software,7,7595,North America,Salesperson_7,Won
O-701584,2024-06-17,C-4178,201,POS Terminal,Hardware,14,4970,Europe,Salesperson_11,Won
O-701585,2023-06-26,C-4546,101,CRM Pro,Software,3,171360,North America,Salesperson_4,Won
O-701586,2024-02-14,C-3997,102,Analytics Suite,Software,6,2904,North America,Salesperson_9,Won
O-701587,2024-05-16,C-2461,103,Sales Booster,Software,2,2468,Europe,Salesperson_10,Won
O-701588,2024-05-26,C-1852,103,Sales Booster,Software,3,3564,North America,Salesperson_5,Won
O-701589,2024-01-05,C-5552,102,Analytics Suite,Software,1,433,Europe,Salesperson_8,Won
O-701590,2023-08-22,C-1133,103,Sales Booster,Software,14,15176,Europe,Salesperson_4,Won
O-701591,2024-09-14,C-1122,101,CRM Pro,Software,15,16860,Europe,Salesperson_11,Won
O-701592,2023-04-23,C-4355,103,Sales Booster,Software,12,17028,North America,Salesperson_4,Won
O-701593,2023-11-01,C-4961,201,POS Terminal,Hardware,10,13070,North America,Salesperson_2,Won
O-701594,2024-04-01,C-3090,102,Analytics Suite,Software,4,2376,North America,Salesperson_10,Won
O-701595,2024-02-18,C-5069,201,POS Terminal,Hardware,6,1614,Europe,Salesperson_4,Won
O-701596,2024-06-20,C-5502,103,Sales Booster,Software,9,11016,North America,Salesperson_8,Won
O-701597,2024-10-01,C-4442,201,POS Terminal,Hardware,9,-3357,Europe,Salesperson_3,Won
O-701598,2023-01-23,C-4028,102,Analytics Suite,Software,12,15816,Asia,Salesperson_4,Won
O-701599,2023-09-02,C-4392,101,CRM Pro,Software,5,7375,Asia,Salesperson_8,Won
O-701600,2024-07-24,C-2055,102,Analytics Suite,Software,6,6240,Asia,Salesperson_6,Won
O-701601,2024-01-29,C-5172,201,POS Terminal,Hardware,8,8616,North America,Salesperson_4,Won
O-701602,2024-01-10,C-5326,102,Analytics Suite,Software,4,3832,Europe,Salesperson_7,Won
O-701603,2023-12-31,C-1860,103,Sales Booster,Software,1,900,Europe,Salesperson_1,Won
O-701604,2023-01-17,C-1014,103,Sales Booster,Software,2,0,Asia,Salesperson_8,Won
O-701605,2023-03-07,C-4628,101,CRM Pro,Software,4,2432,North America,Salesperson_5,Won
O-701606,2023-09-01,C-5477,102,Analytics Suite,Software,5,5395,North America,Salesperson_4,Won
O-701607,2023-04-11,C-4093,102,Analytics Suite,Software,10,8450,Asia,Salesperson_6,Won
O-701608,2024-12-28,C-5249,201,POS Terminal,Hardware,9,0,North America,Salesperson_6,Won
O-701609,2023-12-11,C-3253,101,CRM Pro,Software,3,3903,Europe,Salesperson_10,Won
O-701610,2024-11-11,C-3963,101,CRM Pro,Software,9,10224,Europe,Salesperson_1,Won
O-701611,2023-08-13,C-5783,101,CRM Pro,Software,7,6216,North America,Salesperson_1,Won
O-701612,2024-12-09,C-4404,101,CRM Pro,Software,14,12698,Europe,Salesperson_7,Won
O-701613,2024-11-24,C-2577,103,Sales Booster,Software,8,11192,North America,Salesperson_6,Won
O-701614,2023-12-08,C-4835,102,Analytics Suite,Software,13,-9412,Asia,Salesperson_6,Won
O-701615,2024-11-03,C-1986,201,POS Terminal,Hardware,15,20970,North America,Salesperson_11,Won
O-701616,2024-08-02,C-3770,201,POS Terminal,Hardware,10,0,Asia,Salesperson_1,Won
O-701617,2023-12-06,C-5543,101,CRM Pro,Software,15,12225,Asia,Salesperson_4,Won
O-701618,2024-05-25,C-1832,201,POS Terminal,Hardware,1,705,Asia,Salesperson_7,Won
O-701619,2024-07-20,C-4169,101,CRM Pro,Software,3,4290,North America,Salesperson_10,Won
O-701620,2023-08-12,C-1411,102,Analytics Suite,Software,6,6414,Europe,Salesperson_1,Won
O-701621,2023-10-08,C-5429,103,Sales Booster,Software,9,11286,Europe,Salesperson_6,Won
O-701622,2023-03-22,C-3867,103,Sales Booster,Software,11,7502,North America,Salesperson_1,Won
O-701623,2024-05-24,C-2719,201,POS Terminal,Hardware,7,6202,Europe,Salesperson_9,Won
O-701624,2023-05-08,C-4136,101,CRM Pro,Software,4,1384,Europe,Salesperson_10,Won
O-701625,2024-02-14,C-3062,201,POS Terminal,Hardware,6,7116,Asia,Salesperson_10,Won
O-701626,2023-07-29,C-4871,103,Sales Booster,Software,4,3064,Europe,Salesperson_2,Won
O-701627,2024-07-28,C-5729,103,Sales Booster,Software,1,1492,North America,Salesperson_9,Won
O-701628,2023-09-17,C-2686,201,POS Terminal,Hardware,13,7878,North America,Salesperson_5,Won
O-701629,2024-05-18,C-3185,102,Analytics Suite,Software,14,9198,Europe,Salesperson_8,Won
O-701630,2023-02-15,C-4038,101,CRM Pro,Software,6,4422,Asia,Salesperson_3,Won
O-701631,2023-07-25,C-5630,201,POS Terminal,Hardware,8,5848,North America,Salesperson_6,Won
O-701632,2024-09-18,C-3847,101,CRM Pro,Software,7,3766,Europe,Salesperson_2,Won
O-701633,2023-04-12,C-1942,102,Analytics Suite,Software,9,2331,Europe,Salesperson_2,Won
O-701634,2023-11-22,C-4954,103,Sales Booster,Software,15,9660,North America,Salesperson_11,Won
O-701635,2023-02-03,C-1297,103,Sales Booster,Software,12,13764,Europe,Salesperson_8,Won
O-701636,2024-02-01,C-4607,103,Sales Booster,Software,8,6736,Asia,Salesperson_1,Won
O-701637,2024-06-04,C-4290,102,Analytics Suite,Software,2,1966,Europe,Salesperson_9,Won
O-701638,2023-07-17,C-3117,102,Analytics Suite,Software,8,11032,Asia,Salesperson_1,Won
O-701639,2024-08-24,C-1019,102,Analytics Suite,Software,1,990,North America,Salesperson_4,Won
O-701640,2023-07-16,C-3421,201,POS Terminal,Hardware,13,286624,Asia,Salesperson_3,Won
O-701641,2024-06-17,C-2590,101,CRM Pro,Software,6,248940,Europe,Salesperson_4,Won
O-701642,2023-03-31,C-2786,201,POS Terminal,Hardware,4,1652,Europe,Salesperson_3,Won
O-701643,2024-07-21,C-4849,102,Analytics Suite,Software,13,12961,Asia,Salesperson_3,Won
O-701644,2024-10-04,C-3812,201,POS Terminal,Hardware,4,162000,Europe,Salesperson_11,Won
O-701645,2024-11-22,C-5779,102,Analytics Suite,Software,15,12075,Asia,Salesperson_3,Won
O-701646,2023-03-11,C-3619,102,Analytics Suite,Software,11,5093,Europe,Salesperson_11,Won
O-701647,2024-02-13,C-5120,103,Sales Booster,Software,8,5456,Asia,Salesperson_10,Won
O-701648,2024-05-05,C-5159,201,POS Terminal,Hardware,12,15000,Asia,Salesperson_5,Won
O-701649,2024-12-26,C-1663,102,Analytics Suite,Software,10,6180,Asia,Salesperson_11,Won
O-701650,2023-02-20,C-5743,101,CRM Pro,Software,3,723,Asia,Salesperson_6,Won
O-701651,2023-01-13,C-3913,102,Analytics Suite,Software,13,18941,North America,Salesperson_11,Won
O-701652,2023-01-06,C-1482,201,POS Terminal,Hardware,12,16584,Europe,Salesperson_9,Won
O-701653,2023-07-07,C-1253,102,Analytics Suite,Software,13,7761,Asia,Salesperson_10,Won
O-701654,2024-04-17,C-1430,101,CRM Pro,Software,3,2289,Asia,Salesperson_1,Won
O-701655,2023-09-08,C-4647,201,POS Terminal,Hardware,13,11505,Asia,Salesperson_7,Won
O-701656,2024-01-13,C-1585,201,POS Terminal,Hardware,2,2856,Asia,Salesperson_9,Won
O-701657,2024-07-17,C-5434,201,POS Terminal,Hardware,3,4170,Asia,Salesperson_4,Won
O-701658,2023-08-13,C-5634,201,POS Terminal,Hardware,10,4330,Asia,Salesperson_6,Won
O-701659,2023-06-30,C-1323,102,Analytics Suite,Software,1,810,North America,Salesperson_8,Won
O-701660,2023-10-14,C-2211,103,Sales Booster,Software,4,5416,North America,Salesperson_2,Won
O-701661,2023-02-12,C-3299,101,CRM Pro,Software,1,898,Europe,Salesperson_6,Won
O-701662,2023-08-02,C-2643,103,Sales Booster,Software,15,252720,North America,Salesperson_6,Won
O-701663,2023-01-18,C-4083,201,POS Terminal,Hardware,9,4500,Asia,Salesperson_2,Won
O-701664,2023-11-27,C-4296,103,Sales Booster,Software,7,6454,North America,Salesperson_7,Won
O-701665,2024-03-03,C-4345,101,CRM Pro,Software,4,5376,North America,Salesperson_10,Won
O-701666,2024-02-17,C-5677,101,CRM Pro,Software,12,5868,Europe,Salesperson_7,Won
O-701667,2023-08-21,C-3658,102,Analytics Suite,Software,4,2112,Asia,Salesperson_10,Won
O-701668,2024-06-17,C-2582,201,POS Terminal,Hardware,6,3708,Europe,Salesperson_6,Won
O-701669,2024-02-17,C-5694,102,Analytics Suite,Software,7,6426,North America,Salesperson_9,Won
O-701670,2024-05-03,C-2045,201,POS Terminal,Hardware,14,15792,Asia,Salesperson_5,Won
O-701671,2023-08-27,C-3592,201,POS Terminal,Hardware,7,10157,Asia,Salesperson_6,Won
O-701672,2023-08-19,C-5341,103,Sales Booster,Software,12,3072,North America,Salesperson_8,Won
O-701673,2024-10-20,C-1199,101,CRM Pro,Software,1,918,Europe,Salesperson_10,Won
O-701674,2024-12-25,C-5933,101,CRM Pro,Software,13,13416,Asia,Salesperson_5,Won
O-701675,2024-08-08,C-3355,103,Sales Booster,Software,5,5610,North America,Salesperson_4,Won
O-701676,2024-08-02,C-2458,201,POS Terminal,Hardware,8,9088,North America,Salesperson_10,Won
O-701677,2024-03-02,C-4004,101,CRM Pro,Software,8,5768,Europe,Salesperson_9,Won
O-701678,2024-07-17,C-1181,102,Analytics Suite,Software,11,8987,Asia,Salesperson_10,Won
O-701679,2023-06-27,C-4763,101,CRM Pro,Software,4,2540,North America,Salesperson_4,Won
O-701680,2023-05-02,C-4974,103,Sales Booster,Software,6,-5160,Europe,Salesperson_10,Won
O-701681,2023-03-07,C-3540,102,Analytics Suite,Software,1,0,North America,Salesperson_1,Won
O-701682,2023-08-17,C-2388,101,CRM Pro,Software,7,4368,Asia,Salesperson_1,Won
O-701683,2024-06-30,C-1754,201,POS Terminal,Hardware,9,4455,North America,Salesperson_7,Won
O-701684,2023-11-08,C-1427,201,POS Terminal,Hardware,10,13220,Asia,Salesperson_9,Won
O-701685,2023-08-07,C-4994,101,CRM Pro,Software,2,1834,Asia,Salesperson_7,Won
O-701686,2023-07-23,C-2599,102,Analytics Suite,Software,3,2298,North America,Salesperson_2,Won
