order_id,order_date,customer_id,product_name,category,region,channel,units,revenue,stage
O-901200,2023-06-20,C-3121,AnalyticsSuite,Hardware,Europe,inbound,8,15304,Won
O-901201,2023-12-08,C-5645,POS-Terminal,Hard ware,north america,Outbound,13,20176,Won
O-901202,2024-03-06,C-4944,Analytics Suite,hardware,North America,inbound,2,1022,Won
O-901203,2024-02-13,C-4863,POS-Terminal,Soft ware,APAC,Inbound,12,15444,Won
O-901204,2024-11-26,C-5203,POS-Terminal,Soft ware,Asia,Partner,10,19890,Won
O-901205,2023-12-09,C-2946,POS-Terminal,Soft ware,Europe,In-bound,8,3552,Won
O-901206,2024-10-26,C-5782,POS Terminal,software,europe,Outbound,1,872,Won
O-901207,2024-11-08,C-4859,CRM Pro,Software,North America,In-bound,10,8010,Won
O-901208,2023-11-12,C-6634,POS Terminal,Software,NA,Partner,8,7952,Won
O-901209,2024-04-02,C-3219,CRM-Pro,Hard ware,EU,Outbound,4,7384,Won
O-901210,2023-08-15,C-6426,CRM Pro,Soft ware,asia,OUTBOUND,10,7680,Won
O-901211,2024-09-07,C-4680,CRM-Pro,hardware,Asia,In-bound,15,9060,Won
O-901212,2024-04-15,C-3793,POS-Terminal,Software,North America,OUTBOUND,8,10880,Won
O-901213,2024-09-11,C-2946,CRM-Pro,hardware,europe,partner,12,4068,Won
O-901214,2024-09-16,C-1469,CRM Pro,hardware,APAC,inbound,10,13530,Won
O-901215,2023-10-22,C-5384,CRM-Pro,hardware,APAC,out bound,15,25575,Won
O-901216,2024-08-14,C-1136,Analytics Suite,hardware,N. America,In-bound,3,4233,Won
O-901217,2024-12-12,C-1690,POS Terminal,Hard ware,N. America,In-bound,8,13128,Won
O-901218,2024-11-03,C-5226,POS Terminal,software,NA,Partner,3,4284,Won
O-901219,2023-12-30,C-3855,CRM Pro,software,EU,Outbound,12,14424,Won
O-901220,2023-11-29,C-5590,CRM-Pro,Software,asia,partner,15,9960,Won
O-901221,2023-10-19,C-3736,CRM Pro,software,EU,Outbound,6,9258,Won
O-901222,2023-12-21,C-2464,POS-Terminal,Software,asia,inbound,5,7660,Won
O-901223,2023-10-14,C-2070,CRM Pro,Soft ware,North America,OUTBOUND,7,3003,Won
O-901224,2023-02-23,C-4337,POS-Terminal,Hard ware,North America,inbound,4,2296,Won
O-901225,2024-12-12,C-2167,CRM Pro,Hardware,Europe,inbound,4,5464,Won
O-901226,2024-04-20,C-1333,CRM-Pro,hardware,North-America,Partner,2,3632,Won
O-901227,2024-01-01,C-3277,AnalyticsSuite,Hardware,APAC,In-bound,15,22140,Won
O-901228,2024-04-09,C-4803,AnalyticsSuite,software,NA,In-bound,3,4722,Won
O-901229,2024-04-07,C-4800,CRM Pro,software,europe,out bound,12,5940,Won
O-901230,2024-09-09,C-3257,POS-Terminal,software,Asia,OUTBOUND,9,8829,Won
O-901231,2023-11-30,C-3360,POS Terminal,Soft ware,europe,out bound,9,6966,Won
O-901232,2023-05-28,C-4688,AnalyticsSuite,hardware,north america,Outbound,13,19747,Won
O-901233,2024-06-12,C-2125,AnalyticsSuite,Hardware,asia,Inbound,15,25695,Won
O-901234,2023-01-13,C-4287,CRM Pro,Soft ware,APAC,out bound,8,9768,Won
O-901235,2023-08-22,C-1704,POS-Terminal,software,north america,Inbound,14,6888,Won
O-901236,2024-05-19,C-3704,Analytics Suite,hardware,N. America,Outbound,9,8334,Won
O-901237,2024-06-10,C-6081,AnalyticsSuite,Software,Asia,out bound,7,13545,Won
O-901238,2023-09-26,C-6261,CRM-Pro,hardware,N. America,Partner,1,417,Won
O-901239,2023-02-12,C-1029,Analytics Suite,software,North America,OUTBOUND,11,9801,Won
O-901240,2023-02-26,C-2143,CRM-Pro,Hard ware,EU,Partner,2,1778,Won
O-901241,2023-02-01,C-5042,POS Terminal,Software,EU,inbound,11,13156,Won
O-901242,2024-06-10,C-4625,POS Terminal,software,Asia,Outbound,8,6656,Won
O-901243,2024-05-27,C-5826,CRM Pro,hardware,Asia,OUTBOUND,3,4566,Won
O-901244,2023-09-15,C-1096,CRM Pro,Soft ware,north america,out bound,11,10582,Won
O-901245,2024-11-24,C-2142,Analytics Suite,hardware,Europe,OUTBOUND,11,20471,Won
O-901246,2024-09-03,C-1365,CRM Pro,Soft ware,NA,partner,2,1278,Won
O-901247,2023-02-20,C-5174,AnalyticsSuite,Software,N. America,In-bound,15,15765,Won
O-901248,2024-03-10,C-2350,AnalyticsSuite,Soft ware,Asia,Outbound,14,4718,Won
O-901249,2024-01-21,C-6980,AnalyticsSuite,Soft ware,NA,In-bound,15,25320,Won
O-901250,2024-06-07,C-1790,POS Terminal,Hard ware,NA,out bound,10,13240,Won
O-901251,2023-02-20,C-6574,CRM-Pro,Software,NA,partner,8,14032,Won
O-901252,2024-06-18,C-3107,Analytics Suite,Software,NA,Partner,9,15993,Won
O-901253,2023-06-28,C-5968,POS Terminal,Soft ware,N. America,partner,11,17391,Won
O-901254,2024-01-09,C-1280,AnalyticsSuite,Hard ware,asia,Partner,6,9144,Won
O-901255,2023-05-21,C-2068,POS Terminal,Soft ware,Asia,partner,5,2260,Won
O-901256,2023-01-05,C-6295,POS-Terminal,Hard ware,Asia,out bound,3,4899,Won
O-901257,2023-05-11,C-5866,POS-Terminal,Software,N. America,In-bound,6,9390,Won
O-901258,2023-07-08,C-2610,POS Terminal,Hard ware,north america,inbound,10,17940,Won
O-901259,2023-05-19,C-3930,AnalyticsSuite,software,Europe,inbound,15,29070,Won
O-901260,2023-07-04,C-3596,CRM-Pro,Software,north america,OUTBOUND,9,6588,Won
O-901261,2023-03-31,C-4852,CRM-Pro,hardware,NA,Inbound,15,10425,Won
O-901262,2023-06-12,C-3478,CRM-Pro,software,Europe,OUTBOUND,5,1555,Won
O-901263,2024-08-07,C-6529,CRM-Pro,Hard ware,EU,Outbound,6,4824,Won
O-901264,2024-02-15,C-6009,Analytics Suite,software,Europe,partner,2,2638,Won
O-901265,2024-09-09,C-4732,CRM Pro,Hardware,EU,out bound,15,20715,Won
O-901266,2023-06-02,C-5876,CRM Pro,Soft ware,NA,inbound,15,25710,Won
O-901267,2023-09-15,C-3615,CRM-Pro,Soft ware,asia,Partner,12,11100,Won
O-901268,2023-06-21,C-1750,AnalyticsSuite,Software,EU,In-bound,13,22243,Won
O-901269,2023-05-12,C-3363,AnalyticsSuite,hardware,North America,Outbound,2,3394,Won
O-901270,2023-08-15,C-1893,Analytics Suite,Hard ware,Asia,Inbound,1,1821,Won
O-901271,2023-09-24,C-3695,CRM Pro,Hard ware,North America,partner,5,6260,Won
O-901272,2024-12-30,C-4574,POS-Terminal,hardware,Asia,out bound,14,21462,Won
O-901273,2023-10-21,C-1254,Analytics Suite,software,APAC,Inbound,4,2996,Won
O-901274,2023-10-16,C-5707,POS Terminal,Software,north america,Partner,10,9940,Won
O-901275,2024-01-08,C-5066,CRM Pro,Hard ware,EU,Outbound,10,5210,Won
O-901276,2024-10-21,C-3861,POS-Terminal,hardware,Europe,inbound,15,22200,Won
O-901277,2024-09-15,C-2437,AnalyticsSuite,hardware,north america,Inbound,9,14391,Won
O-901278,2024-03-04,C-6022,POS Terminal,Hard ware,north america,inbound,13,12909,Won
O-901279,2023-08-03,C-5874,CRM-Pro,software,North America,out bound,7,5621,Won
O-901280,2023-12-24,C-3965,POS Terminal,Soft ware,europe,out bound,7,4186,Won
O-901281,2024-02-28,C-1976,AnalyticsSuite,Hard ware,N. America,Outbound,10,11550,Won
O-901282,2024-02-05,C-1550,Analytics Suite,Software,Asia,partner,11,10263,Won
O-901283,2023-11-01,C-2879,CRM Pro,Software,N. America,inbound,3,3750,Won
O-901284,2023-05-11,C-6138,CRM Pro,hardware,north america,out bound,13,22477,Won
O-901285,2024-04-19,C-4595,AnalyticsSuite,software,asia,partner,5,2565,Won
O-901286,2024-12-06,C-1961,CRM Pro,software,north america,In-bound,8,10120,Won
O-901287,2024-03-19,C-3593,POS Terminal,Hard ware,europe,Partner,11,7964,Won
O-901288,2024-08-28,C-2921,AnalyticsSuite,Hard ware,Europe,Outbound,1,868,Won
O-901289,2024-03-18,C-1740,Analytics Suite,Software,europe,Inbound,8,10016,Won
O-901290,2023-10-14,C-5688,CRM-Pro,hardware,EU,Outbound,14,7784,Won
O-901291,2023-05-29,C-3779,Analytics Suite,Hard ware,Europe,Inbound,6,7752,Won
O-901292,2024-06-30,C-1188,POS Terminal,Hard ware,N. America,partner,10,8210,Won
O-901293,2023-12-18,C-2506,CRM Pro,software,N. America,Inbound,6,8118,Won
O-901294,2024-05-14,C-5360,AnalyticsSuite,Hardware,North America,inbound,15,7695,Won
O-901295,2023-02-17,C-1141,CRM-Pro,Software,Asia,OUTBOUND,8,5632,Won
O-901296,2023-01-15,C-3105,CRM-Pro,hardware,North-America,partner,4,6084,Won
O-901297,2024-07-07,C-6719,POS Terminal,software,APAC,OUTBOUND,15,13590,Won
O-901298,2024-10-28,C-1796,CRM-Pro,software,north america,Partner,13,15197,Won
O-901299,2024-09-15,C-6303,Analytics Suite,software,Europe,In-bound,6,3792,Won
O-901300,2023-06-27,C-4357,CRM Pro,hardware,North-America,Inbound,3,4647,Won
O-901301,2024-05-06,C-5883,POS-Terminal,software,EU,partner,11,6402,Won
O-901302,2023-06-24,C-4994,AnalyticsSuite,software,asia,partner,10,8020,Won
O-901303,2024-06-22,C-2282,CRM-Pro,Hard ware,Europe,Inbound,14,21700,Won
O-901304,2024-06-20,C-4097,Analytics Suite,Soft ware,asia,Partner,7,5180,Won
O-901305,2023-09-14,C-3949,POS Terminal,Hard ware,APAC,partner,15,13605,Won
O-901306,2024-08-17,C-3379,POS Terminal,hardware,N. America,out bound,6,10248,Won
O-901307,2024-08-15,C-5393,CRM Pro,Software,europe,Partner,12,18744,Won
O-901308,2024-05-05,C-3440,Analytics Suite,Hard ware,Asia,out bound,2,2440,Won
O-901309,2024-03-06,C-1661,CRM Pro,Software,north america,out bound,3,4794,Won
O-901310,2023-06-30,C-5704,CRM Pro,Soft ware,Asia,Partner,1,734,Won
O-901311,2023-01-05,C-3471,POS Terminal,Hardware,APAC,OUTBOUND,15,7230,Won
O-901312,2023-12-30,C-5692,CRM-Pro,Hardware,north america,partner,14,19460,Won
O-901313,2023-11-15,C-4914,POS-Terminal,software,North America,Inbound,3,1464,Won
O-901314,2024-07-17,C-1416,Analytics Suite,software,north america,Inbound,12,19236,Won
O-901315,2023-07-15,C-5678,Analytics Suite,Software,NA,out bound,11,5060,Won
O-901316,2024-09-20,C-5162,CRM-Pro,software,EU,partner,13,9841,Won
O-901317,2024-12-19,C-1995,AnalyticsSuite,Hard ware,Asia,OUTBOUND,4,5040,Won
O-901318,2024-02-18,C-2368,CRM-Pro,hardware,asia,Partner,12,24000,Won
O-901319,2023-09-05,C-5465,POS-Terminal,Soft ware,North-America,Outbound,12,14784,Won
O-901320,2024-11-30,C-3954,CRM-Pro,Hard ware,europe,OUTBOUND,1,631,Won
O-901321,2024-05-19,C-1113,POS-Terminal,hardware,NA,Inbound,2,3672,Won
O-901322,2024-10-18,C-6598,AnalyticsSuite,Hardware,north america,inbound,10,8630,Won
O-901323,2023-12-29,C-3534,CRM-Pro,Hardware,europe,out bound,10,18160,Won
O-901324,2024-11-07,C-6147,CRM-Pro,software,North-America,OUTBOUND,5,4235,Won
O-901325,2023-12-06,C-4814,CRM-Pro,Hard ware,Asia,In-bound,15,20025,Won
O-901326,2024-02-13,C-1354,POS Terminal,Hard ware,Asia,Outbound,11,15620,Won
O-901327,2023-12-31,C-4068,POS-Terminal,hardware,asia,Inbound,10,18640,Won
O-901328,2024-11-30,C-4695,Analytics Suite,Software,N. America,Inbound,10,14630,Won
O-901329,2023-08-24,C-4899,AnalyticsSuite,software,europe,Inbound,15,22215,Won
O-901330,2024-12-10,C-2959,POS Terminal,Hardware,europe,In-bound,8,2760,Won
O-901331,2024-11-13,C-5679,AnalyticsSuite,hardware,North-America,OUTBOUND,6,4224,Won
O-901332,2024-04-01,C-3388,POS Terminal,Software,EU,inbound,10,9270,Won
O-901333,2024-04-03,C-2710,AnalyticsSuite,Soft ware,Europe,Outbound,9,5751,Won
O-901334,2024-11-15,C-5402,POS Terminal,Software,NA,partner,11,19954,Won
O-901335,2023-12-23,C-3563,AnalyticsSuite,Software,N. America,partner,11,4169,Won
O-901336,2024-07-27,C-4511,POS Terminal,hardware,EU,Outbound,4,6232,Won
O-901337,2023-03-25,C-4017,AnalyticsSuite,Hard ware,EU,partner,10,16440,Won
O-901338,2024-12-28,C-5328,POS Terminal,Hard ware,North America,out bound,1,1857,Won
O-901339,2023-03-08,C-1970,POS-Terminal,software,europe,Outbound,13,25311,Won
O-901340,2023-07-21,C-4015,AnalyticsSuite,hardware,europe,out bound,11,13156,Won
O-901341,2024-12-13,C-2269,POS-Terminal,software,North America,inbound,12,12048,Won
O-901342,2023-02-17,C-6771,CRM-Pro,Soft ware,Europe,partner,13,9464,Won
O-901343,2023-07-11,C-3553,CRM-Pro,hardware,EU,inbound,11,13574,Won
O-901344,2023-01-16,C-2150,POS Terminal,Software,APAC,Inbound,2,1054,Won
O-901345,2023-09-16,C-1174,Analytics Suite,Hardware,NA,In-bound,2,1822,Won
O-901346,2023-10-11,C-4048,CRM Pro,software,north america,inbound,12,8952,Won
O-901347,2024-08-12,C-1691,CRM Pro,Hardware,N. America,partner,13,12103,Won
O-901348,2023-02-19,C-3067,Analytics Suite,Software,N. America,partner,10,3400,Won
O-901349,2024-08-29,C-1951,CRM-Pro,hardware,APAC,Inbound,7,7777,Won
O-901350,2023-01-03,C-1781,AnalyticsSuite,Hard ware,APAC,Outbound,5,8695,Won
O-901351,2024-01-15,C-6069,CRM-Pro,Soft ware,asia,out bound,11,5665,Won
O-901352,2024-03-16,C-1825,Analytics Suite,Soft ware,asia,partner,13,12974,Won
O-901353,2024-04-24,C-6180,POS-Terminal,Hardware,north america,Outbound,9,16164,Won
O-901354,2023-05-12,C-2726,POS-Terminal,Soft ware,north america,Partner,5,8270,Won
O-901355,2024-06-08,C-2968,CRM-Pro,hardware,europe,OUTBOUND,5,7830,Won
O-901356,2023-04-06,C-4788,CRM-Pro,Soft ware,north america,Outbound,6,10290,Won
O-901357,2023-05-21,C-6168,POS Terminal,Soft ware,NA,inbound,15,11685,Won
O-901358,2024-03-25,C-5786,CRM-Pro,Hard ware,North America,In-bound,7,3227,Won
O-901359,2024-01-20,C-3390,CRM Pro,software,APAC,partner,2,2866,Won
O-901360,2023-08-09,C-1017,AnalyticsSuite,hardware,asia,OUTBOUND,12,6648,Won
O-901361,2024-03-24,C-1679,CRM Pro,Software,North America,OUTBOUND,2,3766,Won
O-901362,2024-12-19,C-5975,Analytics Suite,Hard ware,North America,inbound,14,25424,Won
O-901363,2024-04-22,C-4202,POS Terminal,software,north america,Partner,9,3942,Won
O-901364,2023-04-21,C-6777,Analytics Suite,hardware,NA,OUTBOUND,11,18018,Won
O-901365,2023-05-31,C-6481,Analytics Suite,Soft ware,APAC,OUTBOUND,14,15456,Won
O-901366,2023-07-31,C-6895,Analytics Suite,hardware,APAC,Inbound,15,5895,Won
O-901367,2024-07-31,C-6226,Analytics Suite,Software,EU,OUTBOUND,5,1760,Won
O-901368,2024-12-10,C-5325,CRM-Pro,software,NA,OUTBOUND,12,9108,Won
O-901369,2023-10-15,C-1556,Analytics Suite,hardware,EU,OUTBOUND,6,6288,Won
O-901370,2024-06-02,C-4168,POS Terminal,software,EU,partner,8,15864,Won
O-901371,2024-11-07,C-6090,Analytics Suite,Software,North-America,Inbound,12,5808,Won
O-901372,2024-02-02,C-4728,POS Terminal,Software,North America,Partner,7,12516,Won
O-901373,2024-11-08,C-4304,AnalyticsSuite,hardware,NA,out bound,7,10101,Won
O-901374,2024-10-20,C-3598,CRM-Pro,Hard ware,Europe,In-bound,13,15912,Won
O-901375,2024-12-19,C-3842,Analytics Suite,hardware,N. America,In-bound,1,1422,Won
O-901376,2023-09-05,C-2017,CRM-Pro,Soft ware,europe,OUTBOUND,7,4991,Won
O-901377,2024-12-26,C-1642,POS-Terminal,software,asia,partner,12,6792,Won
O-901378,2023-01-14,C-5325,CRM-Pro,hardware,Europe,In-bound,14,25256,Won
O-901379,2023-08-22,C-5912,CRM Pro,Soft ware,europe,Outbound,7,12369,Won
O-901380,2024-09-12,C-5999,CRM Pro,Soft ware,asia,Outbound,4,7468,Won
O-901381,2024-08-16,C-1410,POS Terminal,Hard ware,N. America,out bound,13,10777,Won
O-901382,2023-03-20,C-1744,CRM Pro,Hardware,North-America,Outbound,7,2184,Won
O-901383,2023-02-06,C-1794,POS-Terminal,Hardware,europe,inbound,5,4875,Won
O-901384,2024-08-22,C-1997,CRM Pro,Hard ware,N. America,Inbound,14,15596,Won
O-901385,2023-11-20,C-2614,POS-Terminal,Hard ware,Europe,partner,1,1110,Won
O-901386,2024-10-04,C-1446,POS-Terminal,Soft ware,N. America,Inbound,3,5361,Won
O-901387,2023-01-17,C-3279,AnalyticsSuite,Hard ware,EU,Outbound,9,3087,Won
O-901388,2023-09-14,C-3402,Analytics Suite,Hardware,north america,Outbound,6,4962,Won
O-901389,2023-05-01,C-6493,POS Terminal,Hardware,North America,Inbound,3,5091,Won
O-901390,2023-08-19,C-6631,POS-Terminal,Software,asia,OUTBOUND,13,13078,Won
O-901391,2023-02-25,C-5357,CRM-Pro,Software,North America,Partner,4,4784,Won
O-901392,2024-04-24,C-4068,AnalyticsSuite,Software,North America,inbound,11,13156,Won
O-901393,2024-12-19,C-5672,POS-Terminal,hardware,Europe,Inbound,13,6630,Won
O-901394,2023-10-05,C-2083,CRM-Pro,software,EU,In-bound,4,7456,Won
O-901395,2024-03-24,C-5068,POS-Terminal,hardware,asia,In-bound,12,7344,Won
O-901396,2023-10-20,C-4035,Analytics Suite,software,Asia,Outbound,9,13329,Won
O-901397,2024-01-17,C-6711,POS Terminal,hardware,europe,partner,15,9135,Won
O-901398,2024-11-30,C-4126,Analytics Suite,Hardware,North America,partner,1,1332,Won
O-901399,2023-12-23,C-4223,CRM Pro,software,North America,Inbound,14,15554,Won
O-901400,2024-05-04,C-6945,POS Terminal,software,North-America,partner,13,6747,Won
O-901401,2024-08-27,C-5491,POS Terminal,Hardware,Asia,out bound,1,1575,Won
O-901402,2023-11-01,C-1580,CRM Pro,Hardware,EU,Partner,13,13572,Won
O-901403,2023-09-12,C-4270,CRM-Pro,Soft ware,APAC,Outbound,5,8300,Won
O-901404,2023-11-13,C-4225,CRM-Pro,Hard ware,NA,Partner,7,11368,Won
O-901405,2023-07-10,C-3825,CRM-Pro,Hard ware,N. America,partner,14,9534,Won
O-901406,2024-08-27,C-4752,POS Terminal,Soft ware,asia,Outbound,8,6784,Won
O-901407,2024-03-20,C-2047,CRM Pro,Hard ware,Europe,Partner,2,3148,Won
O-901408,2024-11-18,C-6968,CRM Pro,software,EU,partner,3,1653,Won
O-901409,2023-10-15,C-4303,POS Terminal,Software,North America,inbound,14,12474,Won
O-901410,2024-01-28,C-2707,CRM Pro,Hard ware,North-America,inbound,3,3315,Won
O-901411,2023-11-18,C-1096,AnalyticsSuite,Hard ware,APAC,In-bound,2,3060,Won
O-901412,2024-08-14,C-5116,Analytics Suite,hardware,EU,Outbound,2,3886,Won
O-901413,2024-10-16,C-3577,POS-Terminal,Software,North America,partner,8,15024,Won
O-901414,2024-05-22,C-1954,Analytics Suite,software,Europe,Inbound,4,5740,Won
O-901415,2024-11-04,C-4488,CRM Pro,software,NA,Inbound,6,10686,Won
O-901416,2024-03-06,C-2660,Analytics Suite,software,asia,Outbound,3,4557,Won
O-901417,2024-01-27,C-4154,AnalyticsSuite,hardware,north america,Partner,9,11151,Won
O-901418,2024-08-31,C-2410,POS-Terminal,hardware,europe,In-bound,12,22656,Won
O-901419,2024-12-12,C-2404,POS Terminal,Software,APAC,inbound,10,3760,Won
O-901420,2023-01-31,C-3468,POS Terminal,software,N. America,Inbound,7,6979,Won
O-901421,2023-07-25,C-1916,Analytics Suite,Software,N. America,Outbound,3,5085,Won
O-901422,2024-02-16,C-5053,CRM Pro,Soft ware,asia,Partner,10,18500,Won
O-901423,2023-04-06,C-6553,POS Terminal,software,North America,OUTBOUND,4,1500,Won
O-901424,2024-12-25,C-2817,Analytics Suite,Hard ware,Asia,out bound,2,3942,Won
O-901425,2023-09-23,C-1345,Analytics Suite,Hard ware,Asia,Partner,15,4710,Won
O-901426,2024-08-31,C-3283,AnalyticsSuite,Hard ware,europe,out bound,2,1750,Won
O-901427,2024-07-24,C-2631,AnalyticsSuite,software,north america,OUTBOUND,13,12051,Won
O-901428,2023-01-11,C-5514,Analytics Suite,Soft ware,NA,In-bound,3,4683,Won
O-901429,2024-03-04,C-2517,AnalyticsSuite,Soft ware,europe,Inbound,4,4680,Won
O-901430,2023-12-12,C-3299,Analytics Suite,Hard ware,Asia,OUTBOUND,12,20412,Won
O-901431,2023-02-07,C-5851,POS-Terminal,software,Asia,Outbound,9,15273,Won
O-901432,2024-12-29,C-6953,POS-Terminal,Hard ware,north america,Inbound,11,3971,Won
O-901433,2023-02-26,C-3665,POS-Terminal,Soft ware,North-America,OUTBOUND,3,1554,Won
O-901434,2024-02-22,C-5923,CRM Pro,software,EU,Outbound,14,6678,Won
O-901435,2024-12-28,C-6750,POS-Terminal,Hard ware,EU,OUTBOUND,15,29520,Won
O-901436,2023-11-23,C-1859,CRM-Pro,software,asia,Inbound,7,6048,Won
O-901437,2024-06-18,C-1692,CRM Pro,Software,North-America,partner,14,25760,Won
O-901438,2023-06-12,C-4895,Analytics Suite,Hard ware,NA,Partner,10,6400,Won
O-901439,2024-08-01,C-6849,AnalyticsSuite,Software,APAC,partner,8,10728,Won
O-901440,2024-11-27,C-2387,POS Terminal,Hardware,north america,out bound,6,9084,Won
O-901441,2024-07-19,C-4007,CRM-Pro,hardware,NA,Outbound,9,6435,Won
O-901442,2024-10-24,C-1662,Analytics Suite,Hard ware,asia,Outbound,11,17358,Won
O-901443,2024-06-02,C-5744,Analytics Suite,Soft ware,asia,Inbound,7,6930,Won
O-901444,2024-05-03,C-1652,CRM-Pro,hardware,europe,OUTBOUND,9,4257,Won
O-901445,2024-12-02,C-6713,CRM-Pro,Hard ware,Europe,OUTBOUND,4,3920,Won
O-901446,2023-05-17,C-1483,AnalyticsSuite,Soft ware,Asia,Partner,15,10065,Won
O-901447,2023-11-04,C-6513,POS-Terminal,hardware,europe,inbound,3,5316,Won
O-901448,2023-07-21,C-3841,POS-Terminal,Hard ware,APAC,Partner,1,1442,Won
O-901449,2024-03-06,C-4573,CRM Pro,Hard ware,europe,Partner,5,9385,Won
O-901450,2023-02-07,C-1684,CRM-Pro,Software,EU,Inbound,3,1677,Won
O-901451,2023-03-24,C-1313,AnalyticsSuite,software,Asia,partner,7,8022,Won
O-901452,2024-10-20,C-5982,CRM-Pro,Soft ware,APAC,Outbound,9,9252,Won
O-901453,2023-01-16,C-5453,CRM Pro,Hardware,APAC,partner,8,6200,Won
O-901454,2023-01-14,C-5099,CRM Pro,Hard ware,APAC,OUTBOUND,14,9562,Won
O-901455,2024-05-08,C-2141,AnalyticsSuite,Software,North-America,Partner,9,10314,Won
O-901456,2023-12-03,C-1808,CRM-Pro,hardware,EU,Inbound,10,17000,Won
O-901457,2023-01-21,C-1918,CRM Pro,Hardware,North-America,Partner,4,7660,Won
O-901458,2024-06-11,C-3714,POS Terminal,Hardware,NA,OUTBOUND,15,21270,Won
O-901459,2023-03-10,C-2218,POS-Terminal,Soft ware,Europe,inbound,4,6692,Won
O-901460,2023-08-15,C-4416,POS-Terminal,Hard ware,europe,Inbound,8,11328,Won
O-901461,2024-10-23,C-5123,CRM Pro,Software,Asia,Outbound,10,6530,Won
O-901462,2023-11-25,C-3274,CRM Pro,Software,EU,inbound,6,11214,Won
O-901463,2023-03-24,C-4169,CRM-Pro,Hardware,north america,partner,9,10737,Won
O-901464,2023-10-10,C-2722,CRM Pro,Hard ware,europe,OUTBOUND,5,5135,Won
O-901465,2023-11-10,C-5577,POS Terminal,Software,Europe,In-bound,14,11102,Won
O-901466,2024-07-15,C-1382,Analytics Suite,Software,N. America,OUTBOUND,15,6330,Won
O-901467,2024-08-14,C-2081,POS Terminal,Hard ware,APAC,Inbound,13,16640,Won
O-901468,2023-02-24,C-3552,POS Terminal,Hard ware,asia,inbound,15,10305,Won
O-901469,2024-11-13,C-4706,AnalyticsSuite,Software,North America,partner,13,15691,Won
O-901470,2023-03-14,C-5488,AnalyticsSuite,Soft ware,asia,In-bound,2,784,Won
O-901471,2024-04-21,C-2755,CRM Pro,Soft ware,N. America,out bound,9,5013,Won
O-901472,2024-03-04,C-4681,CRM Pro,Hardware,APAC,out bound,4,2996,Won
O-901473,2023-03-22,C-6418,CRM Pro,software,asia,OUTBOUND,7,5187,Won
O-901474,2023-05-09,C-2599,POS Terminal,hardware,north america,out bound,5,3040,Won
O-901475,2024-03-16,C-2041,CRM-Pro,software,NA,inbound,10,19910,Won
O-901476,2023-05-30,C-4879,POS-Terminal,hardware,asia,out bound,13,9893,Won
O-901477,2024-08-08,C-4183,AnalyticsSuite,Hard ware,north america,In-bound,12,18756,Won
O-901478,2023-12-05,C-4124,CRM-Pro,Soft ware,N. America,partner,7,7021,Won
O-901479,2023-03-03,C-1435,AnalyticsSuite,software,N. America,In-bound,8,7808,Won
O-901480,2023-06-03,C-3767,CRM Pro,Soft ware,EU,inbound,8,2416,Won
O-901481,2023-05-08,C-1048,Analytics Suite,Hard ware,europe,out bound,1,683,Won
O-901482,2024-04-16,C-6826,CRM-Pro,Software,N. America,inbound,14,24206,Won
O-901483,2023-01-29,C-5934,CRM Pro,software,North America,In-bound,1,1410,Won
O-901484,2023-01-13,C-4986,CRM-Pro,Software,Europe,inbound,13,8424,Won
O-901485,2024-08-23,C-2408,CRM-Pro,Hardware,EU,partner,12,6684,Won
O-901486,2024-05-09,C-2021,Analytics Suite,hardware,APAC,OUTBOUND,13,16874,Won
O-901487,2023-01-09,C-2363,Analytics Suite,Soft ware,NA,In-bound,13,5369,Won
O-901488,2024-07-02,C-6341,Analytics Suite,software,NA,out bound,5,8905,Won
O-901489,2023-04-12,C-6743,POS Terminal,Software,APAC,Outbound,8,11032,Won
O-901490,2024-06-19,C-2207,CRM Pro,Soft ware,APAC,inbound,10,8010,Won
O-901491,2023-09-03,C-5852,CRM-Pro,Hard ware,N. America,Partner,6,4272,Won
O-901492,2024-10-29,C-4785,Analytics Suite,Software,Europe,partner,11,13772,Won
O-901493,2023-07-10,C-6259,CRM-Pro,Software,North America,Outbound,15,17640,Won
O-901494,2023-10-19,C-4289,POS-Terminal,Hardware,europe,partner,15,20850,Won
O-901495,2023-04-02,C-4259,CRM-Pro,software,EU,out bound,3,906,Won
O-901496,2023-02-25,C-3147,POS-Terminal,Soft ware,north america,Outbound,2,2228,Won
O-901497,2023-09-06,C-4312,CRM Pro,Hard ware,Asia,OUTBOUND,14,15932,Won
O-901498,2023-08-23,C-4660,POS Terminal,Hardware,NA,Inbound,10,10020,Won
O-901499,2023-04-20,C-2938,POS Terminal,software,asia,OUTBOUND,9,16371,Won
O-901500,2024-04-21,C-6293,CRM Pro,Hardware,North-America,out bound,12,10848,Won
O-901501,2023-02-04,C-5420,Analytics Suite,software,europe,out bound,11,6853,Won
O-901502,2024-09-23,C-5742,AnalyticsSuite,Soft ware,asia,Outbound,11,5115,Won
O-901503,2024-11-02,C-4559,POS-Terminal,Software,Asia,Outbound,8,7440,Won
O-901504,2024-12-26,C-1388,POS Terminal,Hardware,APAC,Inbound,14,15918,Won
O-901505,2024-08-13,C-1582,CRM Pro,hardware,North America,OUTBOUND,11,15664,Won
O-901506,2023-08-29,C-1662,Analytics Suite,Hard ware,Asia,inbound,3,3669,Won
