order_id,order_date,lead_date,close_date,product,region,revenue,units,stage
O-400619,2024-06-21,2024/06/12,2024-07-09,Analytics Suite,Europe,1453,6,Lost
O-400620,2023-10-14,2023-09-27,10-20-2023,Sales Booster,North America,5667,7,Won
O-400621,27/06/2024,06-04-2024,07-04-2024,Analytics Suite,Europe,3988,15,Qualified
O-400622,24/06/2024,05-29-2024,07-03-2024,Sales Booster,Europe,2658,15,Qualified
O-400623,08-29-2024,08-18-2024,2024-09-03,Analytics Suite,North America,1484,6,Won
O-400624,Feb 2024,02-07-2024,Mar 2024,Analytics Suite,Asia,4375,6,Lost
O-400625,24/12/2023,2023-12,01-04-2024,CRM Pro,North America,19506,7,Qualified
O-400626,03-01-2024,2024-02-19,2024-03-06,CRM Pro,North America,9885,6,Lost
O-400627,2024/11/17,2024-11,12-06-2024,Sales Booster,Asia,17408,3,Qualified
O-400628,Jan 2024,2024-01-04,02-11-2024,CRM Pro,North America,5817,4,Qualified
O-400629,2023-07,Jul 2023,27/07/2023,CRM Pro,Europe,16908,12,Lost
O-400630,2024-10-07,2024-09,26/10/2024,Sales Booster,Europe,19317,2,Lost
O-400631,Feb 2023,2023-01-23,Feb 2023,Sales Booster,Europe,14453,7,Qualified
O-400632,2023/10/02,2023/09/03,2023/10/20,Sales Booster,Asia,3066,2,Won
O-400633,31/12/2023,2023-12-01,2024-01,Sales Booster,North America,2229,3,Qualified
O-400634,02-03-2023,16/01/2023,02-16-2023,CRM Pro,Asia,5830,9,Lost
O-400635,2023-01-23,Dec 2022,2023-02-03,Analytics Suite,Europe,18797,1,Won
O-400636,22/05/2024,2024-05,30/05/2024,Sales Booster,Europe,17329,1,Lost
O-400637,07-28-2023,Jul 2023,08-03-2023,CRM Pro,North America,3234,1,Won
O-400638,2024-06-03,2024/05/17,06-12-2024,Analytics Suite,Europe,7012,14,Won
O-400639,2023-02,01-27-2023,2023/02/24,Sales Booster,Asia,15665,3,Won
O-400640,2023-04,2023-03-20,2023/04/25,Analytics Suite,Europe,15986,1,Won
O-400641,05-21-2024,04-24-2024,08/06/2024,Analytics Suite,Asia,2711,5,Won
O-400642,2023/05/11,04-13-2023,30/05/2023,CRM Pro,Asia,9868,3,Won
O-400643,2023-03-22,2023-02,Mar 2023,Sales Booster,Europe,883,3,Lost
O-400644,2023-10-13,2023/09/18,10-19-2023,Sales Booster,Europe,18978,14,Won
O-400645,01-09-2024,Jan 2024,2024-01,Analytics Suite,North America,13913,9,Qualified
O-400646,02-17-2023,2023-02-09,2023-02-26,Sales Booster,Asia,19546,12,Won
O-400647,2023-09-16,2023-09-08,2023-09,Sales Booster,Asia,4249,3,Won
O-400648,2024/04/26,03-30-2024,2024-05-10,CRM Pro,North America,19942,15,Qualified
O-400649,2023-07-14,06-29-2023,2023-07-20,Sales Booster,Europe,15664,3,Won
O-400650,2023-12-27,2023/11/28,2024-01,CRM Pro,Asia,14526,6,Won
O-400651,2023/10/09,09-23-2023,Oct 2023,Analytics Suite,North America,6882,7,Lost
O-400652,2024/01/22,2023-12,09/02/2024,CRM Pro,North America,10591,14,Won
O-400653,32/13/2024,08-16-2023,2023-09,Analytics Suite,North America,10723,10,Qualified
O-400654,Jun 2023,10/06/2023,07/07/2023,Analytics Suite,Europe,10200,1,Lost
O-400655,2023/01/18,01-12-2023,23/01/2023,Sales Booster,North America,2169,5,Won
O-400656,03-07-2024,02-10-2024,2024-03-21,CRM Pro,Asia,3364,1,Qualified
O-400657,2023-05-26,May 2023,09/06/2023,CRM Pro,Asia,6675,15,Qualified
O-400658,2024-10-22,2024-10-08,2024/11/08,Sales Booster,Asia,13396,14,Won
O-400659,01/03/2023,2023-02-07,2023-03,Analytics Suite,North America,12382,10,Qualified
O-400660,2023-10-12,Oct 2023,2023/10/30,CRM Pro,Asia,17380,9,Lost
O-400661,Sep 2024,2024-08,2024-09-28,Analytics Suite,Asia,2728,11,Won
O-400662,08-19-2024,2024-08,09-05-2024,CRM Pro,Europe,15409,5,Won
O-400663,2023/05/12,04-26-2023,2023/06/01,Sales Booster,Europe,13704,1,Lost
O-400664,08-31-2024,2024-08,2024/09/03,Analytics Suite,Europe,13834,15,Qualified
O-400665,Dec 2024,2024-11,26/12/2024,Sales Booster,Asia,15681,2,Qualified
O-400666,05/02/2023,Jan 2023,2023/02/11,CRM Pro,North America,12653,14,Won
O-400667,28/04/2024,2024/04/20,May 2024,Sales Booster,Europe,7982,5,Qualified
O-400668,May 2023,2023/04/15,2023-05,Sales Booster,Asia,7576,11,Won
O-400669,02-28-2023,2023-02,2023-03-02,CRM Pro,North America,503,8,Won
O-400670,03-18-2024,2024-02,2024/03/24,CRM Pro,North America,12665,5,Won
O-400671,2023/03/03,02-03-2023,03-14-2023,Sales Booster,North America,11450,2,Lost
O-400672,2024/01/26,01-01-2024,2024-02-07,Sales Booster,Asia,1999,3,Lost
O-400673,2023-09,2023/09/01,2023-10,Analytics Suite,Asia,12420,14,Qualified
O-400674,28/04/2023,02/04/2023,2023-05,Analytics Suite,Europe,19431,13,Lost
O-400675,2024/11/02,2024/10/24,Nov 2024,Sales Booster,North America,2129,9,Qualified
O-400676,2023-11-23,2023-11,12-03-2023,Analytics Suite,North America,13000,1,Qualified
O-400677,2023/10/26,2023/10/09,11-02-2023,Analytics Suite,Asia,12323,5,Won
O-400678,Apr 2024,03-09-2024,Apr 2024,Analytics Suite,Asia,7810,14,Qualified
O-400679,21/07/2023,2023/06/27,2023-08,CRM Pro,Europe,10155,2,Lost
O-400680,2023-09,Sep 2023,2023-10,Analytics Suite,Europe,3498,3,Lost
O-400681,2023-10-09,2023/09/17,Oct 2023,Sales Booster,Asia,13734,13,Won
O-400682,Feb 2024,Feb 2024,Feb 2024,Analytics Suite,Europe,9298,15,Qualified
O-400683,Apr 2023,24/03/2023,05-09-2023,Sales Booster,Europe,7180,8,Lost
O-400684,2024-06-03,05-11-2024,2024/06/21,CRM Pro,Asia,19888,15,Won
O-400685,02-28-2024,2024/02/03,2024/03/09,Analytics Suite,Asia,11695,4,Lost
O-400686,2023-06,13/05/2023,Jun 2023,CRM Pro,Europe,1972,4,Lost
O-400687,2023/07/22,07-05-2023,2023/07/30,Analytics Suite,Europe,3529,9,Lost
O-400688,Jan 2024,2023/12/13,01-20-2024,CRM Pro,North America,19711,13,Lost
O-400689,2024/11/09,2024-10-27,28/11/2024,Sales Booster,Europe,6037,3,Qualified
O-400690,2023-06,28/05/2023,2023-06-12,Sales Booster,Europe,10151,4,Lost
O-400691,32/13/2024,2024-02,Apr 2024,Sales Booster,Europe,2661,9,Lost
O-400692,Feb 2024,Jan 2024,08/02/2024,Analytics Suite,Asia,6300,6,Lost
O-400693,2024-10,09-20-2024,2024-10-14,CRM Pro,Asia,15396,15,Won
O-400694,07-15-2023,15/06/2023,2023-07,CRM Pro,Europe,2588,7,Lost
O-400695,2023-04,2023-03,May 2023,Analytics Suite,North America,18789,11,Qualified
O-400696,2024-08-02,07-11-2024,2024-08,Analytics Suite,Asia,17349,8,Won
O-400697,Feb 2023,Jan 2023,03-02-2023,Sales Booster,Europe,1635,9,Qualified
O-400698,11/10/2024,2024-09,18/10/2024,Analytics Suite,Europe,19767,11,Qualified
O-400699,2023/10/09,2023-09-16,2023-10,Sales Booster,Europe,920,11,Qualified
O-400700,28/02/2024,19/02/2024,2024-03-12,CRM Pro,North America,18556,10,Won
O-400701,Feb 2024,2024-02-02,Mar 2024,CRM Pro,North America,5433,4,Qualified
O-400702,2023-02,2023/02/13,24/02/2023,Analytics Suite,Asia,12819,5,Won
O-400703,2023-11,Oct 2023,11-24-2023,Analytics Suite,Europe,16905,5,Lost
O-400704,2023-09-08,Aug 2023,24/09/2023,CRM Pro,North America,6844,8,Lost
O-400705,28/02/2024,2024/02/09,03-19-2024,Analytics Suite,Europe,14688,2,Lost
O-400706,02/09/2024,2024-08,21/09/2024,CRM Pro,North America,14151,6,Qualified
O-400707,Feb 2023,2023/02/01,02-26-2023,Sales Booster,North America,1836,10,Lost
O-400708,2023/03/24,03-15-2023,2023/03/27,Sales Booster,Europe,17603,10,Lost
O-400709,11/07/2024,Jul 2024,07-18-2024,Analytics Suite,Asia,12577,1,Lost
O-400710,2024-03,2024/02/20,2024-03-26,CRM Pro,Asia,16877,13,Qualified
O-400711,2023-04-02,05/03/2023,2023/04/09,Sales Booster,North America,10412,15,Qualified
O-400712,2024-09-18,Aug 2024,Sep 2024,Sales Booster,Europe,6645,9,Lost
O-400713,02-10-2024,2024-01-12,18/02/2024,Sales Booster,Asia,15890,3,Qualified
O-400714,12-12-2023,Nov 2023,2023/12/25,CRM Pro,North America,10105,9,Qualified
O-400715,2024-12,2024-12,2024/12/17,Analytics Suite,Europe,17394,6,Won
O-400716,2023/12/16,2023-11,2024-01,CRM Pro,Europe,787,14,Won
O-400717,27/06/2024,06-18-2024,2024/07/06,Analytics Suite,Asia,17631,4,Qualified
O-400718,04-25-2023,2023-04-12,27/04/2023,Analytics Suite,Europe,19497,2,Qualified
O-400719,07-06-2024,06-27-2024,07-15-2024,Analytics Suite,North America,13618,14,Qualified
O-400720,04-22-2023,Apr 2023,2023-05,Analytics Suite,Europe,17460,6,Qualified
O-400721,Jun 2023,2023/06/17,2023-07,Analytics Suite,Europe,15052,7,Qualified
O-400722,32/13/2024,01-27-2023,03-07-2023,Sales Booster,North America,4212,8,Won
O-400723,2023-11-23,2023-11-01,2023-11-29,CRM Pro,North America,886,3,Lost
O-400724,08-19-2024,01/08/2024,Aug 2024,CRM Pro,Europe,16858,3,Lost
O-400725,Jan 2023,2023-01,02-04-2023,Analytics Suite,Asia,9214,15,Qualified
O-400726,19/04/2023,2023-03-24,2023-04-27,Sales Booster,Europe,8530,5,Qualified
O-400727,Feb 2024,2024/01/17,2024-02-03,Sales Booster,Asia,3726,11,Lost
O-400728,07/01/2023,12-12-2022,2023/01/09,Analytics Suite,North America,16309,9,Qualified
O-400729,Jan 2024,2023-12-16,2024-01-22,Sales Booster,Asia,8280,8,Qualified
O-400730,2023-05,2023-04,2023-05-28,Sales Booster,Europe,12195,3,Lost
O-400731,Nov 2024,2024/10/09,11-21-2024,Analytics Suite,Europe,19430,2,Won
O-400732,2023/01/27,Jan 2023,2023/01/29,CRM Pro,North America,2706,3,Won
O-400733,30/07/2024,2024/07/15,2024-08,Sales Booster,Europe,1699,9,Qualified
O-400734,Apr 2024,Mar 2024,15/05/2024,Analytics Suite,North America,15573,13,Won
O-400735,32/13/2024,2022-12-08,2023-01,CRM Pro,Europe,4321,2,Lost
O-400736,2023/11/25,Nov 2023,29/11/2023,CRM Pro,Asia,19726,7,Qualified
O-400737,2024-05,19/05/2024,2024-06,CRM Pro,North America,3783,10,Qualified
O-400738,08-21-2023,07-22-2023,Aug 2023,Sales Booster,Asia,16196,7,Lost
O-400739,2024-11-12,10-17-2024,2024/11/15,CRM Pro,North America,16950,6,Qualified
O-400740,10/11/2024,31/10/2024,2024-11,CRM Pro,North America,19237,1,Lost
O-400741,2023/01/11,Dec 2022,13/01/2023,CRM Pro,Europe,4612,14,Qualified
O-400742,08/07/2023,2023-06-15,07-28-2023,Analytics Suite,Asia,17622,8,Lost
O-400743,Feb 2023,20/01/2023,2023-02-24,Sales Booster,Europe,14326,2,Lost
O-400744,2024-05-21,Apr 2024,2024/06/07,CRM Pro,Europe,8772,5,Won
O-400745,08-03-2024,05/07/2024,2024/08/15,Sales Booster,Europe,18332,6,Won
O-400746,2023/10/12,Sep 2023,2023-10,Sales Booster,Asia,531,15,Qualified
O-400747,2024-10,Oct 2024,2024-11-19,Analytics Suite,Asia,10682,10,Lost
O-400748,32/13/2024,25/11/2024,2024/12/21,Sales Booster,North America,765,11,Qualified
O-400749,32/13/2024,Oct 2023,2023-12-03,CRM Pro,Europe,15049,5,Qualified
O-400750,2024-02-25,19/02/2024,09/03/2024,Analytics Suite,Europe,14839,4,Lost
O-400751,2023-04-03,2023/03/05,2023/04/14,Sales Booster,Asia,17321,4,Won
O-400752,2024-08-05,23/07/2024,08-25-2024,Analytics Suite,North America,18718,10,Qualified
O-400753,2024-06,May 2024,2024-06,Sales Booster,Europe,8616,14,Qualified
O-400754,32/13/2024,2023/12/19,01-15-2024,Sales Booster,Europe,8937,10,Lost
O-400755,32/13/2024,2024-01-30,02-19-2024,Analytics Suite,Asia,16581,8,Qualified
O-400756,25/08/2024,10/08/2024,2024-09-04,Sales Booster,Europe,13071,8,Qualified
O-400757,05-27-2023,May 2023,Jun 2023,Sales Booster,Asia,19348,10,Lost
O-400758,2024/03/22,02-22-2024,Mar 2024,Sales Booster,North America,6960,4,Won
O-400759,Apr 2024,Mar 2024,04-20-2024,Sales Booster,Asia,12961,11,Qualified
O-400760,Apr 2024,2024-03-29,05-02-2024,Sales Booster,Asia,1176,15,Qualified
O-400761,05-15-2023,03/05/2023,2023-06,Analytics Suite,North America,1298,7,Lost
O-400762,Oct 2024,2024-09,Oct 2024,Analytics Suite,Europe,9080,4,Won
O-400763,11-03-2024,Oct 2024,05/11/2024,CRM Pro,Europe,8235,2,Won
O-400764,2024/04/03,28/03/2024,2024/04/15,Sales Booster,Europe,11567,5,Won
O-400765,27/02/2023,02-07-2023,2023-03-12,Sales Booster,North America,15478,10,Lost
O-400766,17/08/2023,2023-07-27,24/08/2023,Analytics Suite,North America,2636,13,Won
O-400767,Sep 2024,29/08/2024,2024-10-09,Analytics Suite,North America,8118,15,Qualified
O-400768,2024-03-12,2024-02-17,28/03/2024,Sales Booster,North America,16836,15,Qualified
O-400769,2024/11/29,Nov 2024,06/12/2024,Sales Booster,Asia,12914,7,Won
O-400770,09-18-2024,Sep 2024,10-06-2024,Analytics Suite,North America,13723,2,Lost
O-400771,2023/02/11,2023-02,28/02/2023,Sales Booster,Asia,11554,13,Won
O-400772,2023/12/11,11-19-2023,2023-12-15,Sales Booster,Asia,8909,7,Lost
O-400773,2023-10,2023/10/11,2023-11,CRM Pro,North America,11154,10,Lost
O-400774,10/03/2023,2023-02,2023-03,Sales Booster,North America,4685,6,Qualified
O-400775,2023/09/13,08-30-2023,2023/09/14,CRM Pro,North America,1301,15,Lost
O-400776,Nov 2023,Oct 2023,11-20-2023,CRM Pro,Asia,6736,7,Qualified
O-400777,2023/05/17,27/04/2023,May 2023,CRM Pro,North America,6153,6,Won
O-400778,02/04/2024,24/03/2024,04-12-2024,Analytics Suite,North America,19019,4,Qualified
O-400779,2024-11-22,Nov 2024,Dec 2024,Analytics Suite,Asia,14705,9,Lost
O-400780,Jan 2023,2023-01,Jan 2023,Analytics Suite,Asia,2111,10,Lost
O-400781,19/04/2023,08/04/2023,29/04/2023,Sales Booster,North America,13705,3,Lost
O-400782,10-30-2024,2024-10,11-04-2024,Sales Booster,Asia,13699,6,Lost
O-400783,10-28-2024,2024-10,17/11/2024,Sales Booster,Asia,8343,9,Won
O-400784,18/12/2023,2023/11/30,2024-01,Analytics Suite,North America,8959,9,Won
O-400785,2023-06-10,05-28-2023,2023-06-19,Analytics Suite,North America,17178,11,Qualified
O-400786,2024-11,10-06-2024,08/11/2024,Analytics Suite,North America,8273,2,Lost
O-400787,2023/01/27,2023/01/06,05/02/2023,Analytics Suite,Europe,14339,2,Qualified
O-400788,09/08/2024,2024-07-17,08-19-2024,Analytics Suite,Europe,3522,7,Lost
O-400789,05-14-2023,04-16-2023,2023-05,Sales Booster,Asia,16183,11,Won
O-400790,2024-12-26,2024-12,Jan 2025,Analytics Suite,Asia,11110,6,Lost
O-400791,2023-10-01,2023-09-03,2023-10,CRM Pro,Europe,13550,11,Lost
O-400792,2023/05/03,04-15-2023,May 2023,Analytics Suite,Asia,13305,15,Lost
O-400793,2023/03/08,2023/02/14,Mar 2023,Analytics Suite,Asia,3406,5,Qualified
O-400794,2023-11,2023-11,Dec 2023,CRM Pro,North America,17158,8,Qualified
O-400795,2024-12,2024/11/20,2024/12/27,CRM Pro,Asia,15960,7,Lost
O-400796,2024/02/03,Jan 2024,Feb 2024,Analytics Suite,Europe,16726,15,Qualified
O-400797,2024/01/12,2023/12/20,01-25-2024,Analytics Suite,Europe,7447,15,Won
O-400798,2023-05-27,2023/05/13,2023-06-05,Sales Booster,Europe,4202,5,Qualified
O-400799,20/10/2024,Sep 2024,2024-11-01,Analytics Suite,North America,13754,9,Won
O-400800,04/03/2023,02-24-2023,2023-03,CRM Pro,North America,14553,2,Lost
O-400801,2023-08,2023/07/03,13/08/2023,Sales Booster,North America,13320,10,Lost
O-400802,2024-05-05,04-29-2024,2024-05,CRM Pro,North America,13478,7,Won
O-400803,24/07/2023,Jul 2023,01/08/2023,Sales Booster,Europe,19368,12,Lost
O-400804,09-05-2023,Aug 2023,2023-09,CRM Pro,North America,10545,11,Won
O-400805,2023-09,2023-09,2023-09-21,Sales Booster,North America,19274,3,Lost
O-400806,2023-09-28,2023/09/15,10-08-2023,Sales Booster,Asia,3047,11,Qualified
O-400807,2023-05-13,2023-04-27,14/05/2023,Analytics Suite,North America,7502,5,Won
O-400808,03-09-2024,2024-02,2024-03,Sales Booster,Europe,2689,3,Lost
O-400809,02/06/2023,2023-05-16,2023/06/21,Analytics Suite,Asia,3209,13,Won
O-400810,2023-07,2023-06-13,2023-07-17,Analytics Suite,North America,19376,10,Qualified
O-400811,10-05-2023,Sep 2023,2023-10,Sales Booster,Europe,15990,1,Lost
O-400812,2024/11/24,Oct 2024,29/11/2024,Analytics Suite,Asia,9358,14,Qualified
O-400813,Apr 2023,Apr 2023,2023/04/25,CRM Pro,Europe,10448,3,Qualified
O-400814,Oct 2024,2024-09,2024/11/07,Sales Booster,North America,4714,7,Lost
O-400815,2023-10-08,Sep 2023,13/10/2023,CRM Pro,North America,19424,3,Qualified
O-400816,Sep 2023,2023-08-21,09-12-2023,Analytics Suite,North America,2422,1,Qualified
O-400817,2023-07-30,2023/07/20,08-04-2023,Analytics Suite,Europe,3233,11,Qualified
O-400818,01-04-2023,2022-12,2023-01-17,Analytics Suite,Europe,7064,14,Lost
O-400819,Aug 2024,2024-07,08-14-2024,Sales Booster,North America,8786,15,Lost
O-400820,2023-11-29,2023/11/24,2023-12,Sales Booster,Asia,17320,8,Lost
O-400821,2023-01-04,Dec 2022,2023/01/16,CRM Pro,North America,3978,10,Lost
O-400822,Feb 2024,2024-02-03,2024/03/03,Analytics Suite,Asia,16226,10,Qualified
O-400823,2024-05,2024-04-27,2024/05/30,Sales Booster,Asia,7303,11,Won
O-400824,07/10/2024,2024-09,2024/10/26,Sales Booster,North America,10198,2,Won
O-400825,11-23-2023,2023/10/27,Nov 2023,Analytics Suite,North America,9388,6,Qualified
O-400826,2024/11/12,15/10/2024,2024/12/01,CRM Pro,Asia,14003,15,Qualified
O-400827,22/05/2024,May 2024,05-28-2024,Sales Booster,Europe,18536,6,Qualified
O-400828,2023/03/25,2023-02,2023-04,Analytics Suite,North America,4012,13,Lost
O-400829,10-22-2024,10-07-2024,2024-11-04,Analytics Suite,Asia,8876,15,Won
O-400830,08/09/2023,13/08/2023,09-09-2023,Sales Booster,Europe,11262,11,Qualified
O-400831,2023-02-24,Jan 2023,2023-03,CRM Pro,Asia,7820,15,Qualified
O-400832,2023/07/03,Jun 2023,2023/07/10,Analytics Suite,North America,10907,2,Qualified
O-400833,2023/09/26,2023-09-03,Oct 2023,Analytics Suite,Asia,14572,10,Won
O-400834,06-07-2023,2023-05-09,2023-06,Sales Booster,Europe,12849,13,Won
O-400835,14/10/2023,2023/09/18,2023/10/25,Analytics Suite,Europe,4647,7,Lost
O-400836,2024-08,2024/07/24,08-23-2024,CRM Pro,North America,3029,11,Lost
O-400837,Aug 2023,Aug 2023,Sep 2023,Sales Booster,Asia,14752,13,Lost
O-400838,32/13/2024,Feb 2024,Mar 2024,Sales Booster,Europe,18494,15,Lost
O-400839,2024-01,2024/01/05,2024-02-02,CRM Pro,Europe,5930,13,Won
O-400840,2024-02-04,25/01/2024,Feb 2024,Sales Booster,Asia,3950,6,Lost
O-400841,2024-06-04,2024/05/27,2024-06-17,Sales Booster,Europe,16459,15,Lost
O-400842,2024-01-16,2023-12-28,2024-02,CRM Pro,Europe,3855,3,Lost
O-400843,04-14-2024,2024-04-04,Apr 2024,Analytics Suite,Asia,5574,15,Lost
O-400844,2023-06,2023-05-25,Jun 2023,Sales Booster,Asia,19387,7,Qualified
O-400845,Jun 2023,2023-06,07-02-2023,CRM Pro,North America,19535,10,Qualified
O-400846,2023-05,May 2023,Jun 2023,Analytics Suite,Europe,15944,2,Lost
O-400847,07-13-2023,19/06/2023,2023-07,Sales Booster,North America,3051,14,Won
O-400848,32/13/2024,07-01-2024,2024/07/18,CRM Pro,North America,608,7,Qualified
O-400849,32/13/2024,Jan 2024,02-19-2024,CRM Pro,Europe,6615,7,Qualified
O-400850,32/13/2024,2024-05,2024-05,Analytics Suite,North America,6473,3,Qualified
O-400851,2024/03/17,2024/03/06,2024-03-30,Sales Booster,North America,2928,15,Lost
O-400852,2023-08,2023/07/25,2023-09,Sales Booster,Europe,2355,1,Lost
O-400853,32/13/2024,16/11/2023,2023-11,Sales Booster,Asia,19599,8,Won
O-400854,2023-07,2023-06,Jul 2023,Sales Booster,North America,13541,7,Qualified
O-400855,2023-11,2023/10/24,16/11/2023,Analytics Suite,Europe,12671,3,Lost
O-400856,2024-05-03,Apr 2024,05/05/2024,Sales Booster,Europe,1433,14,Qualified
O-400857,32/13/2024,2023-03,2023-04-17,Sales Booster,North America,10435,6,Won
O-400858,04-08-2023,2023/03/28,2023-04,Sales Booster,Europe,13268,9,Lost
O-400859,2024-11,2024/10/27,2024-11-11,Sales Booster,Asia,7958,6,Lost
O-400860,2023-02-02,05/01/2023,2023/02/04,Analytics Suite,North America,4191,14,Won
O-400861,Jun 2023,26/05/2023,2023/07/09,CRM Pro,North America,16624,9,Lost
O-400862,Feb 2024,2024-01,Feb 2024,Sales Booster,Asia,2117,4,Lost
O-400863,2024-02,2024-01,2024-03-05,CRM Pro,North America,9801,12,Qualified
O-400864,2023-04,04-15-2023,2023/05/17,CRM Pro,Asia,6885,13,Qualified
O-400865,2023-10-05,2023/09/06,21/10/2023,Sales Booster,Europe,3568,1,Won
O-400866,2024/02/09,2024/01/12,02-24-2024,Sales Booster,Europe,5259,13,Qualified
O-400867,06/05/2024,2024/04/23,2024-05-12,Sales Booster,North America,18043,6,Won
O-400868,24/10/2023,2023/10/07,Oct 2023,Sales Booster,Asia,10705,14,Lost
O-400869,Jul 2024,2024-06,2024/07/11,Analytics Suite,Asia,14506,7,Lost
O-400870,2023-01-30,2023-01-05,Feb 2023,Analytics Suite,Europe,19599,12,Qualified
O-400871,10/03/2024,2024-03-05,23/03/2024,CRM Pro,North America,12228,5,Lost
O-400872,2024/09/09,2024-08,Sep 2024,CRM Pro,Asia,12881,1,Qualified
O-400873,Mar 2024,2024/03/10,2024-03,Sales Booster,Europe,18169,2,Qualified
O-400874,08/04/2023,Mar 2023,2023/04/14,Analytics Suite,North America,6607,2,Qualified
O-400875,12/05/2024,2024/04/30,May 2024,Analytics Suite,North America,16369,13,Qualified
O-400876,32/13/2024,27/07/2024,08-19-2024,Sales Booster,North America,15689,14,Qualified
O-400877,2024/02/08,2024-01-15,02-27-2024,CRM Pro,Asia,10445,6,Lost
O-400878,2023/12/30,2023-12,Jan 2024,CRM Pro,North America,19148,13,Lost
O-400879,May 2024,2024/04/10,2024/05/15,Analytics Suite,Europe,9278,11,Qualified
O-400880,32/13/2024,05-22-2023,2023-06,Analytics Suite,Asia,15295,4,Won
O-400881,2024-12,2024-12-06,2025/01/04,CRM Pro,North America,17411,1,Lost
O-400882,2023-09-13,2023-09,27/09/2023,Sales Booster,Europe,17566,13,Qualified
O-400883,2024-10,Oct 2024,2024/11/13,Sales Booster,North America,8211,4,Won
O-400884,2024-11,2024-10-29,Nov 2024,CRM Pro,North America,2165,7,Qualified
O-400885,2024/12/29,Dec 2024,01-08-2025,Analytics Suite,North America,2231,10,Lost
O-400886,2023-11-30,2023-11-25,12-07-2023,CRM Pro,Asia,15904,15,Qualified
O-400887,32/13/2024,2024-10-28,Nov 2024,Sales Booster,North America,3268,9,Won
O-400888,31/07/2024,2024-07,05/08/2024,Analytics Suite,Asia,16073,6,Lost
O-400889,07/01/2024,22/12/2023,12/01/2024,CRM Pro,Europe,12397,7,Lost
O-400890,23/01/2023,2023-01-13,01-26-2023,CRM Pro,Europe,15220,15,Lost
O-400891,2023-05,2023-04-20,05-17-2023,Analytics Suite,Asia,7603,7,Won
O-400892,01-19-2024,Jan 2024,2024/01/31,CRM Pro,North America,6507,4,Lost
O-400893,Oct 2023,2023/09/20,2023-10-24,Sales Booster,Asia,17827,13,Lost
O-400894,Nov 2023,2023-11-06,2023-12,CRM Pro,Europe,15187,9,Qualified
O-400895,11-24-2024,Nov 2024,2024/12/11,CRM Pro,Asia,2878,7,Qualified
O-400896,Feb 2024,01-18-2024,2024-03-07,Sales Booster,North America,19247,14,Won
O-400897,01-12-2023,2022-12,Jan 2023,Analytics Suite,Europe,9193,8,Qualified
O-400898,10/06/2024,May 2024,2024-06-20,Sales Booster,North America,1003,10,Qualified
O-400899,04/01/2023,2022-12,2023-01,CRM Pro,Europe,19604,5,Won
O-400900,01/08/2023,Jul 2023,Aug 2023,Sales Booster,North America,9781,4,Lost
O-400901,2024/03/01,22/02/2024,2024/03/18,Analytics Suite,Asia,18726,11,Qualified
O-400902,11-27-2024,Nov 2024,12-13-2024,Analytics Suite,Europe,13390,11,Won
O-400903,06-11-2024,30/05/2024,2024/06/26,Sales Booster,Asia,6726,8,Qualified
O-400904,03-18-2023,03-11-2023,Apr 2023,Sales Booster,Asia,9886,10,Qualified
O-400905,2024/11/11,2024-11,Nov 2024,CRM Pro,Europe,11075,2,Won
O-400906,09/10/2024,2024/09/11,2024-10-12,Analytics Suite,Europe,10816,10,Qualified
O-400907,15/11/2023,11-06-2023,2023-12,Analytics Suite,North America,7389,6,Lost
O-400908,2024-07-10,06-13-2024,07-30-2024,Sales Booster,Europe,15922,10,Lost
O-400909,Oct 2023,2023-09,2023-10-25,CRM Pro,Asia,16666,4,Won
O-400910,2024-04,2024-03-22,2024/05/02,Analytics Suite,Asia,17951,12,Qualified
O-400911,2024-03,2024-03-04,2024/04/05,Analytics Suite,Asia,12172,3,Lost
O-400912,2024-12-06,08/11/2024,17/12/2024,Sales Booster,North America,7693,15,Lost
O-400913,Nov 2023,2023/10/21,2023/12/03,Sales Booster,North America,18880,3,Won
O-400914,2024-11,22/10/2024,Nov 2024,CRM Pro,North America,3101,9,Lost
O-400915,2024/12/22,05/12/2024,2025/01/02,CRM Pro,Asia,9531,13,Won
O-400916,2023/01/22,2023-01,26/01/2023,CRM Pro,Asia,19150,8,Qualified
O-400917,2024-10-15,Oct 2024,Oct 2024,Analytics Suite,North America,15760,14,Lost
O-400918,11-18-2024,05/11/2024,Nov 2024,CRM Pro,Europe,2457,14,Lost
O-400919,2024/02/10,02-03-2024,17/02/2024,CRM Pro,North America,8868,9,Lost
O-400920,2023/02/18,21/01/2023,28/02/2023,Sales Booster,Asia,9140,14,Qualified
O-400921,2023-01-27,2023/01/05,2023-02,Analytics Suite,North America,15682,9,Won
O-400922,02-05-2024,2024/01/26,20/02/2024,CRM Pro,Asia,11291,2,Lost
O-400923,2023-10-28,Sep 2023,Nov 2023,Sales Booster,North America,13028,15,Lost
O-400924,Feb 2024,2024-02,2024/03/17,CRM Pro,North America,18579,12,Lost
O-400925,2024-04,29/03/2024,Apr 2024,Analytics Suite,Asia,7226,2,Lost
O-400926,Jul 2023,2023-06-23,2023-07-21,CRM Pro,North America,16175,2,Qualified
O-400927,Dec 2023,04/12/2023,2024/01/02,CRM Pro,North America,14378,5,Won
O-400928,25/10/2023,09-30-2023,2023/11/12,Analytics Suite,Asia,12305,15,Lost
