order_id,order_date,customer_id,product_id,product_name,category,units,revenue,salesperson,region,source_system
O-501704,2024-05-06,C-1556,201,POS Terminal,Hardware,15,17865,Salesperson_8,Europe,CRM
O-501705,2023-03-16,C-1146,102,Analytics Suite,Software,9,11430,Salesperson_11,North America,CRM
O-501706,2023-07-29,C-3392,102,Analytics Suite,Software,9,2106,Salesperson_9,Europe,CRM
O-501707,2024-02-18,C-1839,101,CRM Pro,Software,2,2322,Salesperson_1,North America,CRM
O-501708,2024-12-17,C-3194,201,POS Terminal,Hardware,15,6735,Salesperson_10,North America,CRM
O-501709,2023-09-05,C-1851,102,Analytics Suite,Software,2,1400,Salesperson_1,Asia,CRM
O-501710,2024-06-01,C-2530,102,Analytics Suite,Software,20,23600,Salesperson_5,North America,CRM
O-501711,2023-07-23,C-1741,201,POS Terminal,Hardware,2,1806,Salesperson_4,North America,CRM
O-501712,2023-12-02,C-2579,102,Analytics Suite,Software,20,21140,Salesperson_10,Asia,CRM
O-501713,2024-06-13,C-1703,101,CRM Pro,Software,20,28660,Salesperson_7,Europe,CRM
O-501714,2023-05-18,C-2700,101,CRM Pro,Software,6,5226,Salesperson_7,North America,CRM
O-501715,2024-12-24,C-1717,101,CRM Pro,Software,8,8216,Salesperson_2,Europe,CRM
O-501716,2024-09-12,C-2237,201,POS Terminal,Hardware,12,7308,Salesperson_2,Asia,CRM
O-501717,2023-01-29,C-1650,102,Analytics Suite,Software,5,1235,Salesperson_2,Europe,CRM
O-501718,2023-12-15,C-1548,101,CRM Pro,Software,10,3860,Salesperson_7,Asia,CRM
O-501719,2023-09-23,C-2502,201,POS Terminal,Hardware,2,824,Salesperson_9,North America,CRM
O-501720,2024-08-17,C-3764,201,POS Terminal,Hardware,16,17872,Salesperson_3,Europe,CRM
O-501721,2023-06-24,C-2251,101,CRM Pro,Software,5,2865,Salesperson_4,Asia,CRM
O-501722,2024-06-13,C-2757,101,CRM Pro,Software,13,11076,Salesperson_8,Asia,CRM
O-501723,2024-10-27,C-2603,201,POS Terminal,Hardware,8,11640,Salesperson_8,Europe,CRM
O-501724,2023-12-16,C-3645,102,Analytics Suite,Software,11,9570,Salesperson_3,Europe,CRM
O-501725,2024-01-01,C-3197,101,CRM Pro,Software,17,6936,Salesperson_2,Asia,CRM
O-501726,2024-05-25,C-3569,201,POS Terminal,Hardware,11,11473,Salesperson_6,Europe,CRM
O-501727,2023-09-29,C-3678,101,CRM Pro,Software,10,11120,Salesperson_8,Asia,CRM
O-501728,2024-06-23,C-3928,201,POS Terminal,Hardware,4,2316,Salesperson_1,Asia,CRM
O-501729,2023-12-01,C-2064,201,POS Terminal,Hardware,13,13754,Salesperson_9,Europe,CRM
O-501730,2023-12-31,C-2685,201,POS Terminal,Hardware,6,5076,Salesperson_2,North America,CRM
O-501731,2023-11-24,C-3838,201,POS Terminal,Hardware,10,8590,Salesperson_5,North America,CRM
O-501732,2024-10-28,C-2879,101,CRM Pro,Software,17,23375,Salesperson_5,Asia,CRM
O-501733,2024-10-30,C-2280,102,Analytics Suite,Software,1,468,Salesperson_8,Asia,CRM
O-501734,2024-12-30,C-2602,101,CRM Pro,Software,10,14900,Salesperson_6,Asia,CRM
O-501735,2023-02-22,C-1350,101,CRM Pro,Software,4,2600,Salesperson_7,North America,CRM
O-501736,2024-11-10,C-3603,201,POS Terminal,Hardware,20,14840,Salesperson_1,Asia,CRM
O-501737,2024-01-20,C-1517,102,Analytics Suite,Software,15,5850,Salesperson_7,Europe,CRM
O-501738,2024-09-27,C-2485,101,CRM Pro,Software,5,2675,Salesperson_5,Europe,CRM
O-501739,2023-10-04,C-3392,201,POS Terminal,Hardware,10,11850,Salesperson_6,Asia,CRM
O-501740,2023-05-09,C-2332,101,CRM Pro,Software,2,1812,Salesperson_8,Europe,CRM
O-501741,2024-08-01,C-1370,101,CRM Pro,Software,18,23508,Salesperson_3,North America,CRM
O-501742,2023-05-19,C-2012,102,Analytics Suite,Software,15,3075,Salesperson_10,Asia,CRM
O-501743,2024-11-09,C-3897,101,CRM Pro,Software,14,19908,Salesperson_11,Asia,CRM
O-501744,2023-06-12,C-3185,101,CRM Pro,Software,13,14599,Salesperson_8,Europe,CRM
O-501745,2023-10-24,C-3467,201,POS Terminal,Hardware,1,1203,Salesperson_6,Asia,CRM
O-501746,2023-10-09,C-1001,201,POS Terminal,Hardware,13,2769,Salesperson_3,North America,CRM
O-501747,2023-01-03,C-2391,201,POS Terminal,Hardware,12,2916,Salesperson_2,Europe,CRM
O-501748,2024-02-16,C-2230,101,CRM Pro,Software,2,2806,Salesperson_1,Asia,CRM
O-501749,2023-01-11,C-3579,201,POS Terminal,Hardware,18,18468,Salesperson_7,North America,CRM
O-501750,2023-07-21,C-3366,101,CRM Pro,Software,18,7974,Salesperson_9,Asia,CRM
O-501751,2023-01-16,C-3931,101,CRM Pro,Software,13,5083,Salesperson_10,Europe,CRM
O-501752,2023-10-12,C-3346,201,POS Terminal,Hardware,13,6565,Salesperson_8,Europe,CRM
O-501753,2024-12-16,C-3518,101,CRM Pro,Software,11,5170,Salesperson_9,North America,CRM
O-501754,2023-10-12,C-1784,101,CRM Pro,Software,19,27759,Salesperson_7,Europe,CRM
O-501755,2024-02-23,C-2766,101,CRM Pro,Software,12,10068,Salesperson_7,Europe,CRM
O-501756,2023-12-21,C-2326,102,Analytics Suite,Software,9,5733,Salesperson_8,Europe,CRM
O-501757,2024-09-26,C-1916,102,Analytics Suite,Software,10,5080,Salesperson_4,North America,CRM
O-501758,2024-12-09,C-3404,101,CRM Pro,Software,18,17766,Salesperson_7,Asia,CRM
O-501759,2024-07-08,C-2014,102,Analytics Suite,Software,14,12376,Salesperson_3,Europe,CRM
O-501760,2024-04-03,C-1436,101,CRM Pro,Software,19,19456,Salesperson_2,Asia,CRM
O-501761,2023-05-10,C-3970,201,POS Terminal,Hardware,13,13728,Salesperson_7,Asia,CRM
O-501762,2023-05-17,C-2154,201,POS Terminal,Hardware,10,3910,Salesperson_6,North America,CRM
O-501763,2023-06-21,C-2958,102,Analytics Suite,Software,1,903,Salesperson_2,Asia,CRM
O-501764,2024-10-14,C-3195,201,POS Terminal,Hardware,15,6825,Salesperson_5,Asia,CRM
O-501765,2023-03-09,C-2447,102,Analytics Suite,Software,1,1433,Salesperson_10,Europe,CRM
O-501766,2023-03-14,C-3321,101,CRM Pro,Software,13,11622,Salesperson_8,Asia,CRM
O-501767,2024-04-21,C-1062,201,POS Terminal,Hardware,8,7888,Salesperson_6,Asia,CRM
O-501768,2023-09-13,C-3429,101,CRM Pro,Software,2,738,Salesperson_11,North America,CRM
O-501769,2023-11-09,C-1343,201,POS Terminal,Hardware,15,18645,Salesperson_8,Asia,CRM
O-501770,2024-01-28,C-2788,201,POS Terminal,Hardware,19,15010,Salesperson_8,North America,CRM
O-501771,2023-12-15,C-1221,102,Analytics Suite,Software,7,6727,Salesperson_4,Europe,CRM
O-501772,2023-11-05,C-3816,102,Analytics Suite,Software,9,6795,Salesperson_8,Asia,CRM
O-501773,2024-02-11,C-3689,201,POS Terminal,Hardware,6,2532,Salesperson_11,North America,CRM
O-501774,2024-07-25,C-1002,101,CRM Pro,Software,4,5624,Salesperson_8,North America,CRM
O-501775,2023-12-23,C-1576,101,CRM Pro,Software,2,404,Salesperson_7,Europe,CRM
O-501776,2023-02-12,C-3735,102,Analytics Suite,Software,12,11136,Salesperson_4,Europe,CRM
O-501777,2023-11-25,C-1455,102,Analytics Suite,Software,15,17370,Salesperson_5,Asia,CRM
O-501778,2023-01-09,C-3038,101,CRM Pro,Software,3,1506,Salesperson_2,Asia,CRM
O-501779,2024-11-14,C-1849,102,Analytics Suite,Software,17,11492,Salesperson_2,North America,CRM
O-501780,2023-12-19,C-1780,201,POS Terminal,Hardware,9,11916,Salesperson_11,Asia,CRM
O-501781,2023-02-09,C-3553,102,Analytics Suite,Software,2,1852,Salesperson_5,Asia,CRM
O-501782,2023-09-19,C-2606,101,CRM Pro,Software,11,15708,Salesperson_1,North America,CRM
O-501783,2024-05-09,C-1877,101,CRM Pro,Software,4,1656,Salesperson_2,Asia,CRM
O-501784,2023-01-09,C-1828,101,CRM Pro,Software,17,12376,Salesperson_10,Europe,CRM
O-501785,2023-08-11,C-2610,102,Analytics Suite,Software,17,10523,Salesperson_7,Asia,CRM
O-501786,2024-02-09,C-3584,101,CRM Pro,Software,14,10780,Salesperson_10,North America,CRM
O-501787,2024-11-05,C-2156,101,CRM Pro,Software,1,764,Salesperson_7,North America,CRM
O-501788,2023-05-29,C-3971,201,POS Terminal,Hardware,17,4386,Salesperson_8,Europe,CRM
O-501789,2024-06-18,C-2626,101,CRM Pro,Software,2,2846,Salesperson_3,Europe,CRM
O-501790,2023-05-16,C-1908,201,POS Terminal,Hardware,6,7482,Salesperson_10,Asia,CRM
O-501791,2024-01-20,C-3459,201,POS Terminal,Hardware,4,4100,Salesperson_9,Asia,CRM
O-501792,2023-02-26,C-2819,102,Analytics Suite,Software,12,4212,Salesperson_11,Europe,CRM
O-501793,2024-05-06,C-1789,102,Analytics Suite,Software,16,6768,Salesperson_9,Europe,CRM
O-501794,2023-03-30,C-1295,201,POS Terminal,Hardware,12,11532,Salesperson_8,Europe,CRM
O-501795,2023-03-30,C-1955,102,Analytics Suite,Software,9,10872,Salesperson_4,Asia,CRM
O-501796,2023-08-08,C-2063,101,CRM Pro,Software,7,9310,Salesperson_1,Europe,CRM
O-501797,2024-05-27,C-1945,102,Analytics Suite,Software,6,6054,Salesperson_1,Europe,CRM
O-501798,2023-08-06,C-1170,102,Analytics Suite,Software,15,9630,Salesperson_7,North America,CRM
O-501799,2023-01-01,C-3964,201,POS Terminal,Hardware,19,23579,Salesperson_9,North America,CRM
O-501800,2023-06-28,C-2019,102,Analytics Suite,Software,4,4800,Salesperson_1,Asia,CRM
O-501801,2024-02-26,C-2975,101,CRM Pro,Software,8,2336,Salesperson_5,North America,CRM
O-501802,2024-11-30,C-2323,101,CRM Pro,Software,12,17364,Salesperson_3,North America,CRM
O-501803,2024-09-19,C-3593,201,POS Terminal,Hardware,14,10374,Salesperson_8,Europe,CRM
O-501804,2023-09-15,C-1874,101,CRM Pro,Software,8,6440,Salesperson_10,North America,CRM
O-501805,2023-02-19,C-2288,102,Analytics Suite,Software,4,1688,Salesperson_7,North America,CRM
O-501806,2023-09-28,C-1904,101,CRM Pro,Software,1,686,Salesperson_5,Asia,CRM
O-501807,2023-05-16,C-3320,102,Analytics Suite,Software,9,8118,Salesperson_8,North America,CRM
O-501808,2024-02-16,C-2898,102,Analytics Suite,Software,11,8701,Salesperson_1,Europe,CRM
O-501809,2023-04-27,C-3400,101,CRM Pro,Software,13,4797,Salesperson_2,North America,CRM
O-501810,2023-02-19,C-1330,102,Analytics Suite,Software,9,6210,Salesperson_11,Europe,CRM
O-501811,2024-06-29,C-2551,201,POS Terminal,Hardware,12,13620,Salesperson_1,Asia,CRM
O-501812,2023-03-14,C-1920,201,POS Terminal,Hardware,1,667,Salesperson_7,Asia,CRM
O-501813,2024-05-10,C-1740,102,Analytics Suite,Software,2,1546,Salesperson_7,North America,CRM
O-501814,2023-11-15,C-2946,102,Analytics Suite,Software,12,9936,Salesperson_10,Asia,CRM
O-501815,2024-12-31,C-3115,101,CRM Pro,Software,6,1422,Salesperson_5,Europe,CRM
O-501816,2024-11-13,C-2656,101,CRM Pro,Software,11,14916,Salesperson_6,Europe,CRM
O-501817,2024-04-11,C-3835,201,POS Terminal,Hardware,17,7055,Salesperson_3,Asia,CRM
O-501818,2023-07-06,C-3935,102,Analytics Suite,Software,15,17205,Salesperson_9,Asia,CRM
O-501819,2023-10-13,C-3605,101,CRM Pro,Software,17,21029,Salesperson_11,North America,CRM
O-501820,2023-06-16,C-3896,102,Analytics Suite,Software,7,2639,Salesperson_10,North America,CRM
O-501821,2023-05-20,C-1172,101,CRM Pro,Software,6,4086,Salesperson_1,North America,CRM
O-501822,2023-04-30,C-3467,102,Analytics Suite,Software,15,13395,Salesperson_1,Asia,CRM
O-501823,2023-02-16,C-1614,101,CRM Pro,Software,2,2278,Salesperson_8,North America,CRM
O-501824,2023-06-13,C-2236,102,Analytics Suite,Software,9,12735,Salesperson_2,North America,CRM
O-501825,2024-01-09,C-1621,101,CRM Pro,Software,16,19152,Salesperson_8,Europe,CRM
O-501826,2023-10-18,C-1891,201,POS Terminal,Hardware,11,16181,Salesperson_1,North America,CRM
O-501827,2023-02-21,C-3311,101,CRM Pro,Software,11,6754,Salesperson_5,Europe,CRM
O-501828,2023-07-08,C-3531,201,POS Terminal,Hardware,13,13676,Salesperson_5,North America,CRM
O-501829,2023-08-23,C-3695,201,POS Terminal,Hardware,16,14336,Salesperson_10,Europe,CRM
O-501830,2024-07-09,C-3675,102,Analytics Suite,Software,5,1485,Salesperson_2,North America,CRM
O-501831,2024-04-26,C-2752,101,CRM Pro,Software,18,8442,Salesperson_8,Asia,CRM
O-501832,2024-03-10,C-2197,201,POS Terminal,Hardware,1,251,Salesperson_6,Asia,CRM
O-501833,2024-05-10,C-3665,101,CRM Pro,Software,5,1005,Salesperson_4,Europe,CRM
O-501834,2023-08-08,C-2267,102,Analytics Suite,Software,5,2295,Salesperson_6,Asia,CRM
O-501835,2023-12-21,C-1920,201,POS Terminal,Hardware,12,15648,Salesperson_9,North America,CRM
O-501836,2024-11-27,C-3021,101,CRM Pro,Software,3,2421,Salesperson_3,Asia,CRM
O-501837,2023-08-06,C-2417,201,POS Terminal,Hardware,10,13020,Salesperson_10,North America,CRM
O-501838,2024-09-12,C-1378,102,Analytics Suite,Software,11,5753,Salesperson_2,Europe,CRM
O-501839,2024-09-15,C-3584,101,CRM Pro,Software,3,2997,Salesperson_7,Asia,CRM
O-501840,2023-09-12,C-1603,101,CRM Pro,Software,6,2112,Salesperson_6,Europe,CRM
O-501841,2024-05-03,C-2797,101,CRM Pro,Software,13,16562,Salesperson_5,North America,CRM
O-501842,2024-04-20,C-3603,201,POS Terminal,Hardware,19,6688,Salesperson_10,Europe,CRM
O-501843,2023-12-21,C-3470,102,Analytics Suite,Software,2,2706,Salesperson_7,Asia,CRM
O-501844,2023-06-07,C-1935,101,CRM Pro,Software,12,15840,Salesperson_11,North America,CRM
O-501845,2024-05-22,C-1458,101,CRM Pro,Software,19,11761,Salesperson_9,North America,CRM
O-501846,2023-04-09,C-3474,102,Analytics Suite,Software,13,2652,Salesperson_11,North America,CRM
O-501847,2024-02-19,C-1919,102,Analytics Suite,Software,1,706,Salesperson_2,Europe,CRM
O-501848,2023-11-22,C-2821,102,Analytics Suite,Software,16,12784,Salesperson_8,North America,CRM
O-501849,2024-05-31,C-1141,102,Analytics Suite,Software,9,4995,Salesperson_2,Europe,CRM
O-501850,2023-05-21,C-1412,101,CRM Pro,Software,9,11808,Salesperson_10,Asia,CRM
O-501851,2023-10-31,C-2602,201,POS Terminal,Hardware,6,3210,Salesperson_1,North America,CRM
O-501852,2023-12-10,C-1659,101,CRM Pro,Software,14,3654,Salesperson_9,Europe,CRM
O-501853,2023-06-23,C-3416,102,Analytics Suite,Software,10,12470,Salesperson_1,Europe,CRM
O-501854,2023-04-14,C-3325,201,POS Terminal,Hardware,9,12096,Salesperson_2,Europe,CRM
O-501855,2023-09-28,C-2869,102,Analytics Suite,Software,17,14348,Salesperson_9,North America,CRM
O-501856,2023-08-05,C-3121,201,POS Terminal,Hardware,19,16587,Salesperson_1,Europe,CRM
O-501857,2024-01-26,C-1364,102,Analytics Suite,Software,17,9894,Salesperson_3,Europe,CRM
O-501858,2024-10-20,C-3953,101,CRM Pro,Software,2,2822,Salesperson_5,Europe,CRM
O-501859,2023-01-02,C-3544,201,POS Terminal,Hardware,20,10620,Salesperson_1,Asia,CRM
O-501860,2023-09-23,C-2562,201,POS Terminal,Hardware,14,10808,Salesperson_6,Europe,CRM
O-501861,2023-05-23,C-1647,101,CRM Pro,Software,16,12048,Salesperson_4,North America,CRM
O-501862,2023-06-06,C-1121,101,CRM Pro,Software,20,27560,Salesperson_7,North America,CRM
O-501863,2023-06-22,C-3464,102,Analytics Suite,Software,1,626,Salesperson_7,North America,CRM
O-501864,2024-10-04,C-2912,201,POS Terminal,Hardware,18,15534,Salesperson_1,Asia,CRM
O-501865,2024-01-10,C-3027,201,POS Terminal,Hardware,6,1272,Salesperson_4,North America,CRM
O-501866,2023-06-11,C-1652,102,Analytics Suite,Software,8,11144,Salesperson_6,North America,CRM
O-501867,2024-05-16,C-2479,102,Analytics Suite,Software,15,13305,Salesperson_6,Europe,CRM
O-501868,2024-06-01,C-1576,102,Analytics Suite,Software,4,1664,Salesperson_5,North America,CRM
O-501869,2023-08-02,C-1106,101,CRM Pro,Software,3,4029,Salesperson_6,Asia,CRM
O-501870,2024-01-30,C-1193,201,POS Terminal,Hardware,5,4680,Salesperson_9,Europe,CRM
O-501871,2023-12-18,C-1888,101,CRM Pro,Software,9,4257,Salesperson_2,Asia,CRM
O-501872,2024-01-23,C-3718,101,CRM Pro,Software,19,24757,Salesperson_2,North America,CRM
O-501873,2024-05-26,C-2540,101,CRM Pro,Software,5,1165,Salesperson_10,North America,CRM
O-501874,2024-01-14,C-1155,101,CRM Pro,Software,11,13211,Salesperson_3,North America,CRM
O-501875,2023-03-28,C-2387,102,Analytics Suite,Software,19,17233,Salesperson_2,North America,CRM
O-501876,2024-02-20,C-2388,101,CRM Pro,Software,16,16368,Salesperson_5,Europe,CRM
O-501877,2023-03-06,C-3385,101,CRM Pro,Software,17,13447,Salesperson_4,Asia,CRM
O-501878,2024-04-25,C-2338,101,CRM Pro,Software,19,11571,Salesperson_3,North America,CRM
O-501879,2024-09-16,C-1227,201,POS Terminal,Hardware,10,6230,Salesperson_9,Europe,CRM
O-501880,2024-07-14,C-3638,102,Analytics Suite,Software,8,10472,Salesperson_11,Asia,CRM
O-501881,2023-09-04,C-2041,201,POS Terminal,Hardware,14,11648,Salesperson_2,Asia,CRM
O-501882,2024-10-16,C-3466,102,Analytics Suite,Software,9,6507,Salesperson_9,Asia,CRM
O-501883,2024-03-20,C-3879,201,POS Terminal,Hardware,13,16809,Salesperson_9,Europe,CRM
O-501884,2024-11-13,C-2866,201,POS Terminal,Hardware,2,1926,Salesperson_8,Europe,CRM
O-501885,2023-06-27,C-2592,201,POS Terminal,Hardware,13,3367,Salesperson_7,Europe,CRM
O-501886,2024-10-12,C-2255,102,Analytics Suite,Software,19,15618,Salesperson_3,North America,CRM
O-501887,2024-12-22,C-2727,101,CRM Pro,Software,4,2600,Salesperson_4,Asia,CRM
O-501888,2023-11-21,C-1711,102,Analytics Suite,Software,20,11740,Salesperson_6,Europe,CRM
O-501889,2023-12-27,C-1338,102,Analytics Suite,Software,3,966,Salesperson_4,North America,CRM
O-501890,2024-11-07,C-3240,102,Analytics Suite,Software,15,7095,Salesperson_9,Asia,CRM
O-501891,2023-01-12,C-2756,101,CRM Pro,Software,2,1752,Salesperson_1,Asia,CRM
O-501892,2024-04-27,C-3812,102,Analytics Suite,Software,16,3536,Salesperson_1,Asia,CRM
O-501893,2024-12-13,C-1132,101,CRM Pro,Software,15,17535,Salesperson_9,Asia,CRM
O-501894,2023-03-01,C-3978,101,CRM Pro,Software,3,1086,Salesperson_10,Asia,CRM
O-501895,2024-03-26,C-1599,102,Analytics Suite,Software,1,835,Salesperson_4,North America,CRM
O-501896,2023-06-02,C-3770,201,POS Terminal,Hardware,19,15732,Salesperson_3,North America,CRM
O-501897,2024-02-09,C-3823,101,CRM Pro,Software,14,14392,Salesperson_2,Asia,CRM
O-501898,2024-09-11,C-3665,101,CRM Pro,Software,13,18642,Salesperson_5,Asia,CRM
O-501899,2024-07-13,C-1599,201,POS Terminal,Hardware,1,1365,Salesperson_7,Europe,CRM
O-501900,2024-08-19,C-1021,102,Analytics Suite,Software,3,1494,Salesperson_7,Asia,CRM
O-501901,2023-10-28,C-3361,102,Analytics Suite,Software,8,11688,Salesperson_2,Asia,CRM
O-501902,2023-01-02,C-2084,201,POS Terminal,Hardware,15,13425,Salesperson_1,Asia,CRM
O-501903,2023-01-13,C-3713,101,CRM Pro,Software,14,9716,Salesperson_4,Asia,CRM
O-501904,2024-12-18,C-1430,102,Analytics Suite,Software,3,4152,Salesperson_7,Europe,CRM
O-501905,2024-06-12,C-2526,102,Analytics Suite,Software,4,3436,Salesperson_11,Europe,CRM
O-501906,2023-09-09,C-3305,102,Analytics Suite,Software,10,11610,Salesperson_2,Asia,CRM
O-501907,2024-09-09,C-1931,201,POS Terminal,Hardware,1,1030,Salesperson_1,North America,CRM
O-501908,2023-08-17,C-3529,201,POS Terminal,Hardware,13,17446,Salesperson_5,North America,CRM
O-501909,2023-11-27,C-2001,201,POS Terminal,Hardware,4,1436,Salesperson_9,Europe,CRM
O-501910,2024-10-07,C-2875,101,CRM Pro,Software,4,3404,Salesperson_6,North America,CRM
O-501911,2023-06-22,C-1017,101,CRM Pro,Software,17,5593,Salesperson_9,Europe,CRM
O-501912,2024-01-17,C-2720,201,POS Terminal,Hardware,20,9380,Salesperson_7,North America,CRM
O-501913,2024-09-29,C-3596,102,Analytics Suite,Software,6,8040,Salesperson_4,North America,CRM
O-501914,2024-01-12,C-1169,101,CRM Pro,Software,9,10584,Salesperson_6,Europe,CRM
O-501915,2023-05-21,C-1287,201,POS Terminal,Hardware,17,12342,Salesperson_4,Asia,CRM
O-501916,2024-04-30,C-3112,101,CRM Pro,Software,14,18074,Salesperson_7,Europe,CRM
O-501917,2023-07-19,C-1892,201,POS Terminal,Hardware,15,12615,Salesperson_8,Asia,CRM
O-501918,2023-11-29,C-2004,102,Analytics Suite,Software,16,6608,Salesperson_7,Europe,CRM
O-501919,2023-06-23,C-3067,102,Analytics Suite,Software,19,4009,Salesperson_5,Asia,CRM
O-501920,2024-04-04,C-3257,201,POS Terminal,Hardware,5,3685,Salesperson_7,Asia,CRM
O-501921,2023-12-11,C-2877,201,POS Terminal,Hardware,19,5776,Salesperson_2,Europe,CRM
O-501922,2024-06-22,C-2052,201,POS Terminal,Hardware,5,2700,Salesperson_5,Europe,CRM
O-501923,2024-11-13,C-1623,101,CRM Pro,Software,17,24735,Salesperson_11,North America,CRM
O-501924,2024-06-11,C-3411,101,CRM Pro,Software,11,10725,Salesperson_6,Europe,CRM
O-501925,2023-06-27,C-2939,201,POS Terminal,Hardware,16,3968,Salesperson_8,Asia,CRM
O-501926,2024-07-05,C-2032,101,CRM Pro,Software,16,10144,Salesperson_8,Asia,CRM
O-501927,2023-10-09,C-1568,201,POS Terminal,Hardware,19,9367,Salesperson_2,Europe,CRM
O-501928,2023-11-10,C-3913,102,Analytics Suite,Software,9,6480,Salesperson_3,Europe,CRM
O-501929,2023-07-09,C-1565,101,CRM Pro,Software,19,19760,Salesperson_11,North America,CRM
O-501930,2024-10-11,C-1626,201,POS Terminal,Hardware,8,8208,Salesperson_3,Europe,CRM
O-501931,2024-02-15,C-2457,201,POS Terminal,Hardware,6,1416,Salesperson_8,Europe,CRM
O-501932,2023-08-22,C-1664,102,Analytics Suite,Software,6,7638,Salesperson_6,North America,CRM
O-501933,2024-03-10,C-2381,101,CRM Pro,Software,6,4458,Salesperson_3,Asia,CRM
O-501934,2024-09-08,C-3166,201,POS Terminal,Hardware,7,7644,Salesperson_11,Europe,CRM
O-501935,2023-04-18,C-1345,102,Analytics Suite,Software,3,873,Salesperson_11,North America,CRM
O-501936,2023-10-06,C-2269,101,CRM Pro,Software,18,19170,Salesperson_4,North America,CRM
O-501937,2023-08-30,C-1347,201,POS Terminal,Hardware,13,10101,Salesperson_5,Asia,CRM
O-501938,2023-04-02,C-1896,101,CRM Pro,Software,2,2574,Salesperson_11,Europe,CRM
O-501939,2023-08-20,C-2093,201,POS Terminal,Hardware,3,2745,Salesperson_1,Asia,CRM
O-501940,2023-12-06,C-3683,102,Analytics Suite,Software,20,22640,Salesperson_9,Europe,CRM
O-501941,2024-05-24,C-3784,101,CRM Pro,Software,3,1653,Salesperson_1,North America,CRM
O-501942,2023-10-22,C-3635,102,Analytics Suite,Software,3,4059,Salesperson_5,Europe,CRM
O-501943,2023-04-25,C-3523,201,POS Terminal,Hardware,14,8050,Salesperson_9,Europe,CRM
O-501944,2023-02-14,C-3918,101,CRM Pro,Software,9,11619,Salesperson_3,Europe,CRM
O-501945,2024-01-07,C-2760,201,POS Terminal,Hardware,9,3978,Salesperson_2,Europe,CRM
O-501946,2024-12-23,C-1701,101,CRM Pro,Software,10,10010,Salesperson_3,North America,CRM
O-501947,2024-11-23,C-3440,101,CRM Pro,Software,3,3756,Salesperson_11,North America,CRM
O-501948,2024-12-22,C-1218,102,Analytics Suite,Software,16,10384,Salesperson_1,Europe,CRM
O-501949,2024-06-28,C-2668,102,Analytics Suite,Software,1,859,Salesperson_8,North America,CRM
O-501950,2024-12-27,C-2214,101,CRM Pro,Software,3,1926,Salesperson_11,Asia,CRM
O-501951,2024-11-20,C-2226,101,CRM Pro,Software,13,17121,Salesperson_4,Asia,CRM
O-501952,2023-11-19,C-3970,101,CRM Pro,Software,12,4752,Salesperson_6,Europe,CRM
O-501953,2024-12-15,C-3157,201,POS Terminal,Hardware,9,10503,Salesperson_9,Europe,CRM
O-501954,2024-01-19,C-2339,101,CRM Pro,Software,14,17780,Salesperson_8,Asia,CRM
O-501955,2023-01-09,C-2254,102,Analytics Suite,Software,3,3564,Salesperson_7,North America,CRM
O-501956,2023-08-07,C-3706,102,Analytics Suite,Software,13,3003,Salesperson_4,Europe,CRM
O-501957,2023-11-28,C-3397,201,POS Terminal,Hardware,17,6120,Salesperson_8,North America,CRM
O-501958,2023-12-31,C-3162,201,POS Terminal,Hardware,15,22125,Salesperson_3,Europe,CRM
O-501959,2023-02-07,C-1335,201,POS Terminal,Hardware,5,2130,Salesperson_10,Asia,CRM
O-501960,2023-09-07,C-1557,102,Analytics Suite,Software,15,18600,Salesperson_3,Europe,CRM
O-501961,2023-03-10,C-2972,102,Analytics Suite,Software,6,5970,Salesperson_11,North America,CRM
O-501962,2024-05-02,C-1189,102,Analytics Suite,Software,3,1173,Salesperson_8,North America,CRM
O-501963,2023-10-12,C-2452,201,POS Terminal,Hardware,8,4072,Salesperson_9,North America,CRM
O-501964,2023-09-17,C-3263,101,CRM Pro,Software,6,6870,Salesperson_5,Asia,CRM
O-501965,2023-06-21,C-1323,101,CRM Pro,Software,15,16845,Salesperson_6,Europe,CRM
O-501966,2024-01-15,C-1450,101,CRM Pro,Software,17,6222,Salesperson_10,Europe,CRM
O-501967,2024-12-06,C-3891,102,Analytics Suite,Software,11,15048,Salesperson_4,Europe,CRM
O-501968,2023-10-21,C-1572,102,Analytics Suite,Software,1,1199,Salesperson_11,North America,CRM
O-501969,2024-02-22,C-2117,102,Analytics Suite,Software,18,22302,Salesperson_10,Asia,CRM
O-501970,2023-10-23,C-1798,102,Analytics Suite,Software,11,11407,Salesperson_11,North America,CRM
O-501971,2024-02-27,C-2695,101,CRM Pro,Software,14,4172,Salesperson_3,North America,CRM
O-501972,2024-04-13,C-3523,101,CRM Pro,Software,11,9438,Salesperson_11,North America,CRM
O-501973,2023-11-04,C-3630,201,POS Terminal,Hardware,11,4686,Salesperson_3,Asia,CRM
O-501974,2024-01-09,C-1305,201,POS Terminal,Hardware,18,4806,Salesperson_6,Europe,CRM
O-501975,2023-01-17,C-3410,102,Analytics Suite,Software,3,3183,Salesperson_6,Asia,CRM
O-501976,2024-12-07,C-2469,201,POS Terminal,Hardware,1,301,Salesperson_5,Europe,CRM
O-501977,2024-02-15,C-1313,102,Analytics Suite,Software,10,6270,Salesperson_7,Europe,CRM
O-501978,2024-04-15,C-3851,201,POS Terminal,Hardware,5,5795,Salesperson_11,Asia,CRM
O-501979,2023-04-13,C-3220,101,CRM Pro,Software,2,598,Salesperson_4,North America,CRM
