order_id,order_date,product_id,product_name,category,units,revenue,currency,region,salesperson,stage
O-601313,2024-12-28,102,Analytics Suite,Software,3,5283,USD,North America,Salesperson_8,Won
O-601314,2024-06-09,102,Analytics Suite,Software,12,1200600,JPY,Japan,Salesperson_9,Won
O-601315,2024-01-25,201,POS Terminal,Hardware,18,18954,GBP,UK,Salesperson_3,Won
O-601316,2024-05-27,102,Analytics Suite,Software,20,10287200,PKR,Pakistan,Salesperson_8,Won
O-601317,2024-02-18,201,POS Terminal,Hardware,5,2335,GBP,UK,Salesperson_8,Won
O-601318,2024-09-24,102,Analytics Suite,Software,2,1946,GBP,UK,Salesperson_9,Won
O-601319,2024-11-12,101,CRM Pro,Software,1,119550,JPY,Japan,Salesperson_6,Won
O-601320,2024-02-27,101,CRM Pro,Software,13,7852,USD,North America,Salesperson_6,Won
O-601321,2024-04-17,201,POS Terminal,Hardware,4,1784,EUR,Europe,Salesperson_5,Won
O-601322,2024-10-12,101,CRM Pro,Software,13,14092,USD,North America,Salesperson_2,Won
O-601323,2023-12-13,101,CRM Pro,Software,20,3337600,PKR,Pakistan,Salesperson_7,Won
O-601324,2023-11-15,101,CRM Pro,Software,5,2611000,PKR,Pakistan,Salesperson_1,Won
O-601325,2023-01-12,201,POS Terminal,Hardware,15,6600,GBP,UK,Salesperson_9,Won
O-601326,2023-01-19,101,CRM Pro,Software,18,3312,GBP,UK,Salesperson_8,Won
O-601327,2024-01-18,101,CRM Pro,Software,5,2686600,PKR,Pakistan,Salesperson_2,Won
O-601328,2024-10-31,101,CRM Pro,Software,19,11495,EUR,Europe,Salesperson_1,Won
O-601329,2023-06-05,201,POS Terminal,Hardware,9,12105,USD,North America,Salesperson_4,Won
O-601330,2024-07-08,201,POS Terminal,Hardware,11,14157,USD,North America,Salesperson_9,Won
O-601331,2023-02-21,201,POS Terminal,Hardware,8,10360,GBP,UK,Salesperson_9,Won
O-601332,2023-02-06,201,POS Terminal,Hardware,12,2125800,JPY,Japan,Salesperson_6,Won
O-601333,2024-11-22,201,POS Terminal,Hardware,8,3240,USD,North America,Salesperson_6,Won
O-601334,2024-02-19,201,POS Terminal,Hardware,3,2835,EUR,Europe,Salesperson_8,Won
O-601335,2023-10-31,102,Analytics Suite,Software,13,6744920,PKR,Pakistan,Salesperson_7,Won
O-601336,2023-04-25,101,CRM Pro,Software,5,3160,GBP,UK,Salesperson_2,Won
O-601337,2023-06-08,101,CRM Pro,Software,5,4090,EUR,Europe,Salesperson_2,Won
O-601338,2023-11-07,102,Analytics Suite,Software,18,31860,EUR,Europe,Salesperson_6,Won
O-601339,2023-07-13,102,Analytics Suite,Software,12,13188,EUR,Europe,Salesperson_1,Won
O-601340,2023-03-04,102,Analytics Suite,Software,9,2473200,JPY,Japan,Salesperson_2,Won
O-601341,2024-01-28,101,CRM Pro,Software,3,3060,EUR,Europe,Salesperson_8,Won
O-601342,2024-12-16,201,POS Terminal,Hardware,4,3124,GBP,UK,Salesperson_7,Won
O-601343,2024-02-27,102,Analytics Suite,Software,16,1912800,JPY,Japan,Salesperson_6,Won
O-601344,2024-05-01,102,Analytics Suite,Software,14,19292,EUR,Europe,Salesperson_1,Won
O-601345,2023-09-03,101,CRM Pro,Software,7,3241,EUR,Europe,Salesperson_9,Won
O-601346,2023-05-01,101,CRM Pro,Software,4,932,USD,North America,Salesperson_7,Won
O-601347,2023-11-21,201,POS Terminal,Hardware,11,20592,EUR,Europe,Salesperson_1,Won
O-601348,2024-11-30,101,CRM Pro,Software,9,2093850,JPY,Japan,Salesperson_5,Won
O-601349,2024-04-24,101,CRM Pro,Software,20,7540,GBP,UK,Salesperson_9,Won
O-601350,2023-11-02,201,POS Terminal,Hardware,13,3822,GBP,UK,Salesperson_5,Won
O-601351,2023-08-15,102,Analytics Suite,Software,3,234000,JPY,Japan,Salesperson_4,Won
O-601352,2024-07-05,101,CRM Pro,Software,10,14960,USD,North America,Salesperson_8,Won
O-601353,2024-03-15,101,CRM Pro,Software,1,58800,PKR,Pakistan,Salesperson_7,Won
O-601354,2023-10-08,201,POS Terminal,Hardware,7,1820,GBP,UK,Salesperson_1,Won
O-601355,2024-02-14,101,CRM Pro,Software,4,694200,JPY,Japan,Salesperson_9,Won
O-601356,2024-03-22,102,Analytics Suite,Software,12,16920,USD,North America,Salesperson_5,Won
O-601357,2024-06-01,101,CRM Pro,Software,15,6285,GBP,UK,Salesperson_5,Won
O-601358,2024-01-13,101,CRM Pro,Software,11,7909,EUR,Europe,Salesperson_3,Won
O-601359,2024-05-26,201,POS Terminal,Hardware,11,4678520,PKR,Pakistan,Salesperson_7,Won
O-601360,2024-08-07,201,POS Terminal,Hardware,19,21546,EUR,Europe,Salesperson_5,Won
O-601361,2024-12-21,102,Analytics Suite,Software,1,1160,GBP,UK,Salesperson_1,Won
O-601362,2023-12-29,101,CRM Pro,Software,14,23786,EUR,Europe,Salesperson_6,Won
O-601363,2024-12-28,102,Analytics Suite,Software,10,15540,GBP,UK,Salesperson_9,Won
O-601364,2024-09-02,201,POS Terminal,Hardware,5,1055,EUR,Europe,Salesperson_6,Won
O-601365,2023-11-15,201,POS Terminal,Hardware,2,2760,GBP,UK,Salesperson_3,Won
O-601366,2023-01-27,201,POS Terminal,Hardware,10,15240,GBP,UK,Salesperson_4,Won
O-601367,2023-07-17,201,POS Terminal,Hardware,11,10230,EUR,Europe,Salesperson_8,Won
O-601368,2023-06-09,201,POS Terminal,Hardware,8,5048,GBP,UK,Salesperson_9,Won
O-601369,2023-04-26,102,Analytics Suite,Software,20,9240,GBP,UK,Salesperson_5,Won
O-601370,2024-07-06,201,POS Terminal,Hardware,5,624750,JPY,Japan,Salesperson_1,Won
O-601371,2023-06-02,101,CRM Pro,Software,20,945000,JPY,Japan,Salesperson_9,Won
O-601372,2024-02-22,102,Analytics Suite,Software,5,2370,GBP,UK,Salesperson_4,Won
O-601373,2024-09-24,201,POS Terminal,Hardware,11,10967,GBP,UK,Salesperson_3,Won
O-601374,2024-08-23,201,POS Terminal,Hardware,1,372680,PKR,Pakistan,Salesperson_1,Won
O-601375,2023-10-10,102,Analytics Suite,Software,6,2704800,PKR,Pakistan,Salesperson_8,Won
O-601376,2024-03-31,101,CRM Pro,Software,19,8018,USD,North America,Salesperson_9,Won
O-601377,2024-02-01,201,POS Terminal,Hardware,6,1528800,PKR,Pakistan,Salesperson_1,Won
O-601378,2023-10-16,102,Analytics Suite,Software,3,135450,JPY,Japan,Salesperson_6,Won
O-601379,2024-11-25,101,CRM Pro,Software,14,12572,GBP,UK,Salesperson_1,Won
O-601380,2024-07-15,101,CRM Pro,Software,4,197400,JPY,Japan,Salesperson_2,Won
O-601381,2024-03-03,201,POS Terminal,Hardware,14,11144,GBP,UK,Salesperson_1,Won
O-601382,2024-08-28,101,CRM Pro,Software,17,4605300,JPY,Japan,Salesperson_7,Won
O-601383,2024-04-19,101,CRM Pro,Software,11,19877,USD,North America,Salesperson_9,Won
O-601384,2024-11-18,101,CRM Pro,Software,19,1296750,JPY,Japan,Salesperson_6,Won
O-601385,2023-10-10,201,POS Terminal,Hardware,2,1934,GBP,UK,Salesperson_6,Won
O-601386,2023-09-22,101,CRM Pro,Software,3,181350,JPY,Japan,Salesperson_2,Won
O-601387,2023-05-26,102,Analytics Suite,Software,16,2220000,JPY,Japan,Salesperson_1,Won
O-601388,2023-12-14,101,CRM Pro,Software,2,1876,EUR,Europe,Salesperson_3,Won
O-601389,2024-02-11,101,CRM Pro,Software,7,4620,GBP,UK,Salesperson_3,Won
O-601390,2024-04-09,101,CRM Pro,Software,5,2570,GBP,UK,Salesperson_7,Won
O-601391,2023-06-27,201,POS Terminal,Hardware,20,2736000,JPY,Japan,Salesperson_2,Won
O-601392,2024-04-05,101,CRM Pro,Software,14,9828,USD,North America,Salesperson_4,Won
O-601393,2023-08-22,201,POS Terminal,Hardware,12,3396,GBP,UK,Salesperson_6,Won
O-601394,2024-11-12,101,CRM Pro,Software,20,3537000,JPY,Japan,Salesperson_8,Won
O-601395,2024-05-08,201,POS Terminal,Hardware,12,19992,EUR,Europe,Salesperson_5,Won
O-601396,2023-06-01,101,CRM Pro,Software,10,17150,USD,North America,Salesperson_6,Won
O-601397,2023-12-27,201,POS Terminal,Hardware,1,166200,JPY,Japan,Salesperson_5,Won
O-601398,2023-04-08,102,Analytics Suite,Software,4,1868,EUR,Europe,Salesperson_2,Won
O-601399,2023-07-28,101,CRM Pro,Software,7,5880,GBP,UK,Salesperson_1,Won
O-601400,2024-11-16,102,Analytics Suite,Software,15,5820,USD,North America,Salesperson_3,Won
O-601401,2023-11-19,201,POS Terminal,Hardware,13,5529160,PKR,Pakistan,Salesperson_6,Won
O-601402,2023-10-28,201,POS Terminal,Hardware,3,4716,EUR,Europe,Salesperson_4,Won
O-601403,2024-06-26,201,POS Terminal,Hardware,4,5888,USD,North America,Salesperson_5,Won
O-601404,2024-05-04,101,CRM Pro,Software,8,5208,GBP,UK,Salesperson_3,Won
O-601405,2024-04-18,201,POS Terminal,Hardware,16,16576,USD,North America,Salesperson_2,Won
O-601406,2024-05-11,201,POS Terminal,Hardware,14,4774,GBP,UK,Salesperson_3,Won
O-601407,2024-09-26,102,Analytics Suite,Software,14,15190,USD,North America,Salesperson_3,Won
O-601408,2023-10-22,101,CRM Pro,Software,5,3135,EUR,Europe,Salesperson_6,Won
O-601409,2024-10-23,101,CRM Pro,Software,5,2210600,PKR,Pakistan,Salesperson_3,Won
O-601410,2024-02-09,102,Analytics Suite,Software,18,7061040,PKR,Pakistan,Salesperson_1,Won
O-601411,2024-09-03,201,POS Terminal,Hardware,19,19665,GBP,UK,Salesperson_9,Won
O-601412,2023-04-23,101,CRM Pro,Software,15,25275,USD,North America,Salesperson_4,Won
O-601413,2023-11-21,101,CRM Pro,Software,5,1365000,JPY,Japan,Salesperson_4,Won
O-601414,2024-12-12,101,CRM Pro,Software,16,8498560,PKR,Pakistan,Salesperson_8,Won
O-601415,2024-07-28,101,CRM Pro,Software,19,15143,EUR,Europe,Salesperson_8,Won
O-601416,2024-07-06,201,POS Terminal,Hardware,20,5706400,PKR,Pakistan,Salesperson_7,Won
O-601417,2024-12-16,101,CRM Pro,Software,18,1112400,JPY,Japan,Salesperson_1,Won
O-601418,2024-05-24,201,POS Terminal,Hardware,6,10728,EUR,Europe,Salesperson_3,Won
O-601419,2024-01-17,201,POS Terminal,Hardware,13,7839,USD,North America,Salesperson_3,Won
O-601420,2024-12-05,101,CRM Pro,Software,16,4742400,JPY,Japan,Salesperson_9,Won
O-601421,2024-12-31,102,Analytics Suite,Software,9,5067,GBP,UK,Salesperson_8,Won
O-601422,2023-04-11,101,CRM Pro,Software,1,157050,JPY,Japan,Salesperson_3,Won
O-601423,2024-04-24,102,Analytics Suite,Software,17,18717,USD,North America,Salesperson_3,Won
O-601424,2024-10-15,102,Analytics Suite,Software,9,5544,EUR,Europe,Salesperson_7,Won
O-601425,2024-02-18,201,POS Terminal,Hardware,17,2946440,PKR,Pakistan,Salesperson_1,Won
O-601426,2024-01-26,101,CRM Pro,Software,9,11061,GBP,UK,Salesperson_8,Won
O-601427,2024-09-16,101,CRM Pro,Software,19,31692,USD,North America,Salesperson_9,Won
O-601428,2024-02-16,102,Analytics Suite,Software,5,9000,USD,North America,Salesperson_3,Won
O-601429,2024-09-05,101,CRM Pro,Software,20,33120,USD,North America,Salesperson_2,Won
O-601430,2023-01-22,201,POS Terminal,Hardware,7,8596,EUR,Europe,Salesperson_4,Won
O-601431,2023-10-28,101,CRM Pro,Software,4,371400,JPY,Japan,Salesperson_7,Won
O-601432,2023-10-30,102,Analytics Suite,Software,13,16679,GBP,UK,Salesperson_4,Won
O-601433,2024-08-26,101,CRM Pro,Software,20,23420,EUR,Europe,Salesperson_3,Won
O-601434,2024-07-24,201,POS Terminal,Hardware,14,15204,GBP,UK,Salesperson_7,Won
O-601435,2024-03-22,102,Analytics Suite,Software,9,11385,USD,North America,Salesperson_7,Won
O-601436,2023-04-03,101,CRM Pro,Software,4,4504,GBP,UK,Salesperson_6,Won
O-601437,2023-12-07,102,Analytics Suite,Software,8,4976,EUR,Europe,Salesperson_8,Won
O-601438,2024-06-24,201,POS Terminal,Hardware,13,5187,GBP,UK,Salesperson_9,Won
O-601439,2024-06-28,101,CRM Pro,Software,20,984000,JPY,Japan,Salesperson_3,Won
O-601440,2023-12-17,102,Analytics Suite,Software,2,1720,USD,North America,Salesperson_9,Won
O-601441,2023-05-28,101,CRM Pro,Software,9,6174,EUR,Europe,Salesperson_4,Won
O-601442,2023-05-12,102,Analytics Suite,Software,2,3462,USD,North America,Salesperson_9,Won
O-601443,2024-07-11,101,CRM Pro,Software,16,16864,EUR,Europe,Salesperson_9,Won
O-601444,2023-07-02,101,CRM Pro,Software,11,2224200,JPY,Japan,Salesperson_5,Won
O-601445,2024-08-02,101,CRM Pro,Software,20,16820,EUR,Europe,Salesperson_4,Won
O-601446,2023-06-10,102,Analytics Suite,Software,5,3980,GBP,UK,Salesperson_7,Won
O-601447,2023-12-20,201,POS Terminal,Hardware,4,4548,EUR,Europe,Salesperson_2,Won
O-601448,2023-01-10,201,POS Terminal,Hardware,6,1163700,JPY,Japan,Salesperson_8,Won
O-601449,2023-12-31,201,POS Terminal,Hardware,9,11448,GBP,UK,Salesperson_5,Won
O-601450,2023-08-10,201,POS Terminal,Hardware,8,12648,GBP,UK,Salesperson_3,Won
O-601451,2023-12-31,102,Analytics Suite,Software,2,2788,EUR,Europe,Salesperson_4,Won
O-601452,2023-04-26,201,POS Terminal,Hardware,14,7279440,PKR,Pakistan,Salesperson_5,Won
O-601453,2024-09-13,201,POS Terminal,Hardware,17,3232040,PKR,Pakistan,Salesperson_5,Won
O-601454,2024-09-04,102,Analytics Suite,Software,14,24486,USD,North America,Salesperson_2,Won
O-601455,2024-08-30,201,POS Terminal,Hardware,18,4557600,JPY,Japan,Salesperson_1,Won
O-601456,2023-04-04,102,Analytics Suite,Software,15,1545600,PKR,Pakistan,Salesperson_9,Won
O-601457,2024-04-12,201,POS Terminal,Hardware,17,20400,USD,North America,Salesperson_6,Won
O-601458,2023-10-30,101,CRM Pro,Software,3,5031,EUR,Europe,Salesperson_3,Won
O-601459,2024-02-28,102,Analytics Suite,Software,16,5035520,PKR,Pakistan,Salesperson_5,Won
O-601460,2023-11-30,201,POS Terminal,Hardware,10,2047500,JPY,Japan,Salesperson_5,Won
O-601461,2024-06-13,102,Analytics Suite,Software,6,10542,EUR,Europe,Salesperson_2,Won
O-601462,2024-06-06,201,POS Terminal,Hardware,19,2602050,JPY,Japan,Salesperson_1,Won
O-601463,2024-08-16,101,CRM Pro,Software,19,10012240,PKR,Pakistan,Salesperson_5,Won
O-601464,2024-08-08,201,POS Terminal,Hardware,15,5161800,PKR,Pakistan,Salesperson_1,Won
O-601465,2023-04-03,201,POS Terminal,Hardware,6,11052,USD,North America,Salesperson_4,Won
O-601466,2023-08-18,102,Analytics Suite,Software,6,4656,EUR,Europe,Salesperson_7,Won
O-601467,2024-01-16,102,Analytics Suite,Software,13,18213,EUR,Europe,Salesperson_3,Won
O-601468,2023-12-26,101,CRM Pro,Software,2,1012480,PKR,Pakistan,Salesperson_3,Won
O-601469,2024-04-01,102,Analytics Suite,Software,17,22338,EUR,Europe,Salesperson_2,Won
O-601470,2024-04-26,201,POS Terminal,Hardware,19,12673,USD,North America,Salesperson_7,Won
O-601471,2023-11-27,102,Analytics Suite,Software,20,2307200,PKR,Pakistan,Salesperson_5,Won
O-601472,2024-09-05,201,POS Terminal,Hardware,13,569400,JPY,Japan,Salesperson_4,Won
O-601473,2024-01-20,102,Analytics Suite,Software,9,2498850,JPY,Japan,Salesperson_3,Won
O-601474,2024-08-04,102,Analytics Suite,Software,4,1820,EUR,Europe,Salesperson_9,Won
O-601475,2024-07-30,102,Analytics Suite,Software,9,1540350,JPY,Japan,Salesperson_7,Won
O-601476,2023-09-22,201,POS Terminal,Hardware,12,1791000,JPY,Japan,Salesperson_2,Won
O-601477,2023-08-06,201,POS Terminal,Hardware,13,22724,USD,North America,Salesperson_2,Won
O-601478,2024-06-06,201,POS Terminal,Hardware,5,6390,GBP,UK,Salesperson_5,Won
O-601479,2024-08-14,102,Analytics Suite,Software,10,1390500,JPY,Japan,Salesperson_7,Won
O-601480,2023-11-13,102,Analytics Suite,Software,11,16357,EUR,Europe,Salesperson_9,Won
O-601481,2023-12-19,201,POS Terminal,Hardware,17,3179680,PKR,Pakistan,Salesperson_8,Won
O-601482,2024-08-05,102,Analytics Suite,Software,12,14592,EUR,Europe,Salesperson_9,Won
O-601483,2023-04-08,102,Analytics Suite,Software,11,5679520,PKR,Pakistan,Salesperson_9,Won
O-601484,2024-10-25,101,CRM Pro,Software,10,19000,EUR,Europe,Salesperson_2,Won
O-601485,2024-10-30,201,POS Terminal,Hardware,5,2655,GBP,UK,Salesperson_7,Won
O-601486,2024-11-16,102,Analytics Suite,Software,18,22644,GBP,UK,Salesperson_2,Won
O-601487,2023-03-21,201,POS Terminal,Hardware,6,1264500,JPY,Japan,Salesperson_9,Won
O-601488,2023-05-17,101,CRM Pro,Software,3,375300,JPY,Japan,Salesperson_5,Won
O-601489,2024-07-07,201,POS Terminal,Hardware,10,2115000,JPY,Japan,Salesperson_9,Won
O-601490,2023-11-08,201,POS Terminal,Hardware,4,2448,USD,North America,Salesperson_8,Won
O-601491,2023-05-14,101,CRM Pro,Software,15,19950,EUR,Europe,Salesperson_5,Won
O-601492,2024-02-13,101,CRM Pro,Software,12,15540,USD,North America,Salesperson_8,Won
O-601493,2024-10-27,102,Analytics Suite,Software,6,4584,GBP,UK,Salesperson_2,Won
O-601494,2023-04-01,201,POS Terminal,Hardware,8,2080,USD,North America,Salesperson_4,Won
O-601495,2023-03-06,101,CRM Pro,Software,15,4632600,PKR,Pakistan,Salesperson_9,Won
O-601496,2024-12-04,102,Analytics Suite,Software,14,7350,EUR,Europe,Salesperson_7,Won
O-601497,2024-08-27,101,CRM Pro,Software,1,298200,PKR,Pakistan,Salesperson_5,Won
O-601498,2024-05-02,102,Analytics Suite,Software,11,18425,EUR,Europe,Salesperson_5,Won
O-601499,2023-05-28,201,POS Terminal,Hardware,11,2684,GBP,UK,Salesperson_1,Won
O-601500,2023-03-03,102,Analytics Suite,Software,17,9362920,PKR,Pakistan,Salesperson_5,Won
O-601501,2024-01-13,201,POS Terminal,Hardware,3,4752,GBP,UK,Salesperson_3,Won
O-601502,2024-05-08,102,Analytics Suite,Software,3,717,USD,North America,Salesperson_3,Won
O-601503,2024-08-02,101,CRM Pro,Software,16,5985280,PKR,Pakistan,Salesperson_8,Won
O-601504,2024-02-21,102,Analytics Suite,Software,18,14382,EUR,Europe,Salesperson_9,Won
O-601505,2023-09-01,101,CRM Pro,Software,15,2650500,JPY,Japan,Salesperson_1,Won
O-601506,2023-06-21,201,POS Terminal,Hardware,7,9072,USD,North America,Salesperson_2,Won
O-601507,2023-06-16,201,POS Terminal,Hardware,15,24615,USD,North America,Salesperson_9,Won
O-601508,2023-04-28,201,POS Terminal,Hardware,4,3992,USD,North America,Salesperson_6,Won
O-601509,2024-08-21,101,CRM Pro,Software,19,29013,USD,North America,Salesperson_7,Won
O-601510,2024-07-19,201,POS Terminal,Hardware,3,2304,GBP,UK,Salesperson_1,Won
O-601511,2024-01-13,101,CRM Pro,Software,2,631120,PKR,Pakistan,Salesperson_5,Won
O-601512,2023-07-15,101,CRM Pro,Software,8,10640,EUR,Europe,Salesperson_5,Won
O-601513,2023-09-16,101,CRM Pro,Software,9,2150550,JPY,Japan,Salesperson_3,Won
O-601514,2023-04-01,201,POS Terminal,Hardware,9,11808,EUR,Europe,Salesperson_6,Won
O-601515,2023-06-04,102,Analytics Suite,Software,7,9359,GBP,UK,Salesperson_5,Won
O-601516,2023-11-27,102,Analytics Suite,Software,7,2869440,PKR,Pakistan,Salesperson_7,Won
O-601517,2024-04-25,201,POS Terminal,Hardware,15,6686400,PKR,Pakistan,Salesperson_5,Won
O-601518,2024-03-03,201,POS Terminal,Hardware,8,754880,PKR,Pakistan,Salesperson_3,Won
O-601519,2024-12-26,102,Analytics Suite,Software,19,26220,GBP,UK,Salesperson_1,Won
O-601520,2023-07-25,102,Analytics Suite,Software,17,8149120,PKR,Pakistan,Salesperson_1,Won
O-601521,2023-08-02,201,POS Terminal,Hardware,4,7088,USD,North America,Salesperson_2,Won
O-601522,2023-08-11,101,CRM Pro,Software,14,18480,GBP,UK,Salesperson_4,Won
O-601523,2023-10-07,101,CRM Pro,Software,5,2520,GBP,UK,Salesperson_3,Won
O-601524,2024-12-21,102,Analytics Suite,Software,15,3973200,PKR,Pakistan,Salesperson_6,Won
O-601525,2023-12-21,101,CRM Pro,Software,9,326700,JPY,Japan,Salesperson_7,Won
O-601526,2023-06-19,101,CRM Pro,Software,18,2926800,JPY,Japan,Salesperson_3,Won
O-601527,2023-06-28,102,Analytics Suite,Software,1,192640,PKR,Pakistan,Salesperson_9,Won
O-601528,2023-12-03,102,Analytics Suite,Software,13,782600,PKR,Pakistan,Salesperson_1,Won
O-601529,2024-01-11,201,POS Terminal,Hardware,19,19076,USD,North America,Salesperson_8,Won
O-601530,2023-02-28,201,POS Terminal,Hardware,3,2724,GBP,UK,Salesperson_1,Won
O-601531,2024-09-22,201,POS Terminal,Hardware,10,2791600,PKR,Pakistan,Salesperson_3,Won
O-601532,2024-04-27,101,CRM Pro,Software,4,716,GBP,UK,Salesperson_7,Won
O-601533,2023-06-24,102,Analytics Suite,Software,7,2079,EUR,Europe,Salesperson_9,Won
O-601534,2024-01-10,201,POS Terminal,Hardware,2,199500,JPY,Japan,Salesperson_1,Won
O-601535,2023-12-31,102,Analytics Suite,Software,2,1050,USD,North America,Salesperson_3,Won
O-601536,2023-04-24,201,POS Terminal,Hardware,11,2864400,JPY,Japan,Salesperson_2,Won
O-601537,2024-07-10,101,CRM Pro,Software,2,1068,EUR,Europe,Salesperson_3,Won
O-601538,2024-06-11,201,POS Terminal,Hardware,16,28624,EUR,Europe,Salesperson_2,Won
O-601539,2024-05-22,101,CRM Pro,Software,7,1987650,JPY,Japan,Salesperson_7,Won
O-601540,2023-09-13,102,Analytics Suite,Software,1,227,EUR,Europe,Salesperson_3,Won
O-601541,2023-03-27,101,CRM Pro,Software,6,1494,EUR,Europe,Salesperson_4,Won
O-601542,2024-03-30,102,Analytics Suite,Software,4,399600,JPY,Japan,Salesperson_8,Won
O-601543,2023-12-25,201,POS Terminal,Hardware,8,8336,EUR,Europe,Salesperson_5,Won
O-601544,2024-08-17,101,CRM Pro,Software,5,492800,PKR,Pakistan,Salesperson_5,Won
O-601545,2023-05-17,201,POS Terminal,Hardware,8,8336,EUR,Europe,Salesperson_2,Won
O-601546,2023-06-14,102,Analytics Suite,Software,20,9340,USD,North America,Salesperson_4,Won
O-601547,2023-03-07,101,CRM Pro,Software,1,1076,EUR,Europe,Salesperson_3,Won
O-601548,2024-03-31,102,Analytics Suite,Software,8,2342400,JPY,Japan,Salesperson_5,Won
O-601549,2024-04-15,102,Analytics Suite,Software,19,18449,USD,North America,Salesperson_2,Won
O-601550,2023-03-22,201,POS Terminal,Hardware,19,3420,GBP,UK,Salesperson_5,Won
O-601551,2024-09-04,101,CRM Pro,Software,5,1633800,PKR,Pakistan,Salesperson_1,Won
O-601552,2024-01-07,101,CRM Pro,Software,10,3323600,PKR,Pakistan,Salesperson_1,Won
O-601553,2023-09-16,201,POS Terminal,Hardware,12,19032,EUR,Europe,Salesperson_8,Won
O-601554,2024-04-09,101,CRM Pro,Software,18,5356800,JPY,Japan,Salesperson_2,Won
O-601555,2023-08-18,201,POS Terminal,Hardware,7,7574,USD,North America,Salesperson_6,Won
O-601556,2024-05-07,201,POS Terminal,Hardware,3,1525440,PKR,Pakistan,Salesperson_2,Won
O-601557,2023-05-06,101,CRM Pro,Software,5,5025,EUR,Europe,Salesperson_1,Won
O-601558,2024-07-01,201,POS Terminal,Hardware,12,13596,GBP,UK,Salesperson_8,Won
O-601559,2024-08-03,102,Analytics Suite,Software,5,3070,EUR,Europe,Salesperson_8,Won
O-601560,2023-11-08,101,CRM Pro,Software,6,5364,USD,North America,Salesperson_5,Won
O-601561,2023-03-01,201,POS Terminal,Hardware,1,1323,GBP,UK,Salesperson_4,Won
O-601562,2024-01-07,201,POS Terminal,Hardware,10,13590,EUR,Europe,Salesperson_7,Won
O-601563,2023-08-11,201,POS Terminal,Hardware,5,1358250,JPY,Japan,Salesperson_9,Won
O-601564,2024-09-12,101,CRM Pro,Software,17,1147160,PKR,Pakistan,Salesperson_6,Won
O-601565,2024-03-07,101,CRM Pro,Software,4,4284,EUR,Europe,Salesperson_1,Won
O-601566,2023-10-06,102,Analytics Suite,Software,4,873600,PKR,Pakistan,Salesperson_6,Won
O-601567,2023-05-07,101,CRM Pro,Software,15,5715,EUR,Europe,Salesperson_1,Won
O-601568,2023-01-08,201,POS Terminal,Hardware,8,12800,EUR,Europe,Salesperson_7,Won
O-601569,2024-10-06,201,POS Terminal,Hardware,8,757120,PKR,Pakistan,Salesperson_6,Won
O-601570,2023-08-16,101,CRM Pro,Software,13,13065,GBP,UK,Salesperson_2,Won
O-601571,2023-05-28,201,POS Terminal,Hardware,8,6576,EUR,Europe,Salesperson_5,Won
O-601572,2024-10-22,201,POS Terminal,Hardware,1,270750,JPY,Japan,Salesperson_5,Won
O-601573,2024-05-12,102,Analytics Suite,Software,16,29760,USD,North America,Salesperson_1,Won
O-601574,2023-07-19,102,Analytics Suite,Software,15,19575,USD,North America,Salesperson_2,Won
O-601575,2023-11-08,201,POS Terminal,Hardware,7,1528800,PKR,Pakistan,Salesperson_7,Won
O-601576,2024-07-13,102,Analytics Suite,Software,5,240000,JPY,Japan,Salesperson_5,Won
O-601577,2024-05-01,201,POS Terminal,Hardware,14,10668,USD,North America,Salesperson_7,Won
O-601578,2023-05-29,101,CRM Pro,Software,9,2207250,JPY,Japan,Salesperson_9,Won
O-601579,2023-04-20,101,CRM Pro,Software,7,5733,GBP,UK,Salesperson_9,Won
O-601580,2024-11-24,201,POS Terminal,Hardware,10,6080,EUR,Europe,Salesperson_4,Won
O-601581,2023-08-01,101,CRM Pro,Software,12,15168,GBP,UK,Salesperson_8,Won
O-601582,2023-04-09,201,POS Terminal,Hardware,2,412800,JPY,Japan,Salesperson_7,Won
O-601583,2023-05-07,102,Analytics Suite,Software,4,4692,USD,North America,Salesperson_7,Won
O-601584,2024-07-10,101,CRM Pro,Software,13,2928900,JPY,Japan,Salesperson_2,Won
O-601585,2023-08-10,102,Analytics Suite,Software,15,12300,GBP,UK,Salesperson_4,Won
O-601586,2024-07-18,101,CRM Pro,Software,16,15120,GBP,UK,Salesperson_7,Won
O-601587,2024-06-24,201,POS Terminal,Hardware,19,20140,GBP,UK,Salesperson_1,Won
O-601588,2024-05-27,101,CRM Pro,Software,14,3122700,JPY,Japan,Salesperson_7,Won
O-601589,2024-07-28,201,POS Terminal,Hardware,19,27740,USD,North America,Salesperson_3,Won
O-601590,2024-03-21,102,Analytics Suite,Software,6,900480,PKR,Pakistan,Salesperson_1,Won
O-601591,2023-02-19,201,POS Terminal,Hardware,7,9863,GBP,UK,Salesperson_7,Won
O-601592,2024-05-17,101,CRM Pro,Software,5,2615200,PKR,Pakistan,Salesperson_7,Won
O-601593,2023-04-08,201,POS Terminal,Hardware,10,18270,USD,North America,Salesperson_3,Won
O-601594,2023-09-02,201,POS Terminal,Hardware,17,19261,USD,North America,Salesperson_2,Won
O-601595,2023-05-05,201,POS Terminal,Hardware,4,2488,USD,North America,Salesperson_8,Won
O-601596,2024-05-05,101,CRM Pro,Software,16,21184,GBP,UK,Salesperson_4,Won
