order_id,opportunity_id,customer_id,lead_date,close_date,order_date,revenue,units,product_id,product_name,category,salesperson,region,channel,stage,is_returning
O-101181,OPP-201181,C-4312,2023-09-04,,,7350.0,15.0,201,POS Terminal,Hardware,Salesperson_10,North America,,Lead,True
O-101182,OPP-201182,C-4774,2023-05-15,2023-06-03,2023-06-03,,3.0,102,Analytics Suite,Software,Salesperson_2,Asia,Partner,Won,False
O-101183,OPP-201183,C-3099,2024-01-03,2024-01-23,2024-01-23,3640.0,13.0,201,POS Terminal,Hardware,,Asia,Outbound,Won,True
O-101184,OPP-201184,C-1354,2024-04-13,2024-05-02,2024-05-02,654.0,3.0,102,Analytics Suite,Software,Salesperson_2,Asia,Partner,Lost,False
O-101185,OPP-201185,C-3006,2023-10-02,2023-10-21,2023-10-21,4062.0,3.0,101,CRM Pro,Software,,Europe,Inbound,Lead,True
O-101186,OPP-201186,C-2505,2024-12-11,2024-12-24,2024-12-24,,8.0,201,POS Terminal,Hardware,Salesperson_1,Asia,Inbound,Lost,False
O-101187,OPP-201187,C-3088,2023-01-16,2023-02-01,2023-02-01,,5.0,103,Sales Booster,Software,Salesperson_6,North America,Inbound,Lost,False
O-101188,OPP-201188,C-1781,2024-11-25,2024-12-02,2024-12-02,,11.0,101,CRM Pro,Software,Salesperson_3,Asia,Outbound,Qualified,True
O-101189,OPP-201189,C-2737,2024-09-01,2024-09-19,2024-09-19,6822.0,6.0,101,CRM Pro,Software,Salesperson_5,North America,,Lost,False
O-101190,OPP-201190,C-4443,2023-12-12,,,7644.0,13.0,102,Analytics Suite,Software,Salesperson_10,Europe,,Qualified,False
O-101191,OPP-201191,C-4493,2023-02-08,,,7085.0,5.0,101,CRM Pro,Software,,North America,Partner,Qualified,False
,OPP-201192,C-2677,2023-03-30,2023-04-19,,1765.0,,102,Analytics Suite,Software,Salesperson_5,North America,,Lost,False
,OPP-201193,C-1868,2024-04-13,2024-05-07,2024-05-07,,9.0,103,Sales Booster,Software,Salesperson_4,Asia,Inbound,Won,True
O-101194,OPP-201194,C-4894,2023-07-17,2023-08-11,2023-08-11,,,201,POS Terminal,Hardware,Salesperson_10,Asia,Outbound,Won,True
O-101195,OPP-201195,C-3475,2023-09-23,2023-10-18,2023-10-18,11640.0,15.0,103,Sales Booster,Software,Salesperson_1,Asia,Partner,Won,True
O-101196,OPP-201196,C-1941,2023-03-10,2023-03-25,2023-03-25,5088.0,12.0,103,Sales Booster,Software,Salesperson_10,Europe,Outbound,Lead,True
O-101197,OPP-201197,C-1534,2023-08-27,2023-09-01,2023-09-01,6445.0,5.0,101,CRM Pro,Software,Salesperson_4,North America,Outbound,Lost,False
,OPP-201198,C-2871,2023-02-06,,,,12.0,201,POS Terminal,Hardware,Salesperson_5,Europe,Outbound,Lost,False
O-101199,OPP-201199,C-2001,2024-07-23,2024-08-17,2024-08-17,8810.0,10.0,102,Analytics Suite,Software,Salesperson_3,Asia,Inbound,Lead,True
,OPP-201200,C-2692,2023-07-05,2023-07-24,2023-07-24,13574.0,11.0,201,POS Terminal,Hardware,Salesperson_4,North America,Outbound,Qualified,False
O-101201,OPP-201201,C-3380,2024-08-10,2024-08-30,,4500.0,5.0,103,Sales Booster,Software,Salesperson_3,North America,,Lead,False
O-101202,OPP-201202,C-2079,2023-05-11,2023-06-04,2023-06-04,14220.0,10.0,103,Sales Booster,Software,Salesperson_6,Europe,Outbound,Lost,False
O-101203,OPP-201203,C-1094,2023-08-02,2023-08-09,2023-08-09,8415.0,15.0,201,POS Terminal,Hardware,Salesperson_10,Europe,Outbound,Qualified,False
O-101204,OPP-201204,C-2986,2023-05-14,2023-05-21,2023-05-21,1698.0,6.0,101,CRM Pro,Software,Salesperson_6,Europe,Outbound,Lost,True
O-101205,OPP-201205,C-1316,2024-01-16,2024-02-09,2024-02-09,3572.0,4.0,102,Analytics Suite,Software,Salesperson_8,Asia,Partner,Won,False
O-101206,OPP-201206,C-3925,2024-07-10,2024-07-16,2024-07-16,,10.0,101,CRM Pro,Software,Salesperson_8,North America,Outbound,Lost,False
O-101207,OPP-201207,C-1103,2024-06-25,2024-07-03,2024-07-03,1330.0,5.0,103,Sales Booster,Software,,North America,Partner,Won,True
O-101208,OPP-201208,C-3553,2024-07-28,2024-08-07,2024-08-07,2826.0,2.0,201,POS Terminal,Hardware,Salesperson_8,Europe,Partner,Lead,True
O-101209,OPP-201209,C-3078,2023-04-24,,,2200.0,10.0,102,Analytics Suite,Software,,Asia,,Qualified,
O-101210,OPP-201210,C-2586,2024-02-21,2024-03-10,2024-03-10,15613.0,13.0,102,Analytics Suite,Software,Salesperson_1,North America,Partner,Won,False
O-101211,OPP-201211,C-2422,2023-10-15,2023-10-31,2023-10-31,3970.0,10.0,103,Sales Booster,Software,Salesperson_1,North America,Partner,Lost,True
,OPP-201212,C-4167,2023-12-29,2024-01-22,2024-01-22,12672.0,12.0,101,CRM Pro,Software,Salesperson_8,Asia,Outbound,Qualified,False
O-101213,OPP-201213,C-1054,2024-03-22,,,1493.0,,103,Sales Booster,Software,,North America,Partner,Won,False
O-101214,OPP-201214,C-4468,2023-02-22,,,10790.0,10.0,101,CRM Pro,Software,Salesperson_4,North America,Inbound,Lost,True
O-101215,OPP-201215,C-4941,2023-11-15,2023-12-01,2023-12-01,,14.0,201,POS Terminal,Hardware,,Asia,Partner,Won,True
,OPP-201216,C-2578,2023-07-30,,,,8.0,103,Sales Booster,Software,Salesperson_10,North America,Partner,Qualified,False
O-101217,OPP-201217,C-2855,2024-05-05,2024-05-13,2024-05-13,16796.0,13.0,201,POS Terminal,Hardware,Salesperson_9,Asia,Inbound,Qualified,False
O-101218,OPP-201218,C-4426,2023-08-06,2023-08-16,2023-08-16,590.0,2.0,103,Sales Booster,Software,Salesperson_1,Europe,Outbound,Qualified,True
O-101219,OPP-201219,C-3273,2023-01-23,2023-02-01,,534.0,3.0,102,Analytics Suite,Software,Salesperson_4,North America,Partner,Lost,True
O-101220,OPP-201220,C-3712,2023-09-13,2023-10-04,2023-10-04,,9.0,101,CRM Pro,Software,Salesperson_8,Asia,,Lead,
O-101221,OPP-201221,C-3402,2023-05-28,,,4475.0,5.0,201,POS Terminal,Hardware,Salesperson_2,North America,,Qualified,False
O-101222,OPP-201222,C-2407,2023-02-06,2023-02-20,2023-02-20,16520.0,14.0,103,Sales Booster,Software,Salesperson_6,Asia,Partner,Lost,True
O-101223,OPP-201223,C-4695,2023-01-14,,,5448.0,4.0,102,Analytics Suite,Software,,Europe,,Won,False
O-101224,OPP-201224,C-1780,2023-06-13,2023-06-19,2023-06-19,,13.0,102,Analytics Suite,Software,Salesperson_7,Europe,,Qualified,True
O-101225,OPP-201225,C-3807,2023-11-02,,,12909.0,13.0,201,POS Terminal,Hardware,Salesperson_2,North America,Inbound,Lead,
O-101226,OPP-201226,C-2898,2023-12-04,2023-12-17,2023-12-17,10332.0,9.0,103,Sales Booster,Software,Salesperson_5,Asia,Inbound,Qualified,False
O-101227,OPP-201227,C-2431,2023-12-25,2024-01-11,2024-01-11,1167.0,1.0,101,CRM Pro,Software,Salesperson_2,Europe,Outbound,Lost,True
O-101228,OPP-201228,C-4926,2023-07-06,,,7068.0,12.0,103,Sales Booster,Software,Salesperson_1,Europe,Partner,Qualified,True
O-101229,OPP-201229,C-2187,2023-12-25,,,899.0,,102,Analytics Suite,Software,Salesperson_2,Europe,,Lead,True
O-101230,OPP-201230,C-4289,2024-07-09,2024-08-02,2024-08-02,13176.0,9.0,101,CRM Pro,Software,Salesperson_10,Asia,Partner,Lost,False
O-101231,OPP-201231,C-3587,2023-06-09,2023-06-26,2023-06-26,6566.0,7.0,101,CRM Pro,Software,Salesperson_1,Asia,Inbound,Won,False
,OPP-201232,C-1839,2023-04-16,2023-05-10,2023-05-10,1514.0,2.0,102,Analytics Suite,Software,Salesperson_8,Europe,,Won,True
O-101233,OPP-201233,C-1066,2024-08-27,2024-09-11,2024-09-11,737.0,1.0,101,CRM Pro,Software,Salesperson_8,Asia,Outbound,Qualified,True
O-101234,OPP-201234,C-4385,2024-04-11,,,12780.0,12.0,102,Analytics Suite,Software,Salesperson_7,North America,Partner,Qualified,True
O-101235,OPP-201235,C-4074,2024-05-19,2024-05-30,2024-05-30,,2.0,101,CRM Pro,Software,Salesperson_1,North America,Partner,Lead,True
O-101236,OPP-201236,C-2795,2023-08-03,2023-08-13,2023-08-13,20846.0,14.0,101,CRM Pro,Software,Salesperson_1,Europe,Partner,Lost,False
O-101237,OPP-201237,C-3720,2024-04-26,2024-05-03,2024-05-03,8154.0,6.0,103,Sales Booster,Software,Salesperson_4,Europe,Partner,Lost,False
O-101238,OPP-201238,C-2484,2024-12-30,,,,1.0,102,Analytics Suite,Software,Salesperson_1,North America,Outbound,Won,True
O-101239,OPP-201239,C-2199,2023-07-17,,,,5.0,103,Sales Booster,Software,Salesperson_9,Europe,Inbound,Lead,False
O-101240,OPP-201240,C-1001,2024-01-22,2024-02-12,2024-02-12,7470.0,5.0,102,Analytics Suite,Software,,Europe,,Qualified,True
O-101241,OPP-201241,C-2034,2024-11-03,2024-11-25,2024-11-25,18676.0,14.0,101,CRM Pro,Software,,North America,Partner,Won,True
O-101242,OPP-201242,C-2867,2024-02-04,,,10373.0,11.0,102,Analytics Suite,Software,Salesperson_6,Europe,Inbound,Lead,False
O-101243,OPP-201243,C-2789,2024-09-02,,,,10.0,101,CRM Pro,Software,Salesperson_4,Europe,Inbound,Lead,False
O-101244,OPP-201244,C-4445,2024-03-14,2024-03-20,2024-03-20,,7.0,201,POS Terminal,Hardware,Salesperson_6,Asia,Inbound,Lead,False
O-101245,OPP-201245,C-1192,2024-07-20,2024-08-02,2024-08-02,2252.0,2.0,102,Analytics Suite,Software,Salesperson_4,North America,Inbound,Lost,False
O-101246,OPP-201246,C-2769,2023-01-24,2023-02-09,2023-02-09,,11.0,101,CRM Pro,Software,Salesperson_5,North America,Outbound,Lead,True
O-101247,OPP-201247,C-1232,2024-01-30,,,4185.0,15.0,103,Sales Booster,Software,Salesperson_7,Europe,Outbound,Qualified,
O-101248,OPP-201248,C-4371,2024-05-16,2024-05-23,2024-05-23,372.0,1.0,102,Analytics Suite,Software,Salesperson_6,Europe,Partner,Won,True
O-101249,OPP-201249,C-4630,2023-04-24,2023-05-01,2023-05-01,8052.0,6.0,201,POS Terminal,Hardware,Salesperson_2,Europe,Outbound,Won,True
,OPP-201250,C-3210,2023-06-21,,,,6.0,101,CRM Pro,Software,Salesperson_4,Asia,Inbound,Qualified,False
O-101251,OPP-201251,C-1261,2023-12-15,2024-01-09,2024-01-09,5952.0,8.0,201,POS Terminal,Hardware,Salesperson_8,North America,Partner,Lead,True
O-101252,OPP-201252,C-3309,2024-07-16,2024-07-21,2024-07-21,,15.0,102,Analytics Suite,Software,Salesperson_3,Asia,,Won,False
O-101253,OPP-201253,C-4184,2023-02-15,2023-03-08,2023-03-08,1525.0,5.0,103,Sales Booster,Software,Salesperson_8,Europe,,Lost,False
O-101254,OPP-201254,C-3535,2024-11-18,2024-11-26,2024-11-26,,,103,Sales Booster,Software,Salesperson_2,Asia,,Lost,True
O-101255,OPP-201255,C-2870,2023-05-13,2023-05-24,2023-05-24,2142.0,14.0,201,POS Terminal,Hardware,Salesperson_3,Asia,Partner,Qualified,True
O-101256,OPP-201256,C-2981,2024-09-16,,,14850.0,10.0,201,POS Terminal,Hardware,Salesperson_3,Asia,Partner,Lead,True
O-101257,OPP-201257,C-2351,2023-08-01,,,,,102,Analytics Suite,Software,,North America,Outbound,Lost,True
,OPP-201258,C-4564,2023-05-14,2023-06-01,2023-06-01,2676.0,3.0,102,Analytics Suite,Software,Salesperson_5,Europe,Inbound,Lead,False
O-101259,OPP-201259,C-4590,2024-01-03,,,16159.0,13.0,101,CRM Pro,Software,Salesperson_10,Europe,Partner,Lost,False
O-101260,OPP-201260,C-4759,2024-03-13,2024-03-20,,1876.0,7.0,102,Analytics Suite,Software,Salesperson_10,Europe,Partner,Lead,True
O-101261,OPP-201261,C-1520,2024-12-07,2024-12-25,2024-12-25,6198.0,6.0,101,CRM Pro,Software,Salesperson_9,Asia,Inbound,Qualified,
O-101262,OPP-201262,C-4392,2023-06-18,,,9999.0,,103,Sales Booster,Software,,Europe,Outbound,Lead,False
O-101263,OPP-201263,C-2554,2023-06-02,,,2986.0,2.0,101,CRM Pro,Software,Salesperson_3,Europe,Outbound,Lead,True
,OPP-201264,C-1089,2024-10-23,2024-11-02,2024-11-02,20190.0,,103,Sales Booster,Software,,Asia,Partner,Lost,False
O-101265,OPP-201265,C-2140,2024-05-21,2024-06-03,2024-06-03,,7.0,103,Sales Booster,Software,,Asia,Partner,Won,False
O-101266,OPP-201266,C-3263,2023-08-29,,,2989.0,7.0,103,Sales Booster,Software,Salesperson_4,North America,Inbound,Lead,True
O-101267,OPP-201267,C-1481,2024-01-18,2024-02-09,2024-02-09,3420.0,10.0,103,Sales Booster,Software,,Asia,Inbound,Lead,
O-101268,OPP-201268,C-3219,2023-03-18,,,4907.0,7.0,103,Sales Booster,Software,Salesperson_8,North America,Outbound,Lead,False
O-101269,OPP-201269,C-2250,2024-01-26,,,1932.0,3.0,102,Analytics Suite,Software,Salesperson_4,North America,Partner,Lead,False
O-101270,OPP-201270,C-3624,2023-11-12,,,5660.0,,102,Analytics Suite,Software,Salesperson_3,Asia,Inbound,Qualified,False
O-101271,OPP-201271,C-3484,2023-09-06,2023-09-30,2023-09-30,,,201,POS Terminal,Hardware,Salesperson_6,Europe,Inbound,Lost,False
O-101272,OPP-201272,C-3370,2024-03-01,2024-03-17,2024-03-17,365.0,1.0,102,Analytics Suite,Software,Salesperson_8,North America,,Lead,True
O-101273,OPP-201273,C-1831,2023-03-11,,,15631.0,11.0,201,POS Terminal,Hardware,Salesperson_8,Europe,Inbound,Won,False
O-101274,OPP-201274,C-3963,2024-11-11,2024-12-06,2024-12-06,4056.0,3.0,101,CRM Pro,Software,Salesperson_8,Asia,Partner,Lead,
O-101275,OPP-201275,C-4207,2024-12-31,2025-01-15,2025-01-15,5916.0,12.0,201,POS Terminal,Hardware,Salesperson_5,Asia,Inbound,Lost,True
O-101276,OPP-201276,C-3150,2024-10-07,2024-10-25,,9711.0,9.0,102,Analytics Suite,Software,Salesperson_6,North America,Outbound,Qualified,
O-101277,OPP-201277,C-3651,2024-12-23,2025-01-03,2025-01-03,5798.0,,101,CRM Pro,Software,Salesperson_5,Europe,,Qualified,True
O-101278,OPP-201278,C-4293,2024-12-27,2025-01-13,,12078.0,9.0,101,CRM Pro,Software,Salesperson_3,Europe,Inbound,Won,False
,OPP-201279,C-1933,2024-12-11,2024-12-22,2024-12-22,,14.0,201,POS Terminal,Hardware,Salesperson_5,North America,Partner,Lost,
O-101280,OPP-201280,C-2439,2023-12-17,,,15092.0,14.0,102,Analytics Suite,Software,,Europe,Outbound,Lead,False
O-101281,OPP-201281,C-3768,2023-10-12,,,12090.0,10.0,102,Analytics Suite,Software,Salesperson_1,Asia,Inbound,Won,False
O-101282,OPP-201282,C-4375,2024-02-26,,,4428.0,3.0,103,Sales Booster,Software,Salesperson_9,North America,Outbound,Lead,False
O-101283,OPP-201283,C-3748,2024-12-24,2025-01-10,2025-01-10,,7.0,201,POS Terminal,Hardware,Salesperson_3,Asia,Partner,Won,False
O-101284,OPP-201284,C-2914,2023-06-17,2023-06-27,2023-06-27,1736.0,7.0,201,POS Terminal,Hardware,Salesperson_4,Europe,Inbound,Lead,False
O-101285,OPP-201285,C-1355,2024-07-11,2024-07-23,2024-07-23,5044.0,13.0,102,Analytics Suite,Software,Salesperson_6,Europe,,Lead,True
O-101286,OPP-201286,C-3498,2023-08-29,2023-09-20,2023-09-20,10560.0,8.0,102,Analytics Suite,Software,Salesperson_1,North America,Outbound,Lead,False
,OPP-201287,C-3140,2023-06-28,2023-07-20,2023-07-20,6360.0,5.0,101,CRM Pro,Software,Salesperson_2,North America,Inbound,Lost,True
O-101288,OPP-201288,C-1326,2023-10-28,2023-11-03,,5076.0,12.0,102,Analytics Suite,Software,Salesperson_10,Europe,Outbound,Lost,False
,OPP-201289,C-2574,2024-12-11,,,5020.0,4.0,103,Sales Booster,Software,Salesperson_9,Europe,,Lead,False
O-101290,OPP-201290,C-4282,2023-01-04,2023-01-14,2023-01-14,982.0,2.0,101,CRM Pro,Software,Salesperson_2,Asia,Inbound,Lost,False
O-101291,OPP-201291,C-3540,2024-04-20,2024-05-12,,10284.0,12.0,103,Sales Booster,Software,Salesperson_6,North America,Partner,Lost,False
O-101292,OPP-201292,C-3124,2023-10-18,,,4080.0,5.0,102,Analytics Suite,Software,Salesperson_4,North America,Partner,Lead,True
O-101293,OPP-201293,C-3119,2023-03-03,2023-03-08,2023-03-08,3804.0,6.0,102,Analytics Suite,Software,Salesperson_9,Asia,Outbound,Won,True
O-101294,OPP-201294,C-2552,2023-02-17,2023-03-09,2023-03-09,3064.0,4.0,103,Sales Booster,Software,,Europe,,Won,
O-101295,OPP-201295,C-4907,2024-07-11,2024-08-05,2024-08-05,12857.0,13.0,103,Sales Booster,Software,Salesperson_8,Europe,,Qualified,True
O-101296,OPP-201296,C-1696,2023-07-11,2023-07-20,2023-07-20,1020.0,10.0,102,Analytics Suite,Software,Salesperson_8,North America,Outbound,Lead,True
O-101297,OPP-201297,C-1029,2024-05-05,2024-05-12,2024-05-12,15570.0,,103,Sales Booster,Software,Salesperson_2,Europe,Partner,Lead,True
O-101298,OPP-201298,C-4319,2023-02-13,2023-02-26,2023-02-26,4381.0,13.0,103,Sales Booster,Software,Salesperson_4,Europe,Inbound,Won,True
O-101299,OPP-201299,C-3181,2023-06-25,2023-07-04,2023-07-04,3030.0,10.0,103,Sales Booster,Software,Salesperson_4,North America,Partner,Lost,False
O-101300,OPP-201300,C-3408,2024-02-10,2024-02-25,2024-02-25,10539.0,9.0,103,Sales Booster,Software,Salesperson_4,Europe,Inbound,Won,False
,OPP-201301,C-1637,2023-09-12,2023-09-27,2023-09-27,2338.0,14.0,101,CRM Pro,Software,,Asia,Inbound,Qualified,True
O-101302,OPP-201302,C-1116,2024-01-13,2024-01-18,2024-01-18,728.0,1.0,201,POS Terminal,Hardware,Salesperson_9,Europe,Partner,Qualified,True
O-101303,OPP-201303,C-1255,2023-11-29,,,,,101,CRM Pro,Software,Salesperson_4,Asia,Outbound,Won,True
O-101304,OPP-201304,C-4403,2023-12-31,2024-01-21,2024-01-21,5180.0,5.0,102,Analytics Suite,Software,Salesperson_5,North America,Inbound,Qualified,
O-101305,OPP-201305,C-3886,2024-01-01,2024-01-15,2024-01-15,1335.0,1.0,102,Analytics Suite,Software,Salesperson_4,North America,Inbound,Lead,True
,OPP-201306,C-1083,2023-03-23,2023-04-15,2023-04-15,,4.0,201,POS Terminal,Hardware,Salesperson_9,Europe,Outbound,Lost,True
O-101307,OPP-201307,C-4680,2023-07-25,2023-08-01,2023-08-01,,2.0,102,Analytics Suite,Software,Salesperson_6,Asia,Outbound,Lost,True
O-101308,OPP-201308,C-1093,2023-07-11,2023-07-20,2023-07-20,16755.0,15.0,102,Analytics Suite,Software,Salesperson_2,Asia,Partner,Qualified,True
O-101309,OPP-201309,C-4181,2023-12-20,2024-01-06,2024-01-06,,8.0,101,CRM Pro,Software,Salesperson_10,Asia,Outbound,Won,False
O-101310,OPP-201310,C-4340,2023-09-26,2023-10-14,2023-10-14,7785.0,15.0,103,Sales Booster,Software,Salesperson_4,Europe,Partner,Lost,False
O-101311,OPP-201311,C-1828,2023-04-08,2023-04-17,2023-04-17,1833.0,13.0,201,POS Terminal,Hardware,Salesperson_2,Asia,Outbound,Lead,False
O-101312,OPP-201312,C-3757,2024-10-12,,,4158.0,7.0,103,Sales Booster,Software,Salesperson_7,North America,Outbound,Lost,True
O-101313,OPP-201313,C-1860,2023-03-29,2023-04-16,2023-04-16,3162.0,3.0,201,POS Terminal,Hardware,Salesperson_3,North America,,Won,True
O-101314,OPP-201314,C-1013,2023-07-28,2023-08-13,2023-08-13,13620.0,12.0,102,Analytics Suite,Software,Salesperson_1,Asia,Partner,Lost,False
O-101315,OPP-201315,C-4566,2024-02-19,2024-03-05,2024-03-05,1450.0,,103,Sales Booster,Software,Salesperson_8,North America,Inbound,Lead,True
O-101316,OPP-201316,C-1183,2023-12-29,2024-01-17,2024-01-17,1898.0,2.0,101,CRM Pro,Software,,Europe,Inbound,Qualified,True
O-101317,OPP-201317,C-1582,2024-11-11,,,7528.0,8.0,102,Analytics Suite,Software,Salesperson_9,Europe,Inbound,Won,False
O-101318,OPP-201318,C-2465,2023-05-17,,,14509.0,11.0,201,POS Terminal,Hardware,,Asia,Outbound,Won,True
O-101319,OPP-201319,C-2370,2023-08-23,2023-09-08,2023-09-08,,12.0,102,Analytics Suite,Software,,Europe,,Lead,False
O-101320,OPP-201320,C-4740,2024-05-14,,,11000.0,11.0,102,Analytics Suite,Software,Salesperson_1,Asia,Inbound,Qualified,True
O-101321,OPP-201321,C-2586,2024-05-08,2024-05-20,2024-05-20,,12.0,103,Sales Booster,Software,Salesperson_9,Asia,Inbound,Won,True
O-101322,OPP-201322,C-2749,2024-01-04,2024-01-09,2024-01-09,308.0,1.0,103,Sales Booster,Software,Salesperson_2,North America,Partner,Won,False
O-101323,OPP-201323,C-2840,2023-02-24,2023-03-19,2023-03-19,,2.0,101,CRM Pro,Software,Salesperson_5,North America,Partner,Won,True
O-101324,OPP-201324,C-2994,2024-01-07,2024-01-26,2024-01-26,14250.0,,102,Analytics Suite,Software,Salesperson_9,North America,Outbound,Won,True
O-101325,OPP-201325,C-2906,2023-04-01,,,7170.0,6.0,101,CRM Pro,Software,Salesperson_9,Europe,Outbound,Lead,False
O-101326,OPP-201326,C-4753,2024-04-06,2024-04-30,2024-04-30,3094.0,7.0,103,Sales Booster,Software,Salesperson_8,North America,Outbound,Qualified,
O-101327,OPP-201327,C-1344,2024-03-31,,,11810.0,10.0,102,Analytics Suite,Software,Salesperson_5,North America,Outbound,Lost,False
O-101328,OPP-201328,C-2354,2023-09-12,2023-10-04,2023-10-04,4910.0,,201,POS Terminal,Hardware,Salesperson_9,Asia,,Lost,True
O-101329,OPP-201329,C-4395,2023-09-24,,,1224.0,1.0,102,Analytics Suite,Software,Salesperson_7,Asia,,Lost,True
O-101330,OPP-201330,C-2953,2024-08-18,2024-08-26,,2020.0,5.0,201,POS Terminal,Hardware,Salesperson_6,North America,Inbound,Won,
O-101331,OPP-201331,C-2846,2023-03-06,2023-03-14,2023-03-14,2912.0,13.0,201,POS Terminal,Hardware,Salesperson_6,Europe,Outbound,Lead,True
O-101332,OPP-201332,C-1495,2023-01-10,,,9893.0,13.0,201,POS Terminal,Hardware,Salesperson_1,North America,,Lost,True
O-101333,OPP-201333,C-4443,2023-11-13,,,9783.0,9.0,201,POS Terminal,Hardware,Salesperson_3,Asia,Partner,Lost,False
O-101334,OPP-201334,C-2265,2023-08-27,2023-09-09,2023-09-09,4806.0,6.0,102,Analytics Suite,Software,Salesperson_1,North America,Inbound,Lead,False
O-101335,OPP-201335,C-4331,2023-08-22,2023-09-14,2023-09-14,1990.0,5.0,101,CRM Pro,Software,Salesperson_10,Asia,,Qualified,False
O-101336,OPP-201336,C-3826,2024-11-24,2024-12-01,2024-12-01,9464.0,14.0,103,Sales Booster,Software,Salesperson_8,Europe,Inbound,Qualified,
O-101337,OPP-201337,C-1365,2024-09-19,2024-10-04,2024-10-04,2630.0,,201,POS Terminal,Hardware,Salesperson_10,Europe,Inbound,Lead,True
O-101338,OPP-201338,C-3222,2024-08-01,2024-08-25,2024-08-25,393.0,1.0,103,Sales Booster,Software,,Europe,Partner,Won,True
O-101339,OPP-201339,C-2358,2023-05-26,2023-06-19,2023-06-19,954.0,6.0,101,CRM Pro,Software,Salesperson_7,Asia,Partner,Qualified,False
O-101340,OPP-201340,C-3105,2023-10-12,2023-10-23,2023-10-23,9536.0,8.0,101,CRM Pro,Software,Salesperson_5,Europe,Inbound,Qualified,False
O-101341,OPP-201341,C-3906,2024-12-19,2024-12-27,2024-12-27,2610.0,3.0,101,CRM Pro,Software,Salesperson_10,Europe,,Lost,
O-101342,OPP-201342,C-2489,2023-05-28,,,,13.0,101,CRM Pro,Software,Salesperson_8,Europe,,Lost,True
O-101343,OPP-201343,C-1344,2024-01-03,,,6972.0,12.0,103,Sales Booster,Software,Salesperson_4,Europe,Outbound,Lead,True
O-101344,OPP-201344,C-1601,2023-07-29,2023-08-05,2023-08-05,14355.0,11.0,201,POS Terminal,Hardware,Salesperson_5,North America,Inbound,Qualified,True
O-101345,OPP-201345,C-4518,2024-08-02,,,,7.0,103,Sales Booster,Software,Salesperson_10,North America,Inbound,Lead,True
O-101346,OPP-201346,C-1820,2024-06-02,2024-06-08,2024-06-08,11088.0,,201,POS Terminal,Hardware,Salesperson_6,Europe,Outbound,Qualified,False
O-101347,OPP-201347,C-2375,2023-01-29,2023-02-19,2023-02-19,8470.0,10.0,201,POS Terminal,Hardware,Salesperson_8,Europe,Outbound,Lost,False
O-101348,OPP-201348,C-2625,2023-01-14,,,10065.0,15.0,101,CRM Pro,Software,Salesperson_1,North America,Partner,Lost,False
O-101349,OPP-201349,C-3526,2023-11-18,,,14076.0,12.0,102,Analytics Suite,Software,Salesperson_7,Asia,Outbound,Lost,True
O-101350,OPP-201350,C-2989,2023-10-01,,,11592.0,14.0,101,CRM Pro,Software,,Europe,Inbound,Lead,False
O-101351,OPP-201351,C-3246,2023-05-10,2023-05-21,2023-05-21,2352.0,7.0,103,Sales Booster,Software,Salesperson_2,North America,Outbound,Lost,False
O-101352,OPP-201352,C-2722,2024-11-26,2024-12-15,2024-12-15,9009.0,11.0,102,Analytics Suite,Software,,Asia,Partner,Lead,False
O-101353,OPP-201353,C-1022,2024-04-20,,,,7.0,201,POS Terminal,Hardware,Salesperson_8,North America,Outbound,Won,False
O-101354,OPP-201354,C-3241,2023-10-07,2023-10-17,,,8.0,101,CRM Pro,Software,Salesperson_9,Europe,Partner,Lost,True
O-101355,OPP-201355,C-1154,2024-09-15,2024-10-03,2024-10-03,18746.0,13.0,102,Analytics Suite,Software,Salesperson_4,North America,Outbound,Lead,False
O-101356,OPP-201356,C-1536,2023-02-06,2023-02-15,2023-02-15,4158.0,3.0,101,CRM Pro,Software,Salesperson_5,Europe,Outbound,Won,True
O-101357,OPP-201357,C-3998,2024-07-20,2024-08-10,,,15.0,103,Sales Booster,Software,Salesperson_10,North America,,Won,True
O-101358,OPP-201358,C-4777,2023-03-03,,,,4.0,101,CRM Pro,Software,Salesperson_8,North America,Inbound,Won,False
O-101359,OPP-201359,C-2327,2024-02-04,2024-02-17,2024-02-17,,,102,Analytics Suite,Software,Salesperson_10,Europe,Inbound,Won,False
O-101360,OPP-201360,C-4801,2024-11-13,2024-11-19,2024-11-19,14751.0,11.0,103,Sales Booster,Software,Salesperson_8,Europe,,Won,False
O-101361,OPP-201361,C-3794,2023-08-05,2023-08-18,2023-08-18,2664.0,9.0,103,Sales Booster,Software,Salesperson_6,North America,,Lost,True
O-101362,OPP-201362,C-3461,2024-10-14,2024-11-06,,11494.0,14.0,102,Analytics Suite,Software,Salesperson_2,Europe,,Won,True
O-101363,OPP-201363,C-2934,2024-10-28,2024-11-18,2024-11-18,8680.0,10.0,103,Sales Booster,Software,,Asia,,Lead,False
O-101364,OPP-201364,C-4403,2023-05-02,2023-05-25,2023-05-25,10241.0,11.0,102,Analytics Suite,Software,Salesperson_2,Europe,Inbound,Qualified,False
O-101365,OPP-201365,C-4037,2023-04-18,2023-05-04,2023-05-04,1589.0,7.0,101,CRM Pro,Software,Salesperson_4,Asia,,Lead,False
O-101366,OPP-201366,C-3856,2024-08-09,2024-08-27,2024-08-27,2236.0,,102,Analytics Suite,Software,,Asia,,Won,True
